Country,Continent,ISO_Code,Level,GDLCODE,Region,Year,lifexp,lifexpf
Ghana,Africa,GHA,Subnat,GHAr107,"Brong Ahafo",2023,65.93,68.42
Ghana,Africa,GHA,Subnat,GHAr102,Central,2023,65.13,67.53
Ghana,Africa,GHA,Subnat,GHAr105,Eastern,2023,65.67,68.13
Ghana,Africa,GHA,Subnat,GHAr103,"Greater Accra",2023,68.73,71.55
Ghana,Africa,GHA,Subnat,GHAr108,Northern,2023,64.43,66.76
Ghana,Africa,GHA,Subnat,GHAr110,"Upper East",2023,64.74,67.1
Ghana,Africa,GHA,Subnat,GHAr109,"Upper West",2023,65.64,68.1
Ghana,Africa,GHA,Subnat,GHAr104,Volta,2023,63.57,65.79
Ghana,Africa,GHA,Subnat,GHAr101,Western,2023,65.32,67.74
Greece,Europe,GRC,National,GRCt,Total,2023,81.86,84.33
Greece,Europe,GRC,Subnat,GRCr105,"Anatoliki Makedonia, Thraki",2023,80.9,83.39
Greece,Europe,GRC,Subnat,GRCr101,Attiki,2023,81.91,84.1
Greece,Europe,GRC,Subnat,GRCr111,"Dytiki Ellada",2023,81.3,83.9
Greece,Europe,GRC,Subnat,GRCr107,"Dytiki Makedonia",2023,82.42,85.52
Greece,Europe,GRC,Subnat,GRCr110,"Ionia Nisia",2023,81.51,84.1
Greece,Europe,GRC,Subnat,GRCr108,Ipeiros,2023,83.73,86.63
Greece,Europe,GRC,Subnat,GRCr106,"Kentriki Makedonia",2023,81.2,83.7
Greece,Europe,GRC,Subnat,GRCr104,Kriti,2023,82.72,85.62
Greece,Europe,GRC,Subnat,GRCr103,"Notio Aigaio",2023,82.72,85.01
Greece,Europe,GRC,Subnat,GRCr113,Peloponnisos,2023,81.81,84.51
Greece,Europe,GRC,Subnat,GRCr112,"Sterea Ellada",2023,81.71,84.51
Greece,Europe,GRC,Subnat,GRCr109,Thessalia,2023,82.11,84.71
Greece,Europe,GRC,Subnat,GRCr102,"Voreio Aigaio",2023,83.33,85.82
Grenada,America,GRD,National,GRDt,Total,2023,75.21,78.36
Guatemala,America,GTM,National,GTMt,Total,2023,72.6,74.88
Guatemala,America,GTM,Subnat,GTMr105,Central,2023,72.14,74.37
Guatemala,America,GTM,Subnat,GTMr101,Metropolitan,2023,73.99,76.41
Guatemala,America,GTM,Subnat,GTMr102,North,2023,72.66,74.94
Guatemala,America,GTM,Subnat,GTMr107,North-Occidental,2023,70.96,73.07
Guatemala,America,GTM,Subnat,GTMr103,North-Oriental,2023,71.83,74.02
Guatemala,America,GTM,Subnat,GTMr108,Peten,2023,74.49,76.95
Guatemala,America,GTM,Subnat,GTMr106,South-Occidental,2023,72.94,75.25
Guatemala,America,GTM,Subnat,GTMr104,South-Oriental,2023,72.75,75.04
Guinea,Africa,GIN,National,GINt,Total,2023,60.74,61.9
Guinea,Africa,GIN,Subnat,GINr101,Boke,2023,59.27,60.27
Guinea,Africa,GIN,Subnat,GINr102,Conakry,2023,67.92,69.82
Guinea,Africa,GIN,Subnat,GINr103,Faranah,2023,59.27,60.27
Guinea,Africa,GIN,Subnat,GINr104,Kankan,2023,58.25,59.15
Guinea,Africa,GIN,Subnat,GINr105,Kindia,2023,59.12,60.11
Guinea,Africa,GIN,Subnat,GINr106,Labe,2023,60.61,61.75
Guinea,Africa,GIN,Subnat,GINr107,Mamou,2023,62.71,64.07
Guinea,Africa,GIN,Subnat,GINr108,"N Zerekore",2023,62.36,63.68
"Guinea Bissau",Africa,GNB,National,GNBt,Total,2023,64.09,66.36
"Guinea Bissau",Africa,GNB,Subnat,GNBr106,Bafata,2023,69.33,72.22
"Guinea Bissau",Africa,GNB,Subnat,GNBr104,Biombo,2023,60.03,61.83
"Guinea Bissau",Africa,GNB,Subnat,GNBr109,Bissau,2023,64,66.27
"Guinea Bissau",Africa,GNB,Subnat,GNBr105,Bolama,2023,64.04,66.31
"Guinea Bissau",Africa,GNB,Subnat,GNBr108,Cacheu,2023,67.79,70.5
"Guinea Bissau",Africa,GNB,Subnat,GNBr107,Gabu,2023,58.2,59.79
"Guinea Bissau",Africa,GNB,Subnat,GNBr103,Oio,2023,66.38,68.92
"Guinea Bissau",Africa,GNB,Subnat,GNBr102,Quinara,2023,61.96,63.99
"Guinea Bissau",Africa,GNB,Subnat,GNBr101,Tombali,2023,65.32,67.74
Guyana,America,GUY,National,GUYt,Total,2023,70.18,73.94
Guyana,America,GUY,Subnat,GUYr101,Barima-Waini,2023,68.74,72.32
Guyana,America,GUY,Subnat,GUYr107,Cuyuni-Mazaruni,2023,67.98,71.47
Guyana,America,GUY,Subnat,GUYr104,Demerara-Mahaica,2023,70.55,74.35
Guyana,America,GUY,Subnat,GUYr106,"East Berbice-Corentyne",2023,72.15,76.15
Guyana,America,GUY,Subnat,GUYr103,"Essequibo Islands-West Demerara",2023,68.44,71.99
Guyana,America,GUY,Subnat,GUYr105,Mahaica-Berbice,2023,70.18,73.94
Guyana,America,GUY,Subnat,GUYr102,Pomeroon-Supenaam,2023,68.99,72.6
Guyana,America,GUY,Subnat,GUYr108,Potaro-Siparuni,2023,70.18,73.94
Guyana,America,GUY,Subnat,GUYr110,"Upper Demerara-Berbice",2023,68.36,71.91
Guyana,America,GUY,Subnat,GUYr109,"Upper Takutu-Upper Essequibo",2023,71.9,75.87
Haiti,America,HTI,National,HTIt,Total,2023,64.94,68.3
Haiti,America,HTI,Subnat,HTIr105,Artibonite,2023,64.82,68.16
Haiti,America,HTI,Subnat,HTIr106,Centre,2023,64.16,67.42
Haiti,America,HTI,Subnat,HTIr108,"Grande-Anse, Nippes",2023,66.65,70.23
Haiti,America,HTI,Subnat,HTIr103,North,2023,68.44,72.25
Haiti,America,HTI,Subnat,HTIr104,North-East,2023,65.63,69.08
Haiti,America,HTI,Subnat,HTIr109,North-West,2023,67.86,71.6
Haiti,America,HTI,Subnat,HTIr107,South,2023,67.37,71.05
Haiti,America,HTI,Subnat,HTIr102,South-East,2023,65.75,69.22
Haiti,America,HTI,Subnat,HTIr101,"West (incl Metropolitain area)",2023,63.04,66.16
Honduras,America,HND,National,HNDt,Total,2023,72.88,75.5
Honduras,America,HND,Subnat,HNDr101,Atlantida,2023,72.18,74.73
Honduras,America,HND,Subnat,HNDr106,Choluteca,2023,71.6,74.09
Honduras,America,HND,Subnat,HNDr102,Colon,2023,71.97,74.5
Honduras,America,HND,Subnat,HNDr103,Comayagua,2023,73.34,76
Honduras,America,HND,Subnat,HNDr104,Copan,2023,72.73,75.33
Honduras,America,HND,Subnat,HNDr105,Cortes,2023,73.62,76.31
Honduras,America,HND,Subnat,HNDr107,"El Paraiso",2023,72.56,75.14
Honduras,America,HND,Subnat,HNDr108,"Francisco Morazan",2023,72.89,75.51
Honduras,America,HND,Subnat,HNDr109,"Gracias a Dios",2023,69.74,72.03
Honduras,America,HND,Subnat,HNDr110,Intibuca,2023,71.67,74.16
Honduras,America,HND,Subnat,HNDr111,"Islas de la Bahia",2023,73.77,76.48
Honduras,America,HND,Subnat,HNDr112,"La Paz",2023,73.01,75.64
Honduras,America,HND,Subnat,HNDr113,Lempira,2023,72.55,75.13
Honduras,America,HND,Subnat,HNDr114,Ocotepeque,2023,72.62,75.21
Honduras,America,HND,Subnat,HNDr115,Olancho,2023,73.36,76.03
Honduras,America,HND,Subnat,HNDr116,"Santa Barbara",2023,73.34,76
Honduras,America,HND,Subnat,HNDr117,Valle,2023,71.65,74.14
Honduras,America,HND,Subnat,HNDr118,Yoro,2023,73.35,76.02
Hungary,Europe,HUN,National,HUNt,Total,2023,77.02,80.19
Hungary,Europe,HUN,Subnat,HUNr107,Del-Alfold,2023,77.07,80.33
Hungary,Europe,HUN,Subnat,HUNr104,Del-Dunantul,2023,77.37,80.33
Hungary,Europe,HUN,Subnat,HUNr106,Eszak-Alfold,2023,76.56,79.82
Hungary,Europe,HUN,Subnat,HUNr105,Eszak-Magyarorszag,2023,75.64,78.91
Hungary,Europe,HUN,Subnat,HUNr102,Kozep-Dunantul,2023,77.37,80.54
Hungary,Europe,HUN,Subnat,HUNr101,Kozep-Magyarorszag,2023,79.09,81.41
Hungary,Europe,HUN,Subnat,HUNr103,Nyugat-Dunantul,2023,78.5,81.45
Iceland,Europe,ISL,National,ISLt,Total,2023,82.69,84.51
India,Asia/Pacific,IND,National,INDt,Total,2023,72,73.6
India,Asia/Pacific,IND,Subnat,INDr136,"Andaman and Nicobar Islands",2023,75.28,77.22
India,Asia/Pacific,IND,Subnat,INDr101,"Andhra Pradesh",2023,72.42,74.06
India,Asia/Pacific,IND,Subnat,INDr125,"Arunachal Pradesh",2023,75.64,77.62
India,Asia/Pacific,IND,Subnat,INDr102,Assam,2023,72.64,74.3
India,Asia/Pacific,IND,Subnat,INDr103,Bihar,2023,70.05,71.44
India,Asia/Pacific,IND,Subnat,INDr131,Chandigarth,2023,74.36,76.21
India,Asia/Pacific,IND,Subnat,INDr129,Chhattisgarh,2023,71.43,72.97
India,Asia/Pacific,IND,Subnat,INDr132,"Dadra and Nagar Haveli",2023,72.99,74.69
India,Asia/Pacific,IND,Subnat,INDr134,"Daman and Diu",2023,75.26,77.2
India,Asia/Pacific,IND,Subnat,INDr104,Goa,2023,76.45,78.51
India,Asia/Pacific,IND,Subnat,INDr105,Gujarat,2023,72.65,74.31
India,Asia/Pacific,IND,Subnat,INDr106,Haryana,2023,72.27,73.9
India,Asia/Pacific,IND,Subnat,INDr107,"Himachal Pradesh",2023,73.85,75.64
India,Asia/Pacific,IND,Subnat,INDr108,"Jammu and Kashmir",2023,75.74,77.72
India,Asia/Pacific,IND,Subnat,INDr128,Jharkhand,2023,71.16,72.66
India,Asia/Pacific,IND,Subnat,INDr109,Karnataka,2023,73.99,75.8
India,Asia/Pacific,IND,Subnat,INDr110,Kerala,2023,77.3,79.45
India,Asia/Pacific,IND,Subnat,INDr135,Lakshadweep,2023,72,73.6
India,Asia/Pacific,IND,Subnat,INDr111,"Madhya Pradesh",2023,70.81,72.28
India,Asia/Pacific,IND,Subnat,INDr112,Maharashtra,2023,74.22,76.05
India,Asia/Pacific,IND,Subnat,INDr113,Manipur,2023,74.07,75.88
India,Asia/Pacific,IND,Subnat,INDr114,Meghalaya,2023,72.56,74.21
India,Asia/Pacific,IND,Subnat,INDr115,Mizoram,2023,73.94,75.74
India,Asia/Pacific,IND,Subnat,INDr116,Nagaland,2023,73.87,75.66
India,Asia/Pacific,IND,Subnat,INDr124,"New Delhi",2023,73.55,75.31
India,Asia/Pacific,IND,Subnat,INDr117,Orissa,2023,71.81,73.39
India,Asia/Pacific,IND,Subnat,INDr133,Puducherry,2023,76.9,79.01
India,Asia/Pacific,IND,Subnat,INDr118,Punjab,2023,72.8,74.48
India,Asia/Pacific,IND,Subnat,INDr119,Rajasthan,2023,72.34,73.97
India,Asia/Pacific,IND,Subnat,INDr120,Sikkim,2023,75.13,77.05
India,Asia/Pacific,IND,Subnat,INDr121,"Tamil Nadu",2023,74.61,76.48
India,Asia/Pacific,IND,Subnat,INDr130,Telangana,2023,73.46,75.21
India,Asia/Pacific,IND,Subnat,INDr126,Tripura,2023,71.25,72.77
India,Asia/Pacific,IND,Subnat,INDr123,"Uttar Pradesh",2023,69.87,71.24
India,Asia/Pacific,IND,Subnat,INDr127,Uttaranchal,2023,71.98,73.58
India,Asia/Pacific,IND,Subnat,INDr122,"West Bengal",2023,73.83,75.62
Indonesia,Asia/Pacific,IDN,National,IDNt,Total,2023,71.15,73.27
Indonesia,Asia/Pacific,IDN,Subnat,IDNr116,Bali,2023,71.56,73.72
Indonesia,Asia/Pacific,IDN,Subnat,IDNr109,"Bangka Belitung",2023,68.53,70.4
Indonesia,Asia/Pacific,IDN,Subnat,IDNr115,Banten,2023,70.15,72.18
Indonesia,Asia/Pacific,IDN,Subnat,IDNr107,Bengkulu,2023,72.38,74.62
Indonesia,Asia/Pacific,IDN,Subnat,IDNr112,"Central Java",2023,72.63,74.89
Indonesia,Asia/Pacific,IDN,Subnat,IDNr121,"Central Kalimantan",2023,70.69,72.77
Indonesia,Asia/Pacific,IDN,Subnat,IDNr125,"Central Sulawesi",2023,69.45,71.41
Indonesia,Asia/Pacific,IDN,Subnat,IDNr101,"DI Aceh",2023,70.95,73.05
Indonesia,Asia/Pacific,IDN,Subnat,IDNr113,"DI Yogyakarta",2023,73.31,75.63
Indonesia,Asia/Pacific,IDN,Subnat,IDNr110,"DKI Jakarta",2023,72.41,74.65
Indonesia,Asia/Pacific,IDN,Subnat,IDNr114,"East Java",2023,71.25,73.38
Indonesia,Asia/Pacific,IDN,Subnat,IDNr123,"East Kalimantan",2023,71.93,74.12
Indonesia,Asia/Pacific,IDN,Subnat,IDNr118,"East Nusa Tenggara",2023,69.59,71.57
Indonesia,Asia/Pacific,IDN,Subnat,IDNr128,Gorontalo,2023,67.35,69.11
Indonesia,Asia/Pacific,IDN,Subnat,IDNr130,"Irian Jaya (Papua and Papua Barat)",2023,65.28,66.85
Indonesia,Asia/Pacific,IDN,Subnat,IDNr105,Jambi,2023,70.55,72.61
Indonesia,Asia/Pacific,IDN,Subnat,IDNr108,Lampung,2023,71.13,73.25
Indonesia,Asia/Pacific,IDN,Subnat,IDNr129,Maluku,2023,67.87,69.68
Indonesia,Asia/Pacific,IDN,Subnat,IDNr124,"North Sulawesi",2023,69.5,71.47
Indonesia,Asia/Pacific,IDN,Subnat,IDNr102,"North Sumatra",2023,70.9,73
Indonesia,Asia/Pacific,IDN,Subnat,IDNr104,"Riau (incl. Riau islands)",2023,71.48,73.64
Indonesia,Asia/Pacific,IDN,Subnat,IDNr122,"South Kalimantan",2023,70,72.01
Indonesia,Asia/Pacific,IDN,Subnat,IDNr126,"South Sulawesi (incl Sulawesi Barat)",2023,71.01,73.12
Indonesia,Asia/Pacific,IDN,Subnat,IDNr106,"South Sumatra",2023,71.17,73.29
Indonesia,Asia/Pacific,IDN,Subnat,IDNr127,"Southeast Sulawesi",2023,69.24,71.18
Indonesia,Asia/Pacific,IDN,Subnat,IDNr111,"West Java",2023,71.56,73.72
Indonesia,Asia/Pacific,IDN,Subnat,IDNr120,"West Kalimantan",2023,72.46,74.7
Indonesia,Asia/Pacific,IDN,Subnat,IDNr117,"West Nusa Tenggara",2023,71.27,73.4
Indonesia,Asia/Pacific,IDN,Subnat,IDNr103,"West Sumatra",2023,72.21,74.43
Iran,Asia/Pacific,IRN,National,IRNt,Total,2023,77.65,79.63
Iran,Asia/Pacific,IRN,Subnat,IRNr125,Ardebil,2023,74.66,76.34
Iran,Asia/Pacific,IRN,Subnat,IRNr119,Bushehr,2023,77.58,79.55
Iran,Asia/Pacific,IRN,Subnat,IRNr115,"Chaharmahal and Bakhtiyari",2023,78.42,80.47
Iran,Asia/Pacific,IRN,Subnat,IRNr104,EastAzarbayejan,2023,77.5,79.46
Iran,Asia/Pacific,IRN,Subnat,IRNr111,Esfahan,2023,77.98,79.99
Iran,Asia/Pacific,IRN,Subnat,IRNr108,Fars,2023,77.58,79.55
Iran,Asia/Pacific,IRN,Subnat,IRNr102,Gilan,2023,78.74,80.83
Iran,Asia/Pacific,IRN,Subnat,IRNr128,Golestan,2023,78.35,80.39
Iran,Asia/Pacific,IRN,Subnat,IRNr114,Hamedan,2023,77.71,79.69
Iran,Asia/Pacific,IRN,Subnat,IRNr123,Hormozgan,2023,77.75,79.74
Iran,Asia/Pacific,IRN,Subnat,IRNr117,Ilam,2023,78.76,80.84
Iran,Asia/Pacific,IRN,Subnat,IRNr109,Kerman,2023,77.77,79.76
Iran,Asia/Pacific,IRN,Subnat,IRNr106,Kermanshah,2023,78.16,80.19
Iran,Asia/Pacific,IRN,Subnat,IRNr110,Khorasan-e-Razavi,2023,77.16,79.09
Iran,Asia/Pacific,IRN,Subnat,IRNr107,Khuzestan,2023,77.91,79.9
Iran,Asia/Pacific,IRN,Subnat,IRNr118,"Kohgiluyeh and Boyerahmad",2023,77.35,79.3
Iran,Asia/Pacific,IRN,Subnat,IRNr113,Kordestan,2023,75.02,76.73
Iran,Asia/Pacific,IRN,Subnat,IRNr116,Lorestan,2023,77.51,79.47
Iran,Asia/Pacific,IRN,Subnat,IRNr101,Markazi,2023,77.52,79.48
Iran,Asia/Pacific,IRN,Subnat,IRNr103,Mazandaran,2023,78.86,80.95
Iran,Asia/Pacific,IRN,Subnat,IRNr129,"North Khorasan",2023,76.83,78.72
Iran,Asia/Pacific,IRN,Subnat,IRNr127,Qazvin,2023,77.93,79.93
Iran,Asia/Pacific,IRN,Subnat,IRNr126,Qom,2023,78.5,80.55
Iran,Asia/Pacific,IRN,Subnat,IRNr121,Semnan,2023,77.8,79.78
Iran,Asia/Pacific,IRN,Subnat,IRNr112,"Sistanand Baluchestan",2023,77.12,79.05
Iran,Asia/Pacific,IRN,Subnat,IRNr130,"South Khorasan",2023,76.6,78.47
Iran,Asia/Pacific,IRN,Subnat,IRNr124,"Tehran and Alborz",2023,77.9,79.89
Iran,Asia/Pacific,IRN,Subnat,IRNr105,WestAzarbayejan,2023,76.88,78.78
Iran,Asia/Pacific,IRN,Subnat,IRNr122,Yazd,2023,78.74,80.82
Iran,Asia/Pacific,IRN,Subnat,IRNr120,Zanjan,2023,77.48,79.44
Iraq,Asia/Pacific,IRQ,National,IRQt,Total,2023,72.32,74.06
Iraq,Asia/Pacific,IRQ,Subnat,IRQr107,Anbar,2023,72.72,74.49
Iraq,Asia/Pacific,IRQ,Subnat,IRQr109,Babylon,2023,73.55,75.4
Iraq,Asia/Pacific,IRQ,Subnat,IRQr108,Baghdad,2023,73,74.8
Iraq,Asia/Pacific,IRQ,Subnat,IRQr118,Basra,2023,70.5,72.05
Iraq,Asia/Pacific,IRQ,Subnat,IRQr106,Diala,2023,71.67,73.33
Iraq,Asia/Pacific,IRQ,Subnat,IRQr101,Dohouk,2023,73.38,75.21
Iraq,Asia/Pacific,IRQ,Subnat,IRQr105,Erbil,2023,72.88,74.67
Iraq,Asia/Pacific,IRQ,Subnat,IRQr110,Kerbela,2023,70.34,71.88
Iraq,Asia/Pacific,IRQ,Subnat,IRQr117,Maysan,2023,71.94,73.64
Iraq,Asia/Pacific,IRQ,Subnat,IRQr115,Muthanna,2023,72.9,74.69
Iraq,Asia/Pacific,IRQ,Subnat,IRQr113,Najaf,2023,72.4,74.14
Iraq,Asia/Pacific,IRQ,Subnat,IRQr102,Nenava,2023,72.38,74.12
Iraq,Asia/Pacific,IRQ,Subnat,IRQr114,Qadisiya,2023,71.98,73.68
Iraq,Asia/Pacific,IRQ,Subnat,IRQr112,Salaheldeen,2023,71.89,73.58
Iraq,Asia/Pacific,IRQ,Subnat,IRQr103,Suleimaniya,2023,72.91,74.7
Iraq,Asia/Pacific,IRQ,Subnat,IRQr104,Ta-amem-Karkuk,2023,71.09,72.69
Iraq,Asia/Pacific,IRQ,Subnat,IRQr116,Thi-Qar,2023,73.04,74.84
Iraq,Asia/Pacific,IRQ,Subnat,IRQr111,Wasit,2023,70.86,72.44
Ireland,Europe,IRL,National,IRLt,Total,2023,82.41,84.48
Ireland,Europe,IRL,Subnat,IRLr101,Border,2023,82.61,84.38
Ireland,Europe,IRL,Subnat,IRLr104,Dublin,2023,82.35,84.17
Ireland,Europe,IRL,Subnat,IRLr105,Mid-East,2023,82.86,84.48
Ireland,Europe,IRL,Subnat,IRLr106,Mid-West,2023,81.58,83.36
Ireland,Europe,IRL,Subnat,IRLr102,Midland,2023,82.5,84.07
Ireland,Europe,IRL,Subnat,IRLr107,South-East,2023,82.25,83.97
Ireland,Europe,IRL,Subnat,IRLr108,South-West,2023,82.15,84.17
Ireland,Europe,IRL,Subnat,IRLr103,West,2023,82.91,84.78
Israel,Asia/Pacific,ISR,National,ISRt,Total,2023,82.41,84.59
Italy,Europe,ITA,National,ITAt,Total,2023,83.72,85.75
Italy,Europe,ITA,Subnat,ITAr105,Abruzzo,2023,83.53,85.94
Italy,Europe,ITA,Subnat,ITAr109,Basilicata,2023,83.12,85.44
Italy,Europe,ITA,Subnat,ITAr110,Calabria,2023,82.72,84.73
Italy,Europe,ITA,Subnat,ITAr107,Campania,2023,82.01,84.02
Italy,Europe,ITA,Subnat,ITAr117,Emilia-Romagna,2023,84.34,86.04
Italy,Europe,ITA,Subnat,ITAr116,"Friuli-Venezia Giulia",2023,84.03,86.25
Italy,Europe,ITA,Subnat,ITAr121,Lazio,2023,84.13,86.14
Italy,Europe,ITA,Subnat,ITAr103,Liguria,2023,83.73,85.74
Italy,Europe,ITA,Subnat,ITAr104,Lombardia,2023,84.34,86.45
Italy,Europe,ITA,Subnat,ITAr120,Marche,2023,84.34,86.35
Italy,Europe,ITA,Subnat,ITAr106,Molise,2023,83.12,85.44
Italy,Europe,ITA,Subnat,ITAr101,Piemonte,2023,83.53,85.64
Italy,Europe,ITA,Subnat,ITAr113,"Provincia Autonoma di Bolzano",2023,84.64,86.75
Italy,Europe,ITA,Subnat,ITAr114,"Provincia Autonoma di Trento",2023,85.35,87.36
Italy,Europe,ITA,Subnat,ITAr108,Puglia,2023,83.73,85.64
Italy,Europe,ITA,Subnat,ITAr112,Sardegna,2023,83.02,85.44
Italy,Europe,ITA,Subnat,ITAr111,Sicilia,2023,82.41,84.33
Italy,Europe,ITA,Subnat,ITAr118,Toscana,2023,84.34,86.25
Italy,Europe,ITA,Subnat,ITAr119,Umbria,2023,84.44,86.55
Italy,Europe,ITA,Subnat,ITAr102,"Valle dAosta",2023,83.32,85.03
Italy,Europe,ITA,Subnat,ITAr115,Veneto,2023,84.44,86.55
Jamaica,America,JAM,National,JAMt,Total,2023,71.48,73.99
Jamaica,America,JAM,Subnat,JAMr101,"Kingston, St Andrew",2023,70.49,72.9
Jamaica,America,JAM,Subnat,JAMr106,"Manchester, Clarendon",2023,72.04,74.62
Jamaica,America,JAM,Subnat,JAMr103,"St Ann, St Catherine",2023,73.56,76.28
Jamaica,America,JAM,Subnat,JAMr105,"St James, Hanover, Westmoreland",2023,70.04,72.41
Jamaica,America,JAM,Subnat,JAMr102,"St Thomas, Portland, St Mary",2023,71.51,74.03
Jamaica,America,JAM,Subnat,JAMr104,"Trelawny, St Elizabeth",2023,71.52,74.04
Japan,Asia/Pacific,JPN,National,JPNt,Total,2023,84.71,87.74
Japan,Asia/Pacific,JPN,Subnat,JPNr108,"Chugoku (Tottori, Shimane, Okayama, Hiroshima, Yamaguchi)",2023,84.97,88.08
Japan,Asia/Pacific,JPN,Subnat,JPNr101,Hokkaido,2023,84.08,87.11
Japan,Asia/Pacific,JPN,Subnat,JPNr105,"Hokuriku (Niigata, Toyama, Ishikawa, Fukui)",2023,84.8,87.84
Japan,Asia/Pacific,JPN,Subnat,JPNr107,"Kansai region (Shiga, Kyoto, Osaka, Hyogo, Nara, Wakayama)",2023,84.62,87.72
Japan,Asia/Pacific,JPN,Subnat,JPNr110,"Kyushu (Fukuoka, Saga, Nagasaki, Kumamoto, Oita, Miyazaki, Kagoshima, Okinawa)",2023,84.61,87.79
Japan,Asia/Pacific,JPN,Subnat,JPNr103,"Northern-Kanto, Koshin (Ibaraki, Tochigi, Gunma)",2023,84.07,87.02
Japan,Asia/Pacific,JPN,Subnat,JPNr109,"Shikoku (Tokushima, Kagawa, Ehime, Kochi)",2023,84.42,87.54
Japan,Asia/Pacific,JPN,Subnat,JPNr104,"Southern-Kanto (Saitama, Chiba, Tokyo, Kanagawa, Yamanashi, Nagano)",2023,84.82,87.76
Japan,Asia/Pacific,JPN,Subnat,JPNr102,"Tohoku (Aomori, Iwate, Miyagi, Akita, Yamagata, Fukushima)",2023,84.09,87.14
Japan,Asia/Pacific,JPN,Subnat,JPNr106,"Toukai (Gifu, Shizuoka, Aichi, Mie)",2023,84.7,87.55
Jordan,Asia/Pacific,JOR,National,JORt,Total,2023,77.81,80.19
Jordan,Asia/Pacific,JOR,Subnat,JORr108,Aljoun,2023,77.81,80.19
Jordan,Asia/Pacific,JOR,Subnat,JORr101,Amman,2023,78.53,80.99
Jordan,Asia/Pacific,JOR,Subnat,JORr112,Aqaba,2023,77.81,80.19
Jordan,Asia/Pacific,JOR,Subnat,JORr102,Balqa,2023,79.4,81.95
Jordan,Asia/Pacific,JOR,Subnat,JORr105,Irbid,2023,73.81,75.75
Jordan,Asia/Pacific,JOR,Subnat,JORr107,Jarash,2023,77.81,80.19
Jordan,Asia/Pacific,JOR,Subnat,JORr109,Karak,2023,77.81,80.19
Jordan,Asia/Pacific,JOR,Subnat,JORr111,Maan,2023,77.81,80.19
Jordan,Asia/Pacific,JOR,Subnat,JORr104,Madaba,2023,75.35,77.46
Jordan,Asia/Pacific,JOR,Subnat,JORr106,Mafraq,2023,77.81,80.19
Jordan,Asia/Pacific,JOR,Subnat,JORr110,Tafiela,2023,77.81,80.19
Jordan,Asia/Pacific,JOR,Subnat,JORr103,Zarqa,2023,77.35,79.68
Kazakhstan,Asia/Pacific,KAZ,National,KAZt,Total,2023,74.4,78.39
Kazakhstan,Asia/Pacific,KAZ,Subnat,KAZr101,"Almaty city",2023,72.91,76.75
Kazakhstan,Asia/Pacific,KAZ,Subnat,KAZr104,"Central region (Karagandinskaya)",2023,76.88,81.12
Kazakhstan,Asia/Pacific,KAZ,Subnat,KAZr106,"East region (East-Kazakhstanskaya)",2023,71.85,75.58
Kazakhstan,Asia/Pacific,KAZ,Subnat,KAZr105,"North region (Akmolinskaya (incl Astana city), Kostnaiskaya, Pavlodarskaya, North-Kazakhstanskaya)",2023,76.37,80.57
Kazakhstan,Asia/Pacific,KAZ,Subnat,KAZr102,"South region (Almatinskaya, Zhambylskaya, Kyzylordinskaya, South-Kazakhstanskaya)",2023,73.37,77.25
Kazakhstan,Asia/Pacific,KAZ,Subnat,KAZr103,"West region (Aktyubinskaya, Atyrauskaya, Mangistauskaya, West-Kazakhstanskaya)",2023,74.48,78.48
Kenya,Africa,KEN,National,KENt,Total,2023,63.65,65.92
Kenya,Africa,KEN,Subnat,KENr102,Central,2023,63.49,65.75
Kenya,Africa,KEN,Subnat,KENr103,Coast,2023,64.01,66.32
Kenya,Africa,KEN,Subnat,KENr104,Eastern,2023,64.9,67.31
Kenya,Africa,KEN,Subnat,KENr101,Nairobi,2023,63.6,65.86
Kenya,Africa,KEN,Subnat,KENr108,"North Eastern",2023,64.25,66.59
Kenya,Africa,KEN,Subnat,KENr105,Nyanza,2023,62.09,64.2
Kenya,Africa,KEN,Subnat,KENr106,"Rift Valley",2023,64.07,66.39
Kenya,Africa,KEN,Subnat,KENr107,Western,2023,62.7,64.88
Kiribati,Asia/Pacific,KIR,National,KIRt,Total,2023,66.47,68.17
Kiribati,Asia/Pacific,KIR,Subnat,KIRr103,"Central Gibert",2023,63.61,65.03
Kiribati,Asia/Pacific,KIR,Subnat,KIRr105,"Line and Phoenix Group",2023,67.32,69.1
Kiribati,Asia/Pacific,KIR,Subnat,KIRr102,"Northern Gilbert",2023,68.45,70.33
Kiribati,Asia/Pacific,KIR,Subnat,KIRr104,"Southern Gilbert",2023,67,68.74
Kiribati,Asia/Pacific,KIR,Subnat,KIRr101,"Souyth Tarawa",2023,65.83,67.47
"Korea, Rep.",Asia/Pacific,KOR,National,KORt,Total,2023,84.33,87.16
"Korea, Rep.",Asia/Pacific,KOR,Subnat,KORr101,"Capital Region",2023,85.37,87.31
"Korea, Rep.",Asia/Pacific,KOR,Subnat,KORr105,"Chungcheong Region",2023,84.64,86.92
"Korea, Rep.",Asia/Pacific,KOR,Subnat,KORr106,"Gangwon Region",2023,83.29,87.31
"Korea, Rep.",Asia/Pacific,KOR,Subnat,KORr103,"Gyeongbuk Region",2023,83.81,86.04
"Korea, Rep.",Asia/Pacific,KOR,Subnat,KORr102,"Gyeongnam Region",2023,83.81,86.75
"Korea, Rep.",Asia/Pacific,KOR,Subnat,KORr107,Jeju,2023,85.88,86.65
