Country,Continent,ISO_Code,Level,GDLCODE,Region,Year,lifexp,lifexpf
China,Asia/Pacific,CHN,Subnat,CHNr129,Qinghai,2023,73.72,76.28
China,Asia/Pacific,CHN,Subnat,CHNr127,Shaanxi,2023,77.54,80.08
China,Asia/Pacific,CHN,Subnat,CHNr115,Shandong,2023,78.92,81.95
China,Asia/Pacific,CHN,Subnat,CHNr109,Shanghai,2023,82.28,84.7
China,Asia/Pacific,CHN,Subnat,CHNr104,Shanxi,2023,77.65,80.31
China,Asia/Pacific,CHN,Subnat,CHNr123,Sichuan,2023,77.53,80.77
China,Asia/Pacific,CHN,Subnat,CHNr102,Tianjin,2023,81.03,83.23
China,Asia/Pacific,CHN,Subnat,CHNr126,Tibet,2023,71.95,74.6
China,Asia/Pacific,CHN,Subnat,CHNr131,Xinjiang,2023,75.4,77.73
China,Asia/Pacific,CHN,Subnat,CHNr125,Yunnan,2023,73.78,77.4
China,Asia/Pacific,CHN,Subnat,CHNr111,Zhejiang,2023,79.92,82.42
Colombia,America,COL,National,COLt,Total,2023,77.73,80.45
Colombia,America,COL,Subnat,COLr129,Amazonas,2023,74.81,77.24
Colombia,America,COL,Subnat,COLr101,"Antioquia (incl Medellin)",2023,78.12,80.89
Colombia,America,COL,Subnat,COLr125,Arauca,2023,77.03,79.69
Colombia,America,COL,Subnat,COLr102,"Atlantico (incl Barranquilla)",2023,77.56,80.28
Colombia,America,COL,Subnat,COLr103,"Bogota D.C.",2023,78.15,80.92
Colombia,America,COL,Subnat,COLr104,"Bolivar (Sur and Norte)",2023,78.2,80.98
Colombia,America,COL,Subnat,COLr105,Boyaca,2023,78.28,81.06
Colombia,America,COL,Subnat,COLr106,Caldas,2023,79.14,82.01
Colombia,America,COL,Subnat,COLr107,Caqueta,2023,77.79,80.53
Colombia,America,COL,Subnat,COLr126,Casanare,2023,78.37,81.16
Colombia,America,COL,Subnat,COLr108,Cauca,2023,77.09,79.76
Colombia,America,COL,Subnat,COLr109,Cesar,2023,76.41,79
Colombia,America,COL,Subnat,COLr112,Choco,2023,75.35,77.83
Colombia,America,COL,Subnat,COLr110,Cordoba,2023,77.42,80.12
Colombia,America,COL,Subnat,COLr111,Cundinamarca,2023,78.96,81.81
Colombia,America,COL,Subnat,COLr130,Guainja,2023,78.08,80.85
Colombia,America,COL,Subnat,COLr114,Guajira,2023,71.81,73.94
Colombia,America,COL,Subnat,COLr131,Guaviare,2023,77.99,80.75
Colombia,America,COL,Subnat,COLr113,Huila,2023,78.05,80.81
Colombia,America,COL,Subnat,COLr115,Magdalena,2023,76.64,79.25
Colombia,America,COL,Subnat,COLr116,Meta,2023,79.74,82.67
Colombia,America,COL,Subnat,COLr117,Narino,2023,77.65,80.37
Colombia,America,COL,Subnat,COLr118,"Norte de Santander",2023,77.09,79.76
Colombia,America,COL,Subnat,COLr127,Putumayo,2023,75.1,77.56
Colombia,America,COL,Subnat,COLr119,Quindio,2023,78.63,81.45
Colombia,America,COL,Subnat,COLr120,Risaralda,2023,78.27,81.05
Colombia,America,COL,Subnat,COLr128,"San Andres",2023,78,80.76
Colombia,America,COL,Subnat,COLr121,Santander,2023,77.82,80.56
Colombia,America,COL,Subnat,COLr122,Sucre,2023,78.79,81.63
Colombia,America,COL,Subnat,COLr123,Tolima,2023,78.03,80.79
Colombia,America,COL,Subnat,COLr124,"Valle (incl Cali)",2023,78.54,81.35
Colombia,America,COL,Subnat,COLr132,Vaupis,2023,72.56,74.76
Colombia,America,COL,Subnat,COLr133,Vichada,2023,78.18,80.96
Comoros,Africa,COM,National,COMt,Total,2023,66.78,68.93
Comoros,Africa,COM,Subnat,COMr103,"Anjouan (Ndzouani)",2023,65.57,67.6
Comoros,Africa,COM,Subnat,COMr101,"Grande Comore (Ngazidja)",2023,67.87,70.14
Comoros,Africa,COM,Subnat,COMr102,Moheli,2023,68.27,70.58
"Congo Brazzaville",Africa,COG,National,COGt,Total,2023,65.77,67.46
"Congo Brazzaville",Africa,COG,Subnat,COGr204," Bouenza",2023,63.38,64.83
"Congo Brazzaville",Africa,COG,Subnat,COGr211," Brazzaville",2023,66.44,68.2
"Congo Brazzaville",Africa,COG,Subnat,COGr207," Cuvette",2023,67.09,68.91
"Congo Brazzaville",Africa,COG,Subnat,COGr208," Cuvette Ouest",2023,60.89,62.1
"Congo Brazzaville",Africa,COG,Subnat,COGr201," Kouilou",2023,62.41,63.77
"Congo Brazzaville",Africa,COG,Subnat,COGr203," Lekoumou",2023,62.03,63.35
"Congo Brazzaville",Africa,COG,Subnat,COGr210," Likouala",2023,62.43,63.78
"Congo Brazzaville",Africa,COG,Subnat,COGr202," Niari",2023,66.76,68.55
"Congo Brazzaville",Africa,COG,Subnat,COGr206," Plateaux",2023,67.44,69.29
"Congo Brazzaville",Africa,COG,Subnat,COGr212," Pointe Noire",2023,70.31,72.44
"Congo Brazzaville",Africa,COG,Subnat,COGr205," Pool",2023,61.69,62.98
"Congo Brazzaville",Africa,COG,Subnat,COGr209," Sangha",2023,58.22,59.16
"Congo Democratic Republic",Africa,COD,National,CODt,Total,2023,61.9,64.04
"Congo Democratic Republic",Africa,COD,Subnat,CODr103,Bandundu,2023,63.86,66.22
"Congo Democratic Republic",Africa,COD,Subnat,CODr102,Bas-Congo,2023,61.77,63.9
"Congo Democratic Republic",Africa,COD,Subnat,CODr104,Equateur,2023,62.72,64.96
"Congo Democratic Republic",Africa,COD,Subnat,CODr111,"Kasai Occidental",2023,55.99,57.47
"Congo Democratic Republic",Africa,COD,Subnat,CODr110,"Kasai Oriental",2023,59.71,61.61
"Congo Democratic Republic",Africa,COD,Subnat,CODr109,Katanga,2023,60.99,63.03
"Congo Democratic Republic",Africa,COD,Subnat,CODr101,Kinshasa,2023,61.46,63.56
"Congo Democratic Republic",Africa,COD,Subnat,CODr108,Maniema,2023,60.72,62.73
"Congo Democratic Republic",Africa,COD,Subnat,CODr106,Nord-Kivu,2023,66.54,69.2
"Congo Democratic Republic",Africa,COD,Subnat,CODr105,Orientale,2023,64.23,66.63
"Congo Democratic Republic",Africa,COD,Subnat,CODr107,Sud-Kivu,2023,64.37,66.8
"Costa Rica",America,CRI,National,CRIt,Total,2023,80.8,83.42
"Costa Rica",America,CRI,Subnat,CRIr102,Alajuela,2023,81.44,84.13
"Costa Rica",America,CRI,Subnat,CRIr103,Cartago,2023,81.24,83.9
"Costa Rica",America,CRI,Subnat,CRIr105,Guanacaste,2023,81.56,84.25
"Costa Rica",America,CRI,Subnat,CRIr104,Heredia,2023,78.85,81.28
"Costa Rica",America,CRI,Subnat,CRIr107,Limon,2023,81.37,84.05
"Costa Rica",America,CRI,Subnat,CRIr106,Puntarenas,2023,81.45,84.13
"Costa Rica",America,CRI,Subnat,CRIr101,"San Jose",2023,80.51,83.1
"Cote d'Ivoire",Africa,CIV,National,CIVt,Total,2023,61.94,64.13
"Cote d'Ivoire",Africa,CIV,Subnat,CIVr101,Abidjan,2023,61.9,64.08
"Cote d'Ivoire",Africa,CIV,Subnat,CIVr103,"Bas Sassandra",2023,62.82,65.11
"Cote d'Ivoire",Africa,CIV,Subnat,CIVr104,Comoe,2023,60.89,62.95
"Cote d'Ivoire",Africa,CIV,Subnat,CIVr105,Denguele,2023,60.44,62.45
"Cote d'Ivoire",Africa,CIV,Subnat,CIVr106,Goh-Djiboua,2023,64.16,66.61
"Cote d'Ivoire",Africa,CIV,Subnat,CIVr107,Lacs,2023,56.55,58.1
"Cote d'Ivoire",Africa,CIV,Subnat,CIVr108,Lagunes,2023,58.91,60.74
"Cote d'Ivoire",Africa,CIV,Subnat,CIVr109,Montagnes,2023,63.97,66.39
"Cote d'Ivoire",Africa,CIV,Subnat,CIVr110,Sassandra-Marahoue,2023,62.85,65.15
"Cote d'Ivoire",Africa,CIV,Subnat,CIVr102,Yamoussoukro,2023,66.42,69.14
Croatia,Europe,HRV,National,HRVt,Total,2023,78.58,81.69
Croatia,Europe,HRV,Subnat,HRVr101,"City of Zagreb",2023,79.78,82.41
Croatia,Europe,HRV,Subnat,HRVr107,"County of Bjelovar-Bilogora",2023,76.48,79.53
Croatia,Europe,HRV,Subnat,HRVr110,"County of Brod-Posavina",2023,78.07,81.06
Croatia,Europe,HRV,Subnat,HRVr121,"County of Dubrovnik-Neretva",2023,81.18,84.11
Croatia,Europe,HRV,Subnat,HRVr120,"County of Istria",2023,80.65,83.86
Croatia,Europe,HRV,Subnat,HRVr113,"County of Karlovac",2023,77.89,81.09
Croatia,Europe,HRV,Subnat,HRVr105,"County of Koprivnica-Krizevc",2023,76.43,80.21
Croatia,Europe,HRV,Subnat,HRVr103,"County of Krapina-Zagorje",2023,75.91,80.21
Croatia,Europe,HRV,Subnat,HRVr116,"County of Lika-Senj",2023,79.2,81.01
Croatia,Europe,HRV,Subnat,HRVr106,"County of Medimurje",2023,78.47,81.89
Croatia,Europe,HRV,Subnat,HRVr111,"County of Osijek-Baranja",2023,77.42,80.29
Croatia,Europe,HRV,Subnat,HRVr109,"County of Pozega-Slavonia",2023,77.52,81
Croatia,Europe,HRV,Subnat,HRVr115,"County of Primorje-Gorski Kotar",2023,80.24,82.82
Croatia,Europe,HRV,Subnat,HRVr118,"County of Sibenik-Knin",2023,79.92,82.4
Croatia,Europe,HRV,Subnat,HRVr114,"County of Sisak-Moslavina",2023,76.86,80.13
Croatia,Europe,HRV,Subnat,HRVr119,"County of Split-Dalmatia",2023,80.53,83.16
Croatia,Europe,HRV,Subnat,HRVr104,"County of Varazdin",2023,77.39,81.07
Croatia,Europe,HRV,Subnat,HRVr108,"County of Virovitica-Podravina",2023,75.9,79.71
Croatia,Europe,HRV,Subnat,HRVr112,"County of Vukovar-Srijem",2023,77.92,80.94
Croatia,Europe,HRV,Subnat,HRVr117,"County of Zadar",2023,80.61,83.34
Croatia,Europe,HRV,Subnat,HRVr102,"County of Zagreb",2023,78.73,81.87
Cuba,America,CUB,National,CUBt,Total,2023,78.09,80.52
Cuba,America,CUB,Subnat,CUBr103,"C. Habana",2023,78.09,80.52
Cuba,America,CUB,Subnat,CUBr109,Camaguey,2023,78.09,80.52
Cuba,America,CUB,Subnat,CUBr108,"Ciego de Avila",2023,78.09,80.52
Cuba,America,CUB,Subnat,CUBr106,Cienfuegos,2023,78.09,80.52
Cuba,America,CUB,Subnat,CUBr112,Granma,2023,78.09,80.52
Cuba,America,CUB,Subnat,CUBr114,Guantanamo,2023,78.09,80.52
Cuba,America,CUB,Subnat,CUBr111,Holguin,2023,78.09,80.52
Cuba,America,CUB,Subnat,CUBr115,Isla,2023,78.09,80.52
Cuba,America,CUB,Subnat,CUBr110,"Las Tunas",2023,78.09,80.52
Cuba,America,CUB,Subnat,CUBr104,Matanzas,2023,78.09,80.52
Cuba,America,CUB,Subnat,CUBr101,"Pinar del Rio",2023,78.09,80.52
Cuba,America,CUB,Subnat,CUBr102,"Prov. Habana",2023,78.09,80.52
Cuba,America,CUB,Subnat,CUBr107,S.Spiritus,2023,78.09,80.52
Cuba,America,CUB,Subnat,CUBr113,"Santiago de Cuba",2023,78.09,80.52
Cuba,America,CUB,Subnat,CUBr105,"Villa Clara",2023,78.09,80.52
Cyprus,Europe,CYP,National,CYPt,Total,2023,81.65,83.67
Czechia,Europe,CZE,National,CZEt,Total,2023,79.83,82.64
Czechia,Europe,CZE,Subnat,CZEr106,Jihovychod,2023,80.3,83.2
Czechia,Europe,CZE,Subnat,CZEr103,Jihozapad,2023,80,82.49
Czechia,Europe,CZE,Subnat,CZEr108,Moravskoslezsko,2023,78.28,81.48
Czechia,Europe,CZE,Subnat,CZEr101,Praha,2023,81.51,84.1
Czechia,Europe,CZE,Subnat,CZEr105,Severovychod,2023,80.1,82.79
Czechia,Europe,CZE,Subnat,CZEr104,Severozapad,2023,77.98,80.67
Czechia,Europe,CZE,Subnat,CZEr102,"Stredni Cechy",2023,80.1,82.89
Czechia,Europe,CZE,Subnat,CZEr107,"Stredni Morava",2023,79.79,82.89
Denmark,Europe,DNK,National,DNKt,Total,2023,81.93,83.86
Denmark,Europe,DNK,Subnat,DNKr101,Hovedstaden,2023,82.19,84.05
Denmark,Europe,DNK,Subnat,DNKr104,Midtjylland,2023,82.39,84.35
Denmark,Europe,DNK,Subnat,DNKr105,Nordjylland,2023,81.28,83.04
Denmark,Europe,DNK,Subnat,DNKr102,Sjaelland,2023,81.18,83.24
Denmark,Europe,DNK,Subnat,DNKr103,Syddanmark,2023,81.88,83.84
Djibouti,Africa,DJI,National,DJIt,Total,2023,65.99,68.51
Djibouti,Africa,DJI,Subnat,DJIr101,Djibouti,2023,65.04,67.45
Djibouti,Africa,DJI,Subnat,DJIr102,"Other Districts",2023,71.53,74.68
Dominica,America,DMA,National,DMAt,Total,2023,71.13,74.55
"Dominican Republic",America,DOM,National,DOMt,Total,2023,73.72,76.98
"Dominican Republic",America,DOM,Subnat,DOMr101,"Region 0 (Distrito Nacional, Santo Domingo, Monte Plata)",2023,72.23,75.31
"Dominican Republic",America,DOM,Subnat,DOMr102,"Region I (Peravia, San Cristobal, San Jose de Ocoa, Azua)",2023,75.97,79.49
"Dominican Republic",America,DOM,Subnat,DOMr103,"Region II (Espaillat, Puerto Plata, Santiago)",2023,73.69,76.94
"Dominican Republic",America,DOM,Subnat,DOMr104,"Region III (Duarte, Maria Trinidad Sanchez, Salcedo, Samana)",2023,74.42,77.75
"Dominican Republic",America,DOM,Subnat,DOMr105,"Region IV (Independencia, Bahoruco, Barahona, Pedernales)",2023,75.71,79.2
"Dominican Republic",America,DOM,Subnat,DOMr106,"Region V (El Seibo, La Altagracia, La Romana, San Pedro de Macoris, Hato Mayor)",2023,74.11,77.41
"Dominican Republic",America,DOM,Subnat,DOMr107,"Region VI (San Juan, Elias Pina)",2023,74.13,77.43
"Dominican Republic",America,DOM,Subnat,DOMr108,"Region VII (Dajabon, Monte Cristi, Santiago Rodriguez, Valverde)",2023,74.74,78.12
"Dominican Republic",America,DOM,Subnat,DOMr109,"Region VIII (La Vega, Monsenor Nouel, Sanchez Ramirez)",2023,74.67,78.04
Ecuador,America,ECU,National,ECUt,Total,2023,77.39,80.14
Ecuador,America,ECU,Subnat,ECUr101,Coste,2023,77.39,80.14
Ecuador,America,ECU,Subnat,ECUr103,Oriente,2023,77.39,80.14
Ecuador,America,ECU,Subnat,ECUr102,Sierra,2023,77.39,80.14
Egypt,Africa,EGY,National,EGYt,Total,2023,71.63,73.81
Egypt,Africa,EGY,Subnat,EGYr102,Alexandria,2023,72.14,74.37
Egypt,Africa,EGY,Subnat,EGYr118,Assuit,2023,68.94,70.84
Egypt,Africa,EGY,Subnat,EGYr121,Aswan,2023,71.02,73.13
Egypt,Africa,EGY,Subnat,EGYr112,Behera,2023,73.21,75.55
Egypt,Africa,EGY,Subnat,EGYr115,"Beni Suef",2023,69.9,71.9
Egypt,Africa,EGY,Subnat,EGYr101,Cairo,2023,73.6,75.98
Egypt,Africa,EGY,Subnat,EGYr106,Dakahlia,2023,72.75,75.05
Egypt,Africa,EGY,Subnat,EGYr105,Damietta,2023,73.77,76.16
Egypt,Africa,EGY,Subnat,EGYr116,Fayoum,2023,72.38,74.63
Egypt,Africa,EGY,Subnat,EGYr122,"Frontier governorates (Red Sea, New Valley, Matroh, North Sainai, South Sainai)",2023,72.32,74.56
Egypt,Africa,EGY,Subnat,EGYr110,Gharbia,2023,71.77,73.96
Egypt,Africa,EGY,Subnat,EGYr114,Giza,2023,72.4,74.66
Egypt,Africa,EGY,Subnat,EGYr113,Ismailia,2023,70.6,72.67
Egypt,Africa,EGY,Subnat,EGYr109,"Kafr El-Sheikh",2023,72.74,75.03
Egypt,Africa,EGY,Subnat,EGYr108,Kalyubia,2023,70.5,72.56
Egypt,Africa,EGY,Subnat,EGYr111,Menoufia,2023,73.59,75.97
Egypt,Africa,EGY,Subnat,EGYr117,Menya,2023,70.01,72.01
Egypt,Africa,EGY,Subnat,EGYr103,"Port Said",2023,72.85,75.15
Egypt,Africa,EGY,Subnat,EGYr120,Qena,2023,70.31,72.35
Egypt,Africa,EGY,Subnat,EGYr107,Sharkia,2023,70.94,73.04
Egypt,Africa,EGY,Subnat,EGYr119,Souhag,2023,69.37,71.31
Egypt,Africa,EGY,Subnat,EGYr104,Suez,2023,72.9,75.21
"El Salvador",America,SLV,National,SLVt,Total,2023,72.1,76.26
"El Salvador",America,SLV,Subnat,SLVr102,"Central I",2023,72.5,76.71
"El Salvador",America,SLV,Subnat,SLVr103,"Central II",2023,72.51,76.73
"El Salvador",America,SLV,Subnat,SLVr101,Occidental,2023,71.32,75.39
"El Salvador",America,SLV,Subnat,SLVr104,Oriental,2023,71.83,75.96
"Equatorial Guinea",Africa,GNQ,National,GNQt,Total,2023,63.71,65.66
"Equatorial Guinea",Africa,GNQ,Subnat,GNQr101,"Annobon, Bioko",2023,63.64,65.59
"Equatorial Guinea",Africa,GNQ,Subnat,GNQr102,"Centro Sur",2023,64.32,66.34
"Equatorial Guinea",Africa,GNQ,Subnat,GNQr103,"Kie Ntem",2023,63.17,65.06
"Equatorial Guinea",Africa,GNQ,Subnat,GNQr104,Litoral,2023,66.09,68.32
"Equatorial Guinea",Africa,GNQ,Subnat,GNQr105,"Wele Nzas",2023,60.97,62.61
Eritrea,Africa,ERI,National,ERIt,Total,2023,68.62,70.66
Eritrea,Africa,ERI,Subnat,ERIr104,Anseba,2023,73.09,75.58
Eritrea,Africa,ERI,Subnat,ERIr106,Debub,2023,68.16,70.15
Eritrea,Africa,ERI,Subnat,ERIr101,"Debubawi Keih Bahri",2023,61.2,62.47
Eritrea,Africa,ERI,Subnat,ERIr105,Gash-Barka,2023,66.81,68.65
Eritrea,Africa,ERI,Subnat,ERIr102,Maekel,2023,74.95,77.64
Eritrea,Africa,ERI,Subnat,ERIr103,"Semenawi Keih Bahri",2023,63.82,65.36
Estonia,Europe,EST,National,ESTt,Total,2023,79.15,83.04
Estonia,Europe,EST,Subnat,ESTr103,Kesk-Eesti,2023,78.31,81.88
Estonia,Europe,EST,Subnat,ESTr104,Kirde-Eesti,2023,75.9,82.2
Estonia,Europe,EST,Subnat,ESTr102,Laane-Eesti,2023,79.28,83.5
Estonia,Europe,EST,Subnat,ESTr105,Louna-Eesti,2023,79.2,83.07
Estonia,Europe,EST,Subnat,ESTr101,Pohja-Eesti,2023,80.11,83.59
Eswatini,Africa,SWZ,National,SWZt,Total,2023,64.12,66.95
Eswatini,Africa,SWZ,Subnat,SWZr101,Hhohho,2023,66.57,69.68
Eswatini,Africa,SWZ,Subnat,SWZr104,Lubombo,2023,65.9,68.93
Eswatini,Africa,SWZ,Subnat,SWZr102,Manzini,2023,61.31,63.81
Eswatini,Africa,SWZ,Subnat,SWZr103,Shiselweni,2023,63.4,66.14
Ethiopia,Africa,ETH,National,ETHt,Total,2023,67.32,70.73
Ethiopia,Africa,ETH,Subnat,ETHr110,Addis,2023,73.28,77.44
Ethiopia,Africa,ETH,Subnat,ETHr102,Affar,2023,68.61,72.18
Ethiopia,Africa,ETH,Subnat,ETHr103,Amhara,2023,67.15,70.54
Ethiopia,Africa,ETH,Subnat,ETHr106,Ben-Gumz,2023,64.57,67.64
Ethiopia,Africa,ETH,Subnat,ETHr111,"Dire Dawa",2023,65.83,69.05
Ethiopia,Africa,ETH,Subnat,ETHr108,Gambela,2023,64.97,68.09
Ethiopia,Africa,ETH,Subnat,ETHr109,Harari,2023,67.73,71.19
Ethiopia,Africa,ETH,Subnat,ETHr104,Oromiya,2023,66.76,70.1
Ethiopia,Africa,ETH,Subnat,ETHr107,SNNP,2023,68.83,72.43
Ethiopia,Africa,ETH,Subnat,ETHr105,Somali,2023,63.29,66.2
Ethiopia,Africa,ETH,Subnat,ETHr101,Tigray,2023,70.63,74.46
Fiji,Asia/Pacific,FJI,National,FJIt,Total,2023,67.32,69.36
Fiji,Asia/Pacific,FJI,Subnat,FJIr108,Ba,2023,67.56,69.62
Fiji,Asia/Pacific,FJI,Subnat,FJIr106,"Cakaudrove, Bua",2023,67.32,69.36
Fiji,Asia/Pacific,FJI,Subnat,FJIr105,"Kadavu, Lau, Lomaiviti, Rotuma",2023,67.32,69.36
Fiji,Asia/Pacific,FJI,Subnat,FJIr107,Macuata,2023,67.32,69.36
Fiji,Asia/Pacific,FJI,Subnat,FJIr109,"Nadroga or Navosa",2023,67.32,69.36
Fiji,Asia/Pacific,FJI,Subnat,FJIr101,Naitasiri,2023,66.87,68.87
Fiji,Asia/Pacific,FJI,Subnat,FJIr110,Ra,2023,67.32,69.36
Fiji,Asia/Pacific,FJI,Subnat,FJIr102,Rewa,2023,68.79,70.97
Fiji,Asia/Pacific,FJI,Subnat,FJIr103,"Serua, Namosi",2023,67.32,69.36
Fiji,Asia/Pacific,FJI,Subnat,FJIr104,Tailevu,2023,67.32,69.36
Finland,Europe,FIN,National,FINt,Total,2023,81.91,84.67
Finland,Europe,FIN,Subnat,FINr105,Aland,2023,83.8,85.88
Finland,Europe,FIN,Subnat,FINr103,Etela-Suomi,2023,81.88,84.77
Finland,Europe,FIN,Subnat,FINr102,Helsinki-Uusimaa,2023,82.39,84.87
Finland,Europe,FIN,Subnat,FINr101,Lansi-Suomi,2023,81.88,84.67
Finland,Europe,FIN,Subnat,FINr104,"Pohjois-ja Ita-Suomi",2023,81.28,84.26
France,Europe,FRA,National,FRAt,Total,2023,83.33,86.09
France,Europe,FRA,Subnat,FRAr110,Alsace,2023,83.19,85.61
France,Europe,FRA,Subnat,FRAr115,Aquitaine,2023,83.49,86.02
France,Europe,FRA,Subnat,FRAr119,Auvergne,2023,82.89,85.82
France,Europe,FRA,Subnat,FRAr106,Basse-Normandie,2023,82.18,85.41
France,Europe,FRA,Subnat,FRAr107,Bourgogne,2023,82.58,85.61
France,Europe,FRA,Subnat,FRAr113,Bretagne,2023,82.79,85.92
France,Europe,FRA,Subnat,FRAr105,Centre,2023,82.79,85.71
France,Europe,FRA,Subnat,FRAr102,Champagne-Ardenne,2023,82.28,85.41
France,Europe,FRA,Subnat,FRAr122,Corse,2023,83.8,86.32
France,Europe,FRA,Subnat,FRAr111,Franche-Comte,2023,82.99,85.82
France,Europe,FRA,Subnat,FRAr127,"French Guyana",2023,79.45,82.79
France,Europe,FRA,Subnat,FRAr125,Guadeloupe,2023,81.07,84.81
France,Europe,FRA,Subnat,FRAr104,Haute-Normandie,2023,81.88,84.81
France,Europe,FRA,Subnat,FRAr101,"Ile de France",2023,85.01,87.43
France,Europe,FRA,Subnat,FRAr120,Languedoc-Roussillon,2023,82.99,85.82
France,Europe,FRA,Subnat,FRAr117,Limousin,2023,82.89,85.82
France,Europe,FRA,Subnat,FRAr109,Lorraine,2023,82.08,84.81
France,Europe,FRA,Subnat,FRAr126,Martinique,2023,80.86,83.59
France,Europe,FRA,Subnat,FRAr129,Mayotte,2023,75.1,75.11
France,Europe,FRA,Subnat,FRAr116,Midi-Pyrenees,2023,83.9,86.52
France,Europe,FRA,Subnat,FRAr108,Nord,2023,81.37,84.6
France,Europe,FRA,Subnat,FRAr112,"Pays de la Loire",2023,83.59,86.52
France,Europe,FRA,Subnat,FRAr103,Picardie,2023,81.77,84.71
France,Europe,FRA,Subnat,FRAr114,Poitou-Charentes,2023,82.79,86.02
France,Europe,FRA,Subnat,FRAr121,"Provence-Alpes-Cote dAzur",2023,83.7,86.32
France,Europe,FRA,Subnat,FRAr128,Reunion,2023,80.86,83.9
France,Europe,FRA,Subnat,FRAr118,Rhone-Alpes,2023,84.6,87.23
Gabon,Africa,GAB,National,GABt,Total,2023,68.34,71.05
Gabon,Africa,GAB,Subnat,GABr101,Estuaire,2023,67.78,70.43
Gabon,Africa,GAB,Subnat,GABr102,"Haut Ogooue",2023,67.94,70.61
Gabon,Africa,GAB,Subnat,GABr110,"Libreville-Port Gentil",2023,69.49,72.33
Gabon,Africa,GAB,Subnat,GABr103,"Moyen Ogooue",2023,69.2,72.01
Gabon,Africa,GAB,Subnat,GABr104,Ngounie,2023,67.17,69.75
Gabon,Africa,GAB,Subnat,GABr105,Nyanga,2023,67.37,69.98
Gabon,Africa,GAB,Subnat,GABr106,"Ogooue Ivindo",2023,63.21,65.34
Gabon,Africa,GAB,Subnat,GABr107,"Ogooue Lolo",2023,66.61,69.12
Gabon,Africa,GAB,Subnat,GABr108,"Ogooue Maritime",2023,70.14,73.06
Gabon,Africa,GAB,Subnat,GABr109,"Woleu Ntem",2023,65.01,67.34
Gambia,Africa,GMB,National,GMBt,Total,2023,65.86,67.53
Gambia,Africa,GMB,Subnat,GMBr101,Banjul,2023,65.93,67.61
Gambia,Africa,GMB,Subnat,GMBr108,Basse,2023,66.48,68.22
Gambia,Africa,GMB,Subnat,GMBr103,Brikama,2023,66.34,68.06
Gambia,Africa,GMB,Subnat,GMBr107,Janjabureh,2023,65.09,66.68
Gambia,Africa,GMB,Subnat,GMBr102,Kanifing,2023,66.14,67.84
Gambia,Africa,GMB,Subnat,GMBr105,Kerewan,2023,65.67,67.32
Gambia,Africa,GMB,Subnat,GMBr106,Kuntaur,2023,63.65,65.09
Gambia,Africa,GMB,Subnat,GMBr104,Mansakonko,2023,63.63,65.07
Georgia,Asia/Pacific,GEO,National,GEOt,Total,2023,74.5,79.11
Georgia,Asia/Pacific,GEO,Subnat,GEOr102,Ajaria,2023,73.89,78.43
Georgia,Asia/Pacific,GEO,Subnat,GEOr103,Guria,2023,73.67,78.18
Georgia,Asia/Pacific,GEO,Subnat,GEOr104,"Imereti Racha-Lochkhumi Kvemo Svaneti",2023,75.2,79.9
Georgia,Asia/Pacific,GEO,Subnat,GEOr105,Kakheti,2023,72.44,76.79
Georgia,Asia/Pacific,GEO,Subnat,GEOr106,"Kvemo Kartli",2023,75.24,79.95
Georgia,Asia/Pacific,GEO,Subnat,GEOr107,Mtskheta-Mtianeti,2023,74.5,79.11
Georgia,Asia/Pacific,GEO,Subnat,GEOr108,"Samegrelo-Zemo Svateni",2023,73.61,78.12
Georgia,Asia/Pacific,GEO,Subnat,GEOr109,Samtskhe-Javakheti,2023,75.06,79.74
Georgia,Asia/Pacific,GEO,Subnat,GEOr110,"Shida Kartli",2023,75.5,80.23
Georgia,Asia/Pacific,GEO,Subnat,GEOr111,Tbilisi,2023,74.63,79.26
Germany,Europe,DEU,National,DEUt,Total,2023,81.38,83.76
Germany,Europe,DEU,Subnat,DEUr101,Baden-Wurttemberg,2023,82.59,84.69
Germany,Europe,DEU,Subnat,DEUr102,Bayern,2023,82.09,84.35
Germany,Europe,DEU,Subnat,DEUr103,Berlin,2023,81.57,84.11
Germany,Europe,DEU,Subnat,DEUr104,Brandenburg,2023,80.96,83.91
Germany,Europe,DEU,Subnat,DEUr105,Bremen,2023,79.85,82.49
Germany,Europe,DEU,Subnat,DEUr106,Hamburg,2023,81.47,83.81
Germany,Europe,DEU,Subnat,DEUr107,Hessen,2023,81.63,83.79
Germany,Europe,DEU,Subnat,DEUr108,Mecklenburg-Vorpommern,2023,80.26,83.4
Germany,Europe,DEU,Subnat,DEUr109,Niedersachsen,2023,80.83,83.28
Germany,Europe,DEU,Subnat,DEUr110,Nordrhein-Westfalen,2023,80.9,83.13
Germany,Europe,DEU,Subnat,DEUr111,Rheinland-Pfalz,2023,81.26,83.46
Germany,Europe,DEU,Subnat,DEUr112,Saarland,2023,79.85,82.49
Germany,Europe,DEU,Subnat,DEUr113,Sachsen,2023,81.52,84.59
Germany,Europe,DEU,Subnat,DEUr114,Sachsen-Anhalt,2023,79.45,82.8
Germany,Europe,DEU,Subnat,DEUr115,Schleswig-Holstein,2023,81.06,83.2
Germany,Europe,DEU,Subnat,DEUr116,Thuringen,2023,80.46,83.3
Ghana,Africa,GHA,National,GHAt,Total,2023,65.5,67.94
Ghana,Africa,GHA,Subnat,GHAr106,Ashanti,2023,65.25,67.67
