Country,Continent,ISO_Code,Level,GDLCODE,Region,Year,shdi,healthindex,edindex,incindex
Afghanistan,Asia/Pacific,AFG,National,AFGt,Total,2023,0.496,0.708,0.384,0.45
Afghanistan,Asia/Pacific,AFG,Subnat,AFGr101,"Central (Kabul Wardak Kapisa Logar Parwan Panjsher)",2023,0.568,0.735,0.516,0.482
Afghanistan,Asia/Pacific,AFG,Subnat,AFGr102,"Central Highlands (Bamyan Daikundi)",2023,0.495,0.714,0.416,0.409
Afghanistan,Asia/Pacific,AFG,Subnat,AFGr103,"East (Nangarhar Kunar Laghman Nooristan)",2023,0.477,0.701,0.381,0.407
Afghanistan,Asia/Pacific,AFG,Subnat,AFGr104,"North (Samangan Sar-e-Pul Balkh Jawzjan Faryab)",2023,0.517,0.692,0.42,0.475
Afghanistan,Asia/Pacific,AFG,Subnat,AFGr105,"North East (Baghlan Takhar Badakhshan Kunduz)",2023,0.464,0.687,0.338,0.428
Afghanistan,Asia/Pacific,AFG,Subnat,AFGr106,"South (Uruzgan Helmand Zabul Nimroz Kandahar)",2023,0.423,0.706,0.241,0.446
Afghanistan,Asia/Pacific,AFG,Subnat,AFGr107,"South East (Ghazni Paktya Paktika Khost)",2023,0.495,0.743,0.373,0.438
Afghanistan,Asia/Pacific,AFG,Subnat,AFGr108,"West (Ghor Herat Badghis Farah)",2023,0.466,0.7,0.332,0.436
Albania,Europe,ALB,National,ALBt,Total,2023,0.81,0.917,0.742,0.781
Albania,Europe,ALB,Subnat,ALBr201," Berat",2023,0.797,0.917,0.712,0.776
Albania,Europe,ALB,Subnat,ALBr202," Diber",2023,0.769,0.917,0.637,0.778
Albania,Europe,ALB,Subnat,ALBr203," Durres",2023,0.817,0.917,0.743,0.8
Albania,Europe,ALB,Subnat,ALBr204," Elbasan",2023,0.8,0.917,0.718,0.776
Albania,Europe,ALB,Subnat,ALBr205," Fier",2023,0.783,0.917,0.694,0.754
Albania,Europe,ALB,Subnat,ALBr206," Gjirokaster",2023,0.81,0.917,0.735,0.788
Albania,Europe,ALB,Subnat,ALBr207," Korce",2023,0.806,0.917,0.725,0.786
Albania,Europe,ALB,Subnat,ALBr208," Kukes",2023,0.765,0.917,0.62,0.786
Albania,Europe,ALB,Subnat,ALBr209," Lezhe",2023,0.784,0.917,0.682,0.771
Albania,Europe,ALB,Subnat,ALBr210," Shkoder",2023,0.799,0.917,0.699,0.796
Albania,Europe,ALB,Subnat,ALBr211," Tirana",2023,0.836,0.917,0.814,0.783
Albania,Europe,ALB,Subnat,ALBr212," Vlore",2023,0.818,0.917,0.761,0.784
Algeria,Africa,DZA,National,DZAt,Total,2023,0.763,0.866,0.678,0.758
Algeria,Africa,DZA,Subnat,DZAr104,"Hauts Plateaux Centre (Djelfa, Laghouat, MSila)",2023,0.74,0.859,0.621,0.759
Algeria,Africa,DZA,Subnat,DZAr105,"Hauts Plateaux Est (Setif, Batna, Khenchela, Bordj Bou Arreridj, Oum El Bouaghi, Tebessa)",2023,0.753,0.86,0.662,0.75
Algeria,Africa,DZA,Subnat,DZAr106,"Hauts Plateaux Ouest (Tiaret, Saida, Tissemsilt, Naama, El Bayadh)",2023,0.748,0.869,0.636,0.755
Algeria,Africa,DZA,Subnat,DZAr101,"Nord Centre (Alger, Blida, Boumerdes, Tipaza, Bouira, Medea, Tizi-Ouzou, Bejaia, Chlef, Ain Defla)",2023,0.784,0.879,0.716,0.766
Algeria,Africa,DZA,Subnat,DZAr102,"Nord Est (Annaba, Constantine, Skikda, Jijel, Mila, Souk Ahras, El Tarf, Guelma)",2023,0.76,0.83,0.703,0.753
Algeria,Africa,DZA,Subnat,DZAr103,"Nord Ouest (Oran, Tlemcen, Mostaganem, Ain Temouchent, Relizane, Sidi Bel Abbes, Mascara)",2023,0.754,0.883,0.643,0.754
Algeria,Africa,DZA,Subnat,DZAr107,"Sud (Bechar, Tindouf, Adrar, Ghardaia, Biskra, El Oued, Ouargla, Tamanrasset,Illizi)",2023,0.755,0.853,0.666,0.758
Andorra,Europe,AND,National,ANDt,Total,2023,0.913,0.985,0.791,0.978
Angola,Africa,AGO,National,AGOt,Total,2023,0.616,0.686,0.537,0.634
Angola,Africa,AGO,Subnat,AGOr218," Bengo",2023,0.603,0.79,0.467,0.596
Angola,Africa,AGO,Subnat,AGOr209," Benguela",2023,0.562,0.586,0.503,0.604
Angola,Africa,AGO,Subnat,AGOr211," Bie",2023,0.526,0.686,0.404,0.527
Angola,Africa,AGO,Subnat,AGOr201," Cabinda",2023,0.711,0.76,0.674,0.702
Angola,Africa,AGO,Subnat,AGOr216," Cunene",2023,0.544,0.701,0.425,0.541
Angola,Africa,AGO,Subnat,AGOr210," Huambo",2023,0.564,0.659,0.468,0.58
Angola,Africa,AGO,Subnat,AGOr215," Huila",2023,0.546,0.624,0.46,0.566
Angola,Africa,AGO,Subnat,AGOr213," Kuando Kubango",2023,0.532,0.7,0.387,0.556
Angola,Africa,AGO,Subnat,AGOr205," Kuanza Norte",2023,0.57,0.671,0.478,0.578
Angola,Africa,AGO,Subnat,AGOr206," Kuanza Sul",2023,0.478,0.6,0.34,0.537
Angola,Africa,AGO,Subnat,AGOr204," Luanda",2023,0.733,0.75,0.681,0.773
Angola,Africa,AGO,Subnat,AGOr208," Lunda Norte",2023,0.547,0.722,0.4,0.566
Angola,Africa,AGO,Subnat,AGOr217," Lunda Sul",2023,0.607,0.755,0.502,0.59
Angola,Africa,AGO,Subnat,AGOr207," Malange",2023,0.593,0.732,0.477,0.597
Angola,Africa,AGO,Subnat,AGOr212," Moxico",2023,0.534,0.686,0.407,0.544
Angola,Africa,AGO,Subnat,AGOr214," Namibe",2023,0.613,0.666,0.558,0.621
Angola,Africa,AGO,Subnat,AGOr203," Uige",2023,0.569,0.699,0.487,0.54
Angola,Africa,AGO,Subnat,AGOr202," Zaire",2023,0.645,0.737,0.578,0.63
"Antigua and Barbuda",America,ATG,National,ATGt,Total,2023,0.851,0.886,0.819,0.848
"Argentina urban",America,ARG,National,ARGt,Total,2023,0.865,0.883,0.873,0.839
"Argentina urban",America,ARG,Subnat,ARGr104,Cuyo,2023,0.865,0.883,0.868,0.844
"Argentina urban",America,ARG,Subnat,ARGr101,"Gran Buenos Aires",2023,0.866,0.883,0.88,0.837
"Argentina urban",America,ARG,Subnat,ARGr103,NEA,2023,0.852,0.883,0.843,0.832
"Argentina urban",America,ARG,Subnat,ARGr102,NOA,2023,0.867,0.883,0.876,0.841
"Argentina urban",America,ARG,Subnat,ARGr105,Pampeana,2023,0.865,0.883,0.872,0.841
"Argentina urban",America,ARG,Subnat,ARGr106,Patagonia,2023,0.864,0.883,0.86,0.85
Armenia,Asia/Pacific,ARM,National,ARMt,Total,2023,0.811,0.857,0.778,0.802
Armenia,Asia/Pacific,ARM,Subnat,ARMr101,Aragatsotn,2023,0.795,0.857,0.747,0.785
Armenia,Asia/Pacific,ARM,Subnat,ARMr102,Ararat,2023,0.789,0.857,0.721,0.794
Armenia,Asia/Pacific,ARM,Subnat,ARMr103,Armavir,2023,0.779,0.857,0.713,0.775
Armenia,Asia/Pacific,ARM,Subnat,ARMr104,Gegharkunik,2023,0.773,0.857,0.702,0.769
Armenia,Asia/Pacific,ARM,Subnat,ARMr106,Kotayk,2023,0.818,0.857,0.781,0.817
Armenia,Asia/Pacific,ARM,Subnat,ARMr105,Lori,2023,0.79,0.857,0.74,0.779
Armenia,Asia/Pacific,ARM,Subnat,ARMr107,Shirak,2023,0.808,0.857,0.77,0.799
Armenia,Asia/Pacific,ARM,Subnat,ARMr108,Syunik,2023,0.805,0.857,0.76,0.8
Armenia,Asia/Pacific,ARM,Subnat,ARMr110,Tavush,2023,0.798,0.857,0.746,0.796
Armenia,Asia/Pacific,ARM,Subnat,ARMr109,"Vayots Dzor",2023,0.807,0.857,0.768,0.8
Armenia,Asia/Pacific,ARM,Subnat,ARMr111,Yerevan,2023,0.847,0.857,0.86,0.825
Australia,Asia/Pacific,AUS,National,AUSt,Total,2023,0.958,0.983,0.929,0.962
Australia,Asia/Pacific,AUS,Subnat,AUSr108,"Australian Capital Territory",2023,0.988,1,0.965,0.999
Australia,Asia/Pacific,AUS,Subnat,AUSr101,"New South Wales",2023,0.958,0.985,0.932,0.959
Australia,Asia/Pacific,AUS,Subnat,AUSr107,"Northern Territory",2023,0.944,0.911,0.925,0.999
Australia,Asia/Pacific,AUS,Subnat,AUSr103,Queensland,2023,0.947,0.977,0.922,0.942
Australia,Asia/Pacific,AUS,Subnat,AUSr104,"South Australia",2023,0.944,0.98,0.921,0.932
Australia,Asia/Pacific,AUS,Subnat,AUSr106,Tasmania,2023,0.935,0.968,0.91,0.928
Australia,Asia/Pacific,AUS,Subnat,AUSr102,Victoria,2023,0.954,0.99,0.932,0.942
Australia,Asia/Pacific,AUS,Subnat,AUSr105,"Western Australia",2023,0.973,0.991,0.928,1
Austria,Europe,AUT,National,AUTt,Total,2023,0.93,0.953,0.864,0.975
Austria,Europe,AUT,Subnat,AUTr101,Burgenland,2023,0.894,0.954,0.813,0.921
Austria,Europe,AUT,Subnat,AUTr104,Karnten,2023,0.916,0.954,0.843,0.956
Austria,Europe,AUT,Subnat,AUTr102,Niederosterreich,2023,0.896,0.949,0.799,0.95
Austria,Europe,AUT,Subnat,AUTr106,Oberosterreich,2023,0.921,0.96,0.83,0.979
Austria,Europe,AUT,Subnat,AUTr107,Salzburg,2023,0.948,0.968,0.88,1
Austria,Europe,AUT,Subnat,AUTr105,Steiermark,2023,0.926,0.955,0.867,0.959
Austria,Europe,AUT,Subnat,AUTr108,Tirol,2023,0.941,0.971,0.877,0.98
Austria,Europe,AUT,Subnat,AUTr109,Vorarlberg,2023,0.92,0.966,0.806,1
Austria,Europe,AUT,Subnat,AUTr103,Wien,2023,0.952,0.937,0.927,0.996
Azerbaijan,Europe,AZE,National,AZEt,Total,2023,0.789,0.837,0.728,0.805
Azerbaijan,Europe,AZE,Subnat,AZEr102,Absheron,2023,0.807,0.849,0.745,0.829
Azerbaijan,Europe,AZE,Subnat,AZEr107,Aran,2023,0.765,0.836,0.687,0.78
Azerbaijan,Europe,AZE,Subnat,AZEr101,Baku,2023,0.822,0.859,0.77,0.841
Azerbaijan,Europe,AZE,Subnat,AZEr109,"Dakhlik Shirvan",2023,0.761,0.837,0.675,0.779
Azerbaijan,Europe,AZE,Subnat,AZEr103,"Ganja Gazakh",2023,0.783,0.826,0.741,0.783
Azerbaijan,Europe,AZE,Subnat,AZEr106,"Guba Khachmaz",2023,0.759,0.8,0.684,0.799
Azerbaijan,Europe,AZE,Subnat,AZEr105,Lankaran,2023,0.756,0.825,0.676,0.774
Azerbaijan,Europe,AZE,Subnat,AZEr110,Nakhchivan,2023,0.779,0.839,0.715,0.789
Azerbaijan,Europe,AZE,Subnat,AZEr104,"Shaki Zaqatala",2023,0.783,0.835,0.726,0.792
Azerbaijan,Europe,AZE,Subnat,AZEr108,"Yukhari Karabakh",2023,0.748,0.822,0.666,0.764
"Bahamas, The",America,BHS,National,BHSt,Total,2023,0.82,0.839,0.757,0.866
Bahrain,Asia/Pacific,BHR,National,BHRt,Total,2023,0.899,0.943,0.813,0.947
Bangladesh,Asia/Pacific,BGD,National,BGDt,Total,2023,0.685,0.841,0.568,0.671
Bangladesh,Asia/Pacific,BGD,Subnat,BGDr214," Bagerhat, Khulna, Satkhira",2023,0.718,0.87,0.635,0.67
Bangladesh,Asia/Pacific,BGD,Subnat,BGDr204," Bandarban, Cox s Bazar",2023,0.614,0.853,0.44,0.615
Bangladesh,Asia/Pacific,BGD,Subnat,BGDr202," Barguna, Bhola, Patuakhali",2023,0.676,0.82,0.588,0.642
Bangladesh,Asia/Pacific,BGD,Subnat,BGDr201," Barisal, Jhalokati, Pirojpur",2023,0.702,0.845,0.623,0.658
Bangladesh,Asia/Pacific,BGD,Subnat,BGDr219," Bogra, Gaibandha, Jaypurhat",2023,0.674,0.837,0.56,0.654
Bangladesh,Asia/Pacific,BGD,Subnat,BGDr207," Brahmanbaria, Chandpur, Comilla",2023,0.672,0.854,0.52,0.683
Bangladesh,Asia/Pacific,BGD,Subnat,BGDr203," Chittagong",2023,0.695,0.847,0.569,0.697
Bangladesh,Asia/Pacific,BGD,Subnat,BGDr216," Chuadanga, Jhenaidah, Kushtia, Meherpur",2023,0.694,0.84,0.586,0.68
Bangladesh,Asia/Pacific,BGD,Subnat,BGDr208," Dhaka",2023,0.741,0.86,0.628,0.754
Bangladesh,Asia/Pacific,BGD,Subnat,BGDr220," Dinajpur, Nilphamari, Panchagarh, Thakurgaon",2023,0.671,0.834,0.567,0.637
Bangladesh,Asia/Pacific,BGD,Subnat,BGDr212," Faridpur, Manikganj, Rajbari",2023,0.678,0.806,0.573,0.675
Bangladesh,Asia/Pacific,BGD,Subnat,BGDr206," Feni, Lakshmipur, Noakhali",2023,0.661,0.841,0.526,0.654
Bangladesh,Asia/Pacific,BGD,Subnat,BGDr209," Gazipur, Narayanganj, Narsingdi",2023,0.701,0.838,0.578,0.71
Bangladesh,Asia/Pacific,BGD,Subnat,BGDr213," Gopalganj, Madaripur, Munshiganj, Shariatpur",2023,0.685,0.868,0.547,0.678
Bangladesh,Asia/Pacific,BGD,Subnat,BGDr223," Habiganj, Sunamganj",2023,0.644,0.808,0.52,0.635
Bangladesh,Asia/Pacific,BGD,Subnat,BGDr210," Jamalpur, Sherpur, Tangail",2023,0.677,0.85,0.556,0.655
Bangladesh,Asia/Pacific,BGD,Subnat,BGDr215," Jessore, Magura, Narail",2023,0.703,0.863,0.599,0.672
Bangladesh,Asia/Pacific,BGD,Subnat,BGDr205," Khagrachhari, Rangamati (Chattagram)",2023,0.63,0.836,0.486,0.616
Bangladesh,Asia/Pacific,BGD,Subnat,BGDr211," Kishoreganj, Mymensingh, Netrakona",2023,0.661,0.824,0.546,0.641
Bangladesh,Asia/Pacific,BGD,Subnat,BGDr221," Kurigram, Lalmonirhat, Rangpur",2023,0.673,0.835,0.577,0.632
Bangladesh,Asia/Pacific,BGD,Subnat,BGDr222," Maulvibazar, Sylhet",2023,0.65,0.782,0.529,0.664
Bangladesh,Asia/Pacific,BGD,Subnat,BGDr217," Naogaon, Nawabganj, Rajshahi",2023,0.7,0.872,0.591,0.666
Bangladesh,Asia/Pacific,BGD,Subnat,BGDr218," Natore, Pabna, Sirajganj",2023,0.696,0.853,0.59,0.67
Barbados,America,BRB,National,BRBt,Total,2023,0.811,0.864,0.793,0.779
Barbados,America,BRB,Subnat,BRBr102,"Christ Church and St. Philip",2023,0.818,0.864,0.805,0.786
Barbados,America,BRB,Subnat,BRBr101,"St Michael",2023,0.804,0.864,0.778,0.771
Barbados,America,BRB,Subnat,BRBr103,"St. James, St. George, and St. Thomas",2023,0.824,0.864,0.823,0.786
Barbados,America,BRB,Subnat,BRBr104,"St. Lucy, St. Peter, St. Andrew, St. Joseph, and St. John",2023,0.803,0.864,0.776,0.773
Belarus,Europe,BLR,National,BLRt,Total,2023,0.824,0.837,0.792,0.844
Belarus,Europe,BLR,Subnat,BLRr101,"Brest region",2023,0.816,0.837,0.78,0.831
Belarus,Europe,BLR,Subnat,BLRr103,"Gomel region",2023,0.824,0.837,0.793,0.843
Belarus,Europe,BLR,Subnat,BLRr104,"Grodno region",2023,0.821,0.837,0.775,0.854
Belarus,Europe,BLR,Subnat,BLRr105,"Minsk region",2023,0.835,0.837,0.813,0.854
Belarus,Europe,BLR,Subnat,BLRr106,"Mogilev region",2023,0.814,0.837,0.771,0.834
Belarus,Europe,BLR,Subnat,BLRr102,"Vitebsk region",2023,0.816,0.837,0.777,0.836
Belgium,Europe,BEL,National,BELt,Total,2023,0.951,0.956,0.923,0.975
Belgium,Europe,BEL,Subnat,BELr101,"Bruxelles - Brussel",2023,0.961,0.952,0.931,1
Belgium,Europe,BEL,Subnat,BELr102,"Prov. Antwerpen",2023,0.966,0.971,0.929,1
Belgium,Europe,BEL,Subnat,BELr107,"Prov. Brabant Wallon",2023,0.957,0.971,0.903,1
Belgium,Europe,BEL,Subnat,BELr108,"Prov. Hainaut",2023,0.903,0.915,0.895,0.9
Belgium,Europe,BEL,Subnat,BELr109,"Prov. Liege",2023,0.916,0.928,0.897,0.923
Belgium,Europe,BEL,Subnat,BELr103,"Prov. Limburg",2023,0.946,0.971,0.924,0.943
Belgium,Europe,BEL,Subnat,BELr110,"Prov. Luxembourg",2023,0.911,0.931,0.906,0.896
Belgium,Europe,BEL,Subnat,BELr111,"Prov. Namur",2023,0.92,0.932,0.919,0.911
Belgium,Europe,BEL,Subnat,BELr104,"Prov. Oost-Vlaanderen",2023,0.955,0.968,0.933,0.965
Belgium,Europe,BEL,Subnat,BELr105,"Prov. Vlaams-Brabant",2023,0.957,0.977,0.903,0.995
Belgium,Europe,BEL,Subnat,BELr106,"Prov. West-Vlaanderen",2023,0.948,0.969,0.907,0.97
Belize,America,BLZ,National,BLZt,Total,2023,0.721,0.824,0.625,0.727
Belize,America,BLZ,Subnat,BLZr102,Belize,2023,0.753,0.789,0.717,0.755
Belize,America,BLZ,Subnat,BLZr103,Cayo,2023,0.647,0.806,0.533,0.631
Belize,America,BLZ,Subnat,BLZr101,"Corozal, Orange Walk",2023,0.692,0.835,0.553,0.718
Belize,America,BLZ,Subnat,BLZr104,"Stann Creek, Toledo",2023,0.731,0.847,0.627,0.735
Benin,Africa,BEN,National,BENt,Total,2023,0.515,0.627,0.397,0.55
Benin,Africa,BEN,Subnat,BENr101,"Atacora (incl Donga)",2023,0.469,0.633,0.302,0.54
Benin,Africa,BEN,Subnat,BENr102,"Atlantique (incl Littoral (Cotonou))",2023,0.573,0.618,0.507,0.6
Benin,Africa,BEN,Subnat,BENr103,"Borgou (incl Alibori)",2023,0.455,0.645,0.275,0.532
Benin,Africa,BEN,Subnat,BENr104,"Mono (incl Couffo)",2023,0.499,0.596,0.409,0.509
Benin,Africa,BEN,Subnat,BENr105,"Queme (incl Plateau)",2023,0.533,0.641,0.432,0.546
Benin,Africa,BEN,Subnat,BENr106,"Zou (incl Collines)",2023,0.518,0.623,0.411,0.542
Bhutan,Asia/Pacific,BTN,National,BTNt,Total,2023,0.698,0.815,0.56,0.745
Bhutan,Asia/Pacific,BTN,Subnat,BTNr101,Bumthang,2023,0.704,0.802,0.569,0.764
Bhutan,Asia/Pacific,BTN,Subnat,BTNr102,Chukha,2023,0.737,0.77,0.671,0.776
Bhutan,Asia/Pacific,BTN,Subnat,BTNr103,Dagana,2023,0.642,0.844,0.477,0.658
Bhutan,Asia/Pacific,BTN,Subnat,BTNr104,Gasa,2023,0.576,0.715,0.408,0.655
Bhutan,Asia/Pacific,BTN,Subnat,BTNr105,Haa,2023,0.742,0.907,0.574,0.786
Bhutan,Asia/Pacific,BTN,Subnat,BTNr106,Lhuntse,2023,0.632,0.893,0.416,0.679
Bhutan,Asia/Pacific,BTN,Subnat,BTNr107,Mongar,2023,0.638,0.784,0.468,0.706
Bhutan,Asia/Pacific,BTN,Subnat,BTNr108,Paro,2023,0.767,0.907,0.61,0.815
Bhutan,Asia/Pacific,BTN,Subnat,BTNr109,Pemagatshel,2023,0.64,0.786,0.489,0.682
Bhutan,Asia/Pacific,BTN,Subnat,BTNr110,Punakha,2023,0.697,0.821,0.54,0.765
Bhutan,Asia/Pacific,BTN,Subnat,BTNr111,"Samdrup jongkhar",2023,0.651,0.756,0.508,0.719
Bhutan,Asia/Pacific,BTN,Subnat,BTNr112,Samtse,2023,0.659,0.786,0.504,0.722
Bhutan,Asia/Pacific,BTN,Subnat,BTNr113,Sarpang,2023,0.729,0.854,0.595,0.762
Bhutan,Asia/Pacific,BTN,Subnat,BTNr114,Thimphu,2023,0.871,0.911,0.84,0.864
Bhutan,Asia/Pacific,BTN,Subnat,BTNr115,Trashigang,2023,0.61,0.762,0.43,0.692
Bhutan,Asia/Pacific,BTN,Subnat,BTNr116,Trashiyangtse,2023,0.621,0.809,0.418,0.709
Bhutan,Asia/Pacific,BTN,Subnat,BTNr117,Trongsa,2023,0.655,0.797,0.508,0.694
Bhutan,Asia/Pacific,BTN,Subnat,BTNr118,Tsirang,2023,0.667,0.84,0.515,0.687
Bhutan,Asia/Pacific,BTN,Subnat,BTNr119,Wangdi,2023,0.639,0.827,0.436,0.723
Bhutan,Asia/Pacific,BTN,Subnat,BTNr120,Zhemgang,2023,0.636,0.824,0.471,0.665
Bolivia,America,BOL,National,BOLt,Total,2023,0.733,0.747,0.768,0.687
Bolivia,America,BOL,Subnat,BOLr108,Beni,2023,0.739,0.786,0.788,0.652
Bolivia,America,BOL,Subnat,BOLr101,Chuquisaca,2023,0.704,0.787,0.69,0.641
Bolivia,America,BOL,Subnat,BOLr103,Cochabamba,2023,0.723,0.731,0.745,0.695
Bolivia,America,BOL,Subnat,BOLr102,"La Paz",2023,0.735,0.738,0.796,0.676
Bolivia,America,BOL,Subnat,BOLr104,Oruro,2023,0.742,0.761,0.79,0.679
Bolivia,America,BOL,Subnat,BOLr109,Pando,2023,0.758,0.775,0.821,0.686
Bolivia,America,BOL,Subnat,BOLr105,Potosi,2023,0.648,0.664,0.657,0.624
Bolivia,America,BOL,Subnat,BOLr107,"Santa Cruz",2023,0.791,0.807,0.822,0.744
Bolivia,America,BOL,Subnat,BOLr106,Tarija,2023,0.754,0.803,0.744,0.718
"Bosnia and Herzegovina",Europe,BIH,National,BIHt,Total,2023,0.804,0.89,0.731,0.799
"Bosnia and Herzegovina",Europe,BIH,Subnat,BIHr103,"Central Bosnia",2023,0.806,0.89,0.733,0.804
"Bosnia and Herzegovina",Europe,BIH,Subnat,BIHr102,"Northern Bosnia",2023,0.797,0.89,0.725,0.784
"Bosnia and Herzegovina",Europe,BIH,Subnat,BIHr105,"Republica Srpska",2023,0.801,0.89,0.728,0.792
"Bosnia and Herzegovina",Europe,BIH,Subnat,BIHr101,"Western Bosnia",2023,0.798,0.89,0.696,0.82
"Bosnia and Herzegovina",Europe,BIH,Subnat,BIHr104,"Western herzegovina",2023,0.827,0.89,0.783,0.813
Botswana,Africa,BWA,National,BWAt,Total,2023,0.731,0.756,0.667,0.776
Botswana,Africa,BWA,Subnat,BWAr101,Central,2023,0.708,0.753,0.624,0.755
Botswana,Africa,BWA,Subnat,BWAr110,Chobe,2023,0.708,0.725,0.644,0.76
Botswana,Africa,BWA,Subnat,BWAr102,Ghanzi,2023,0.681,0.75,0.567,0.742
Botswana,Africa,BWA,Subnat,BWAr103,Kgalagadi,2023,0.699,0.747,0.609,0.75
Botswana,Africa,BWA,Subnat,BWAr104,Kgatleng,2023,0.745,0.774,0.678,0.788
Botswana,Africa,BWA,Subnat,BWAr105,Kweneng,2023,0.715,0.77,0.624,0.76
Botswana,Africa,BWA,Subnat,BWAr106,North-East,2023,0.749,0.763,0.686,0.803
Botswana,Africa,BWA,Subnat,BWAr107,"North-West, Ngamiland",2023,0.696,0.736,0.634,0.724
Botswana,Africa,BWA,Subnat,BWAr108,South-East,2023,0.812,0.757,0.829,0.854
Botswana,Africa,BWA,Subnat,BWAr109,Southern,2023,0.714,0.756,0.633,0.759
Brazil,America,BRA,National,BRAt,Total,2023,0.786,0.859,0.72,0.785
Brazil,America,BRA,Subnat,BRAr102,Acre,2023,0.74,0.845,0.675,0.71
Brazil,America,BRA,Subnat,BRAr114,Alagoas,2023,0.743,0.832,0.654,0.753
Brazil,America,BRA,Subnat,BRAr106,Amapa,2023,0.773,0.861,0.731,0.735
Brazil,America,BRA,Subnat,BRAr103,Amazonas,2023,0.762,0.859,0.708,0.727
Brazil,America,BRA,Subnat,BRAr116,Bahia,2023,0.76,0.845,0.685,0.757
Brazil,America,BRA,Subnat,BRAr110,Ceara,2023,0.757,0.857,0.668,0.758
Brazil,America,BRA,Subnat,BRAr127,"Distrito Federal",2023,0.848,0.894,0.837,0.816
Brazil,America,BRA,Subnat,BRAr118,"Espirito Santo",2023,0.788,0.857,0.718,0.796
Brazil,America,BRA,Subnat,BRAr126,Goias,2023,0.792,0.867,0.722,0.795
Brazil,America,BRA,Subnat,BRAr108,Maranhao,2023,0.729,0.832,0.654,0.713
Brazil,America,BRA,Subnat,BRAr125,"Mato Grosso",2023,0.782,0.867,0.707,0.78
Brazil,America,BRA,Subnat,BRAr124,"Mato Grosso do Sul",2023,0.788,0.861,0.722,0.789
Brazil,America,BRA,Subnat,BRAr117,"Minas Gerais",2023,0.785,0.866,0.704,0.794
Brazil,America,BRA,Subnat,BRAr105,Para,2023,0.744,0.847,0.683,0.711
Brazil,America,BRA,Subnat,BRAr112,Paraiba,2023,0.76,0.846,0.677,0.766
Brazil,America,BRA,Subnat,BRAr121,Parana,2023,0.795,0.863,0.727,0.801
Brazil,America,BRA,Subnat,BRAr113,Pernambuco,2023,0.761,0.844,0.683,0.765
Brazil,America,BRA,Subnat,BRAr109,Piaui,2023,0.74,0.814,0.675,0.736
Brazil,America,BRA,Subnat,BRAr119,"Rio de Janeiro",2023,0.815,0.882,0.769,0.797
Brazil,America,BRA,Subnat,BRAr111,"Rio Grande do Norte",2023,0.775,0.847,0.704,0.781
Brazil,America,BRA,Subnat,BRAr123,"Rio Grande do Sul",2023,0.801,0.872,0.736,0.8
Brazil,America,BRA,Subnat,BRAr101,Rondonia,2023,0.758,0.865,0.68,0.741
Brazil,America,BRA,Subnat,BRAr104,Roraima,2023,0.787,0.892,0.726,0.752
Brazil,America,BRA,Subnat,BRAr122,"Santa Catarina",2023,0.8,0.872,0.73,0.804
Brazil,America,BRA,Subnat,BRAr120,"Sao Paulo",2023,0.812,0.877,0.751,0.812
Brazil,America,BRA,Subnat,BRAr115,Sergipe,2023,0.771,0.849,0.696,0.774
Brazil,America,BRA,Subnat,BRAr107,Tocantins,2023,0.774,0.866,0.703,0.761
"Brunei Darussalam",Asia/Pacific,BRN,National,BRNt,Total,2023,0.837,0.851,0.69,1
Bulgaria,Europe,BGR,National,BGRt,Total,2023,0.845,0.856,0.807,0.872
Bulgaria,Europe,BGR,Subnat,BGRr102,"Severen tsentralen",2023,0.813,0.84,0.792,0.807
Bulgaria,Europe,BGR,Subnat,BGRr103,Severoiztochen,2023,0.822,0.854,0.782,0.831
Bulgaria,Europe,BGR,Subnat,BGRr101,Severozapaden,2023,0.786,0.826,0.737,0.798
Bulgaria,Europe,BGR,Subnat,BGRr104,Yugoiztochen,2023,0.81,0.848,0.732,0.854
Bulgaria,Europe,BGR,Subnat,BGRr105,Yugozapaden,2023,0.905,0.872,0.898,0.946
Bulgaria,Europe,BGR,Subnat,BGRr106,"Yuzhen tsentralen",2023,0.817,0.862,0.777,0.813
"Burkina Faso",Africa,BFA,National,BFAt,Total,2023,0.459,0.632,0.318,0.479
"Burkina Faso",Africa,BFA,Subnat,BFAr101,"Boucle de Mouhoun",2023,0.422,0.64,0.266,0.443
"Burkina Faso",Africa,BFA,Subnat,BFAr102,Cascades,2023,0.464,0.593,0.329,0.511
"Burkina Faso",Africa,BFA,Subnat,BFAr103,"Centre (incl Ouagadougou)",2023,0.57,0.663,0.505,0.554
"Burkina Faso",Africa,BFA,Subnat,BFAr104,Centre-Est,2023,0.419,0.627,0.254,0.462
"Burkina Faso",Africa,BFA,Subnat,BFAr105,Centre-Nord,2023,0.409,0.626,0.245,0.447
"Burkina Faso",Africa,BFA,Subnat,BFAr106,Centre-Ouest,2023,0.456,0.656,0.317,0.455
"Burkina Faso",Africa,BFA,Subnat,BFAr107,Centre-Sud,2023,0.441,0.638,0.292,0.462
"Burkina Faso",Africa,BFA,Subnat,BFAr108,Est,2023,0.394,0.625,0.233,0.42
"Burkina Faso",Africa,BFA,Subnat,BFAr109,"Hauts Bassins",2023,0.487,0.621,0.365,0.509
"Burkina Faso",Africa,BFA,Subnat,BFAr110,Nord,2023,0.441,0.662,0.283,0.457
