Country,Continent,ISO_Code,Level,GDLCODE,Region,Year,shdi,healthindex,edindex,incindex
Tanzania,Africa,TZA,Subnat,TZAr222," Zanzibar South",2023,0.615,0.681,0.55,0.622
Tanzania,Africa,TZA,Subnat,TZAr223," Zanzibar West",2023,0.672,0.724,0.609,0.688
Thailand,Asia/Pacific,THA,National,THAt,Total,2023,0.798,0.868,0.728,0.805
Thailand,Asia/Pacific,THA,Subnat,THAr101,Bangkok,2023,0.833,0.868,0.837,0.794
Thailand,Asia/Pacific,THA,Subnat,THAr102,Central,2023,0.808,0.868,0.754,0.807
Thailand,Asia/Pacific,THA,Subnat,THAr103,North,2023,0.782,0.868,0.684,0.806
Thailand,Asia/Pacific,THA,Subnat,THAr104,Northeast,2023,0.779,0.868,0.67,0.812
Thailand,Asia/Pacific,THA,Subnat,THAr105,South,2023,0.786,0.861,0.709,0.797
"Timor Leste",Asia/Pacific,TLS,National,TLSt,Total,2023,0.634,0.734,0.576,0.604
"Timor Leste",Asia/Pacific,TLS,Subnat,TLSr101,Aileu,2023,0.619,0.748,0.54,0.587
"Timor Leste",Asia/Pacific,TLS,Subnat,TLSr102,Ainaro,2023,0.57,0.702,0.486,0.542
"Timor Leste",Asia/Pacific,TLS,Subnat,TLSr103,Baucau,2023,0.61,0.729,0.525,0.594
"Timor Leste",Asia/Pacific,TLS,Subnat,TLSr104,Bobonaro,2023,0.608,0.743,0.496,0.609
"Timor Leste",Asia/Pacific,TLS,Subnat,TLSr105,"Cova Lima",2023,0.621,0.757,0.545,0.582
"Timor Leste",Asia/Pacific,TLS,Subnat,TLSr106,Dili,2023,0.746,0.741,0.779,0.72
"Timor Leste",Asia/Pacific,TLS,Subnat,TLSr107,Ermera,2023,0.566,0.748,0.441,0.548
"Timor Leste",Asia/Pacific,TLS,Subnat,TLSr109,Lautem,2023,0.611,0.749,0.499,0.611
"Timor Leste",Asia/Pacific,TLS,Subnat,TLSr108,Liquica,2023,0.638,0.779,0.565,0.591
"Timor Leste",Asia/Pacific,TLS,Subnat,TLSr111,Manatuto,2023,0.624,0.735,0.566,0.586
"Timor Leste",Asia/Pacific,TLS,Subnat,TLSr110,Manufahi,2023,0.625,0.729,0.553,0.605
"Timor Leste",Asia/Pacific,TLS,Subnat,TLSr112,Oecussi,2023,0.568,0.665,0.52,0.53
"Timor Leste",Asia/Pacific,TLS,Subnat,TLSr113,Viqueque,2023,0.611,0.717,0.554,0.573
Togo,Africa,TGO,National,TGOt,Total,2023,0.571,0.658,0.559,0.506
Togo,Africa,TGO,Subnat,TGOr104,Centrale,2023,0.558,0.659,0.537,0.491
Togo,Africa,TGO,Subnat,TGOr105,Kara,2023,0.54,0.621,0.52,0.487
Togo,Africa,TGO,Subnat,TGOr101,Lome,2023,0.642,0.668,0.681,0.582
Togo,Africa,TGO,Subnat,TGOr102,Maritime,2023,0.552,0.644,0.542,0.482
Togo,Africa,TGO,Subnat,TGOr103,Plateaux,2023,0.558,0.678,0.547,0.469
Togo,Africa,TGO,Subnat,TGOr106,Savanes,2023,0.492,0.652,0.397,0.461
Tonga,Asia/Pacific,TON,National,TONt,Total,2023,0.769,0.814,0.858,0.651
Tonga,Asia/Pacific,TON,Subnat,TONr104,Eua,2023,0.743,0.814,0.789,0.64
Tonga,Asia/Pacific,TON,Subnat,TONr103,Ha-apai,2023,0.725,0.814,0.803,0.583
Tonga,Asia/Pacific,TON,Subnat,TONr105,"Ongo Niua",2023,0.728,0.814,0.828,0.573
Tonga,Asia/Pacific,TON,Subnat,TONr101,Tongatapu,2023,0.778,0.814,0.871,0.665
Tonga,Asia/Pacific,TON,Subnat,TONr102,Vava-u,2023,0.757,0.814,0.839,0.636
"Trinidad & Tobago",America,TTO,National,TTOt,Total,2023,0.807,0.823,0.755,0.846
"Trinidad & Tobago",America,TTO,Subnat,TTOr103,Central,2023,0.819,0.823,0.777,0.859
"Trinidad & Tobago",America,TTO,Subnat,TTOr102,East,2023,0.787,0.823,0.723,0.819
"Trinidad & Tobago",America,TTO,Subnat,TTOr101,"North West",2023,0.809,0.823,0.759,0.848
"Trinidad & Tobago",America,TTO,Subnat,TTOr104,"South West",2023,0.803,0.823,0.745,0.843
"Trinidad & Tobago",America,TTO,Subnat,TTOr105,Tobago,2023,0.805,0.823,0.757,0.837
Tunisia,Africa,TUN,National,TUNt,Total,2023,0.746,0.869,0.661,0.723
Tunisia,Africa,TUN,Subnat,TUNr105,"Centre Est (Sousse, Monastir, Mahdia, Sfax)",2023,0.744,0.869,0.652,0.727
Tunisia,Africa,TUN,Subnat,TUNr104,"Centre Ouest (Kairouan, Kasserine, Sidi Bouzid)",2023,0.683,0.823,0.558,0.695
Tunisia,Africa,TUN,Subnat,TUNr101,"Grand Tunis (Tunis, Ariana, Ben Arous, Manouba)",2023,0.79,0.887,0.748,0.744
Tunisia,Africa,TUN,Subnat,TUNr102,"Nord Est (Nabeul, Zaghouan, Bizerte)",2023,0.733,0.849,0.647,0.718
Tunisia,Africa,TUN,Subnat,TUNr103,"Nord Ouest (Beja, Jendouba, Kef, Siliana)",2023,0.722,0.854,0.619,0.713
Tunisia,Africa,TUN,Subnat,TUNr107,"Sud Est (Gabes, Medinine, Tataouine)",2023,0.744,0.879,0.653,0.719
Tunisia,Africa,TUN,Subnat,TUNr106,"Sud Ouest (Gafsa, Tozeur, Kebili)",2023,0.741,0.848,0.674,0.712
Turkey,Asia/Pacific,TUR,National,TURt,Total,2023,0.853,0.879,0.8,0.883
Turkey,Asia/Pacific,TUR,Subnat,TURr103,"Aegean (Afyon, Aydin, Denizli, Izmir, Kutahya, Man",2023,0.853,0.875,0.8,0.885
Turkey,Asia/Pacific,TUR,Subnat,TURr107,"Central Anatolia (Kayseri, Kirsehir, Nevsehir, Nig",2023,0.832,0.876,0.791,0.831
Turkey,Asia/Pacific,TUR,Subnat,TURr111,"Central East Anatolia (Bingol, Bitlis, Elazig, Hak",2023,0.802,0.88,0.789,0.743
Turkey,Asia/Pacific,TUR,Subnat,TURr109,"East Black Sea (Artvin, Giresun, Gumushane, Ordu,",2023,0.826,0.902,0.799,0.782
Turkey,Asia/Pacific,TUR,Subnat,TURr104,"East Marmara (Bilecik, Bolu, Bursa, Duzce, Eskiseh",2023,0.862,0.874,0.802,0.914
Turkey,Asia/Pacific,TUR,Subnat,TURr101,Istanbul,2023,0.886,0.886,0.812,0.966
Turkey,Asia/Pacific,TUR,Subnat,TURr106,"Mediterranean (Adana, Antalya, Burdur, Hatay, Ispa",2023,0.842,0.878,0.798,0.852
Turkey,Asia/Pacific,TUR,Subnat,TURr110,"North East Anatolia (Agri, Erzincan, Erzurum, Kars",2023,0.807,0.874,0.787,0.763
Turkey,Asia/Pacific,TUR,Subnat,TURr112,"South East Anatolia (Adiyaman, Diyarbakir, Gaziant",2023,0.804,0.873,0.771,0.773
Turkey,Asia/Pacific,TUR,Subnat,TURr105,"West Anatolia (Ankara, Konya, Karaman)",2023,0.869,0.887,0.816,0.907
Turkey,Asia/Pacific,TUR,Subnat,TURr108,"West Black Sea (Amasya, Cankiri, Corum, Kastamonu,",2023,0.825,0.878,0.79,0.809
Turkey,Asia/Pacific,TUR,Subnat,TURr102,"West Marmara (Balikesir, Canakkale, Edirne, Kirkla",2023,0.856,0.868,0.805,0.896
Turkmenistan,Asia/Pacific,TKM,National,TKMt,Total,2023,0.764,0.77,0.741,0.782
Turkmenistan,Asia/Pacific,TKM,Subnat,TKMr102,Akhal,2023,0.758,0.774,0.726,0.777
Turkmenistan,Asia/Pacific,TKM,Subnat,TKMr101,"Ashgabat City",2023,0.82,0.797,0.827,0.836
Turkmenistan,Asia/Pacific,TKM,Subnat,TKMr103,Balkan,2023,0.775,0.782,0.746,0.798
Turkmenistan,Asia/Pacific,TKM,Subnat,TKMr104,Dashoguz,2023,0.742,0.765,0.709,0.754
Turkmenistan,Asia/Pacific,TKM,Subnat,TKMr105,Lebap,2023,0.77,0.787,0.741,0.782
Turkmenistan,Asia/Pacific,TKM,Subnat,TKMr106,Mary,2023,0.745,0.737,0.732,0.766
Tuvalu,Asia/Pacific,TUV,National,TUVt,Total,2023,0.689,0.725,0.703,0.642
Tuvalu,Asia/Pacific,TUV,Subnat,TUVr103,Funafuti,2023,0.711,0.719,0.758,0.66
Tuvalu,Asia/Pacific,TUV,Subnat,TUVr101,"Nanumea, Nanumaga, Niutao",2023,0.626,0.725,0.556,0.61
Tuvalu,Asia/Pacific,TUV,Subnat,TUVr102,"Vaitupu, Nui, Nukufetau",2023,0.65,0.725,0.603,0.629
Uganda,Africa,UGA,National,UGAt,Total,2023,0.582,0.742,0.532,0.5
Uganda,Africa,UGA,Subnat,UGAr101,"Central 1 (Central South)",2023,0.641,0.771,0.603,0.567
Uganda,Africa,UGA,Subnat,UGAr102,"Central 2 (Central North)",2023,0.595,0.741,0.548,0.519
Uganda,Africa,UGA,Subnat,UGAr104,"East Central (Busoga)",2023,0.585,0.721,0.558,0.497
Uganda,Africa,UGA,Subnat,UGAr105,"Eastern (Bukedi, Bugishu, Teso)",2023,0.581,0.76,0.548,0.472
Uganda,Africa,UGA,Subnat,UGAr103,Kampala,2023,0.697,0.76,0.696,0.641
Uganda,Africa,UGA,Subnat,UGAr106,"North (Karamoja, Lango, Acholi)",2023,0.527,0.739,0.44,0.449
Uganda,Africa,UGA,Subnat,UGAr109,"Southwest (Ankole, Kigezi)",2023,0.572,0.748,0.515,0.485
Uganda,Africa,UGA,Subnat,UGAr107,"West Nile",2023,0.539,0.718,0.482,0.451
Uganda,Africa,UGA,Subnat,UGAr108,"Western (Bunyoro, Tooro)",2023,0.551,0.721,0.482,0.483
Ukraine,Europe,UKR,National,UKRt,Total,2023,0.779,0.822,0.741,0.775
Ukraine,Europe,UKR,Subnat,UKRr102,Central,2023,0.771,0.822,0.74,0.755
Ukraine,Europe,UKR,Subnat,UKRr103,East,2023,0.785,0.822,0.747,0.789
Ukraine,Europe,UKR,Subnat,UKRr101,North,2023,0.781,0.822,0.754,0.77
Ukraine,Europe,UKR,Subnat,UKRr104,South,2023,0.784,0.822,0.743,0.789
Ukraine,Europe,UKR,Subnat,UKRr105,West,2023,0.766,0.822,0.721,0.758
"United Arab Emirates",Asia/Pacific,ARE,National,AREt,Total,2023,0.94,0.968,0.866,0.992
"United Kingdom",Europe,GBR,National,GBRt,Total,2023,0.946,0.943,0.944,0.951
"United Kingdom",Europe,GBR,Subnat,GBRr104,"East Midlands",2023,0.931,0.94,0.937,0.917
"United Kingdom",Europe,GBR,Subnat,GBRr106,"East of England",2023,0.934,0.956,0.911,0.937
"United Kingdom",Europe,GBR,Subnat,GBRr107,London,2023,0.982,0.967,0.98,1
"United Kingdom",Europe,GBR,Subnat,GBRr101,"North East",2023,0.916,0.92,0.926,0.901
"United Kingdom",Europe,GBR,Subnat,GBRr102,"North West",2023,0.932,0.926,0.941,0.93
"United Kingdom",Europe,GBR,Subnat,GBRr112,"Northern Ireland",2023,0.913,0.936,0.896,0.908
"United Kingdom",Europe,GBR,Subnat,GBRr111,Scotland,2023,0.937,0.911,0.959,0.942
"United Kingdom",Europe,GBR,Subnat,GBRr108,"South East",2023,0.96,0.963,0.951,0.965
"United Kingdom",Europe,GBR,Subnat,GBRr109,"South West",2023,0.942,0.956,0.941,0.93
"United Kingdom",Europe,GBR,Subnat,GBRr110,Wales,2023,0.915,0.928,0.918,0.901
"United Kingdom",Europe,GBR,Subnat,GBRr105,"West Midlands",2023,0.93,0.935,0.934,0.921
"United Kingdom",Europe,GBR,Subnat,GBRr103,"Yorkshire and The Humber",2023,0.926,0.931,0.933,0.913
"United States of America",America,USA,National,USAt,Total,2023,0.938,0.912,0.906,0.997
"United States of America",America,USA,Subnat,USAr101,Alabama,2023,0.887,0.848,0.885,0.931
"United States of America",America,USA,Subnat,USAr102,Alaska,2023,0.94,0.902,0.921,1
"United States of America",America,USA,Subnat,USAr103,Arizona,2023,0.917,0.897,0.896,0.959
"United States of America",America,USA,Subnat,USAr104,Arkansas,2023,0.89,0.857,0.879,0.935
"United States of America",America,USA,Subnat,USAr105,California,2023,0.94,0.94,0.885,1
"United States of America",America,USA,Subnat,USAr106,Colorado,2023,0.958,0.928,0.946,1
"United States of America",America,USA,Subnat,USAr107,Connecticut,2023,0.955,0.93,0.936,1
"United States of America",America,USA,Subnat,USAr108,Delaware,2023,0.933,0.903,0.918,0.979
"United States of America",America,USA,Subnat,USAr109,"District of Columbia",2023,0.952,0.881,0.979,1
"United States of America",America,USA,Subnat,USAr110,Florida,2023,0.935,0.916,0.903,0.989
"United States of America",America,USA,Subnat,USAr111,Georgia,2023,0.915,0.886,0.9,0.961
"United States of America",America,USA,Subnat,USAr112,Hawaii,2023,0.957,0.966,0.923,0.984
"United States of America",America,USA,Subnat,USAr113,Idaho,2023,0.927,0.93,0.906,0.944
"United States of America",America,USA,Subnat,USAr114,Illinois,2023,0.94,0.905,0.918,1
"United States of America",America,USA,Subnat,USAr115,Indiana,2023,0.913,0.876,0.901,0.964
"United States of America",America,USA,Subnat,USAr116,Iowa,2023,0.934,0.916,0.92,0.967
"United States of America",America,USA,Subnat,USAr117,Kansas,2023,0.931,0.898,0.922,0.975
"United States of America",America,USA,Subnat,USAr118,Kentucky,2023,0.89,0.853,0.88,0.939
"United States of America",America,USA,Subnat,USAr119,Louisiana,2023,0.892,0.846,0.879,0.953
"United States of America",America,USA,Subnat,USAr120,Maine,2023,0.94,0.921,0.927,0.973
"United States of America",America,USA,Subnat,USAr121,Maryland,2023,0.947,0.905,0.938,1
"United States of America",America,USA,Subnat,USAr122,Massachusetts,2023,0.961,0.94,0.944,1
"United States of America",America,USA,Subnat,USAr123,Michigan,2023,0.923,0.892,0.915,0.964
"United States of America",America,USA,Subnat,USAr124,Minnesota,2023,0.96,0.941,0.941,1
"United States of America",America,USA,Subnat,USAr125,Mississippi,2023,0.868,0.827,0.869,0.91
"United States of America",America,USA,Subnat,USAr126,Missouri,2023,0.915,0.878,0.909,0.959
"United States of America",America,USA,Subnat,USAr127,Montana,2023,0.934,0.905,0.933,0.966
"United States of America",America,USA,Subnat,USAr128,Nebraska,2023,0.941,0.919,0.921,0.985
"United States of America",America,USA,Subnat,USAr129,Nevada,2023,0.921,0.897,0.887,0.981
"United States of America",America,USA,Subnat,USAr130,"New Hampshire",2023,0.961,0.94,0.946,1
"United States of America",America,USA,Subnat,USAr131,"New Jersey",2023,0.948,0.916,0.931,1
"United States of America",America,USA,Subnat,USAr132,"New Mexico",2023,0.895,0.868,0.883,0.934
"United States of America",America,USA,Subnat,USAr133,"New York",2023,0.942,0.919,0.911,1
"United States of America",America,USA,Subnat,USAr134,"North Carolina",2023,0.918,0.894,0.9,0.963
"United States of America",America,USA,Subnat,USAr135,"North Dakota",2023,0.945,0.906,0.932,0.999
"United States of America",America,USA,Subnat,USAr136,Ohio,2023,0.919,0.881,0.911,0.966
"United States of America",America,USA,Subnat,USAr137,Oklahoma,2023,0.902,0.862,0.895,0.952
"United States of America",America,USA,Subnat,USAr138,Oregon,2023,0.949,0.936,0.924,0.987
"United States of America",America,USA,Subnat,USAr139,Pennsylvania,2023,0.938,0.905,0.915,0.998
"United States of America",America,USA,Subnat,USAr140,"Rhode Island",2023,0.945,0.927,0.911,0.998
"United States of America",America,USA,Subnat,USAr141,"South Carolina",2023,0.904,0.873,0.897,0.945
"United States of America",America,USA,Subnat,USAr142,"South Dakota",2023,0.94,0.903,0.92,0.999
"United States of America",America,USA,Subnat,USAr143,Tennessee,2023,0.904,0.857,0.893,0.964
"United States of America",America,USA,Subnat,USAr144,Texas,2023,0.917,0.9,0.875,0.979
"United States of America",America,USA,Subnat,USAr145,Utah,2023,0.942,0.933,0.93,0.962
"United States of America",America,USA,Subnat,USAr146,Vermont,2023,0.955,0.936,0.943,0.988
"United States of America",America,USA,Subnat,USAr147,Virginia,2023,0.948,0.917,0.929,1
"United States of America",America,USA,Subnat,USAr148,Washington,2023,0.957,0.943,0.931,1
"United States of America",America,USA,Subnat,USAr149,"West Virginia",2023,0.88,0.842,0.877,0.924
"United States of America",America,USA,Subnat,USAr150,Wisconsin,2023,0.939,0.919,0.922,0.978
"United States of America",America,USA,Subnat,USAr151,Wyoming,2023,0.941,0.897,0.928,1
Uruguay,America,URY,National,URYt,Total,2023,0.862,0.894,0.837,0.855
Uruguay,America,URY,Subnat,URYr105,"Centro (Durazno and Tacuarembo)",2023,0.834,0.894,0.76,0.854
Uruguay,America,URY,Subnat,URYr106,"Centro Sur (Flores, Florida and Lavalleja)",2023,0.851,0.894,0.809,0.851
Uruguay,America,URY,Subnat,URYr103,"Costa Este (Canelones, Maldonado and Rocha)",2023,0.863,0.894,0.837,0.859
Uruguay,America,URY,Subnat,URYr107,"Litoral Norte (Paysandu, Salto and Rio Negro)",2023,0.82,0.894,0.724,0.851
Uruguay,America,URY,Subnat,URYr104,"Litoral Sur (Soriano, Colonia and San Jose)",2023,0.827,0.894,0.745,0.85
Uruguay,America,URY,Subnat,URYr101,"Montevideo and Metropolitan area",2023,0.878,0.894,0.885,0.856
Uruguay,America,URY,Subnat,URYr102,"Norte (Artigas, Rivera, Cerro Largo and Trienta y Tres)",2023,0.828,0.894,0.748,0.848
Uzbekistan,Asia/Pacific,UZB,National,UZBt,Total,2023,0.74,0.806,0.743,0.677
Uzbekistan,Asia/Pacific,UZB,Subnat,UZBr102,"Central (Navoi, Bukhara, Samarkand)",2023,0.733,0.796,0.737,0.672
Uzbekistan,Asia/Pacific,UZB,Subnat,UZBr104,"Central-East (Dzhizak, Syrdarya)",2023,0.759,0.864,0.744,0.68
Uzbekistan,Asia/Pacific,UZB,Subnat,UZBr105,"East (Namangan, Fergana, Andizhan)",2023,0.732,0.816,0.736,0.655
Uzbekistan,Asia/Pacific,UZB,Subnat,UZBr103,"South (Kashkadarya, Surkhandarya)",2023,0.71,0.767,0.733,0.636
Uzbekistan,Asia/Pacific,UZB,Subnat,UZBr106,Tashkent,2023,0.823,0.846,0.821,0.804
Uzbekistan,Asia/Pacific,UZB,Subnat,UZBr101,"West (Karakalpakstan, Khorezm)",2023,0.739,0.79,0.744,0.687
Vanuatu,Asia/Pacific,VUT,National,VUTt,Total,2023,0.621,0.792,0.568,0.533
Vanuatu,Asia/Pacific,VUT,Subnat,VUTr108,Luganville,2023,0.668,0.792,0.618,0.61
Vanuatu,Asia/Pacific,VUT,Subnat,VUTr103,Malampa,2023,0.608,0.792,0.555,0.511
Vanuatu,Asia/Pacific,VUT,Subnat,VUTr104,Penama,2023,0.564,0.792,0.499,0.455
Vanuatu,Asia/Pacific,VUT,Subnat,VUTr107,"Port Vila",2023,0.696,0.792,0.674,0.632
Vanuatu,Asia/Pacific,VUT,Subnat,VUTr105,Sanma,2023,0.581,0.792,0.495,0.501
Vanuatu,Asia/Pacific,VUT,Subnat,VUTr102,Shefa,2023,0.647,0.792,0.592,0.578
Vanuatu,Asia/Pacific,VUT,Subnat,VUTr101,Tafea,2023,0.581,0.792,0.523,0.474
Vanuatu,Asia/Pacific,VUT,Subnat,VUTr106,Torba,2023,0.549,0.792,0.467,0.448
Venezuela,America,VEN,National,VENt,Total,2023,0.709,0.808,0.683,0.645
Venezuela,America,VEN,Subnat,VENr110,"Amacuros Delta Federal Territory",2023,0.693,0.814,0.669,0.612
Venezuela,America,VEN,Subnat,VENr102,"Amazonas Federal Territory",2023,0.692,0.753,0.705,0.623
Venezuela,America,VEN,Subnat,VENr103,Anzoategui,2023,0.719,0.826,0.696,0.647
Venezuela,America,VEN,Subnat,VENr104,Apure,2023,0.638,0.815,0.569,0.56
Venezuela,America,VEN,Subnat,VENr105,Aragua,2023,0.734,0.824,0.719,0.667
Venezuela,America,VEN,Subnat,VENr106,Barinas,2023,0.656,0.804,0.588,0.597
Venezuela,America,VEN,Subnat,VENr107,Bolivar,2023,0.712,0.806,0.698,0.641
Venezuela,America,VEN,Subnat,VENr108,Carabobo,2023,0.729,0.816,0.715,0.664
Venezuela,America,VEN,Subnat,VENr109,Cojedes,2023,0.686,0.796,0.654,0.621
Venezuela,America,VEN,Subnat,VENr111,Falcon,2023,0.698,0.817,0.661,0.631
Venezuela,America,VEN,Subnat,VENr101,"Federal District",2023,0.753,0.807,0.763,0.693
Venezuela,America,VEN,Subnat,VENr112,Guarico,2023,0.671,0.814,0.618,0.601
Venezuela,America,VEN,Subnat,VENr113,Lara,2023,0.689,0.801,0.656,0.623
Venezuela,America,VEN,Subnat,VENr114,Merida,2023,0.698,0.802,0.662,0.64
Venezuela,America,VEN,Subnat,VENr115,Miranda,2023,0.74,0.809,0.738,0.678
Venezuela,America,VEN,Subnat,VENr116,Monagas,2023,0.7,0.807,0.674,0.63
Venezuela,America,VEN,Subnat,VENr117,"Nueva Esparta",2023,0.728,0.816,0.707,0.669
Venezuela,America,VEN,Subnat,VENr118,Portuguesa,2023,0.657,0.787,0.599,0.6
Venezuela,America,VEN,Subnat,VENr119,Sucre,2023,0.679,0.804,0.63,0.618
Venezuela,America,VEN,Subnat,VENr120,Tachira,2023,0.706,0.817,0.662,0.651
Venezuela,America,VEN,Subnat,VENr121,Trujillo,2023,0.678,0.812,0.624,0.616
Venezuela,America,VEN,Subnat,VENr124,Vargas,2023,0.728,0.834,0.696,0.664
Venezuela,America,VEN,Subnat,VENr122,Yaracuy,2023,0.676,0.797,0.63,0.615
Venezuela,America,VEN,Subnat,VENr123,Zulia,2023,0.695,0.795,0.663,0.636
Vietnam,Asia/Pacific,VNM,National,VNMt,Total,2023,0.766,0.84,0.729,0.736
Vietnam,Asia/Pacific,VNM,Subnat,VNMr104,"Central Highlands",2023,0.723,0.824,0.657,0.698
Vietnam,Asia/Pacific,VNM,Subnat,VNMr106,"Mekong River Delta",2023,0.724,0.837,0.622,0.728
Vietnam,Asia/Pacific,VNM,Subnat,VNMr103,"North Central Coast and South Central Coast",2023,0.774,0.859,0.738,0.731
Vietnam,Asia/Pacific,VNM,Subnat,VNMr102,"North East, North West",2023,0.724,0.814,0.669,0.698
Vietnam,Asia/Pacific,VNM,Subnat,VNMr101,"Red River Delta",2023,0.809,0.861,0.812,0.758
Vietnam,Asia/Pacific,VNM,Subnat,VNMr105,"South East",2023,0.778,0.829,0.755,0.753
Yemen,Asia/Pacific,YEM,National,YEMt,Total,2023,0.47,0.758,0.391,0.351
Yemen,Asia/Pacific,YEM,Subnat,YEMr102,"Abyan, Aden (town and countryside), Lahej, Ad Dali (Al Dhalih)",2023,0.519,0.807,0.456,0.381
Yemen,Asia/Pacific,YEM,Subnat,YEMr104,"Beida (Al Bayda), Dhamar, Raimah",2023,0.42,0.726,0.311,0.328
Yemen,Asia/Pacific,YEM,Subnat,YEMr107,"Hajja, Sada, Amran (Omran)",2023,0.413,0.749,0.317,0.297
Yemen,Asia/Pacific,YEM,Subnat,YEMr108,"Hodeida (Al Hudaydah), Mahweit (Al Mahwit)",2023,0.422,0.751,0.316,0.317
Yemen,Asia/Pacific,YEM,Subnat,YEMr101,Ibb,2023,0.47,0.746,0.383,0.364
Yemen,Asia/Pacific,YEM,Subnat,YEMr106,"Jawf, Hadramet, Shabda (Shabwah), Marib, Mohra (Al Mahrah)",2023,0.51,0.809,0.409,0.401
Yemen,Asia/Pacific,YEM,Subnat,YEMr103,"Sana a (capital; Al Amana), Sana a (governorate)",2023,0.518,0.748,0.477,0.391
Yemen,Asia/Pacific,YEM,Subnat,YEMr105,Taiz,2023,0.499,0.77,0.464,0.348
Zambia,Africa,ZMB,National,ZMBt,Total,2023,0.595,0.713,0.553,0.535
Zambia,Africa,ZMB,Subnat,ZMBr101,Central,2023,0.589,0.752,0.524,0.519
Zambia,Africa,ZMB,Subnat,ZMBr102,Copperbelt,2023,0.661,0.746,0.63,0.615
Zambia,Africa,ZMB,Subnat,ZMBr103,Eastern,2023,0.536,0.714,0.441,0.489
Zambia,Africa,ZMB,Subnat,ZMBr104,Luapula,2023,0.524,0.623,0.485,0.476
Zambia,Africa,ZMB,Subnat,ZMBr105,Lusaka,2023,0.668,0.714,0.657,0.637
Zambia,Africa,ZMB,Subnat,ZMBr107,North-Western,2023,0.612,0.804,0.568,0.502
Zambia,Africa,ZMB,Subnat,ZMBr106,Northern,2023,0.549,0.702,0.5,0.471
Zambia,Africa,ZMB,Subnat,ZMBr108,Southern,2023,0.593,0.7,0.573,0.519
Zambia,Africa,ZMB,Subnat,ZMBr109,Western,2023,0.545,0.728,0.498,0.445
Zimbabwe,Africa,ZWE,National,ZWEt,Total,2023,0.598,0.658,0.605,0.538
Zimbabwe,Africa,ZWE,Subnat,ZWEr110,Bulawayo,2023,0.697,0.705,0.714,0.672
Zimbabwe,Africa,ZWE,Subnat,ZWEr109,Harare,2023,0.671,0.672,0.709,0.633
Zimbabwe,Africa,ZWE,Subnat,ZWEr101,Manicaland,2023,0.588,0.649,0.616,0.508
Zimbabwe,Africa,ZWE,Subnat,ZWEr102,"Mashonaland Central",2023,0.542,0.627,0.522,0.486
Zimbabwe,Africa,ZWE,Subnat,ZWEr103,"Mashonaland East",2023,0.585,0.667,0.587,0.513
Zimbabwe,Africa,ZWE,Subnat,ZWEr104,"Mashonaland West",2023,0.567,0.613,0.573,0.521
Zimbabwe,Africa,ZWE,Subnat,ZWEr108,Masvingo,2023,0.591,0.7,0.58,0.509
Zimbabwe,Africa,ZWE,Subnat,ZWEr105,"Matebeleland North",2023,0.544,0.692,0.499,0.465
Zimbabwe,Africa,ZWE,Subnat,ZWEr106,"Matebeleland South",2023,0.587,0.714,0.546,0.518
Zimbabwe,Africa,ZWE,Subnat,ZWEr107,Midlands,2023,0.595,0.648,0.611,0.532
