id,country,iso3,latitude,longitude,centroid,role,displacement_type,qualifier,figure,displacement_date,displacement_start_date,displacement_end_date,year,event_id,event_name,event_codes,event_code_types,event_start_date,event_end_date,category,subcategory,type,subtype,old_id,sources,source_url,locations_name,locations_coordinates,locations_accuracy,locations_type,displacement_occurred,created_at,description,link,combined_type
192942,Mauritania,MRT,16.561475,-13.2962275,"[16.561475, -13.2962275]",Recommended figure,Disaster,total,5700,2025-08-30,2025-08-19,2025-08-30,2025,33253,"Mauritania: Flood - Guidimakha, Gorgol, Brakna, & Trarza - 19/08/2025",,,2025-08-19,2025-08-22,Weather related,Hydrological,Flood,Flood,,Red Cross/Red Crescent Movement,,"Brakna, Mauritania; Gorgol, Mauritania; Guidimaka, Mauritania; Trarza, Mauritania","17.315639, -13.2602; 15.99467, -12.6906; 15.38879, -12.19567; 17.546801, -15.03844",State/Region/Province (ADM1); State/Region/Province (ADM1); State/Region/Province (ADM1); State/Region/Province (ADM1),Origin; Origin; Origin; Origin,Displacement without preventive evacuations reported,2025-09-22T22:20:34.610340Z,"Mauritania: 5,700 displacements, 19 August - 30 August. According to red cross/red crescent movement, a total of 5700 people were displaced in the regions of Guidimaka, Gorgol, Brakna and Trarza due to flood on 19 August 2025. International Federation of the Red Cross (IFRC) - 30 August 2025",,Flood
