id,country,iso3,latitude,longitude,centroid,role,displacement_type,qualifier,figure,displacement_date,displacement_start_date,displacement_end_date,year,event_id,event_name,event_codes,event_code_types,event_start_date,event_end_date,category,subcategory,type,subtype,old_id,sources,source_url,locations_name,locations_coordinates,locations_accuracy,locations_type,displacement_occurred,created_at,description,link,combined_type
193365,Georgia,GEO,42.063093058658744,43.19032358008739,"[42.063093058658744, 43.19032358008739]",Recommended figure,Disaster,approximately,239,2025-09-18,2025-05-26,2025-09-18,2025,33288,Georgia: Landslide/Wet mass movement - Imereti (Khemaghali & Ghverki) - 26/05/2025,,,2025-05-26,2025-09-18,Weather related,Hydrological,Mass Movement,Landslide/Wet mass movement,,Local Authorities,,"Ghverki, Raion Kharagauli, Imereti, Georgia; Khedmaghali, Raion Kharagauli, Imereti, Georgia","42.058578, 43.193878; 42.06760811731749, 43.18676916017478",County/City/town/Village/Woreda (ADM3); County/City/town/Village/Woreda (ADM3),Origin; Origin,Displacement without preventive evacuations reported,2025-09-25T07:25:39.361931Z,"Georgia: 239 displacements (evacuated), 26 May - 18 September. According to local officials, around 70 households have left the villages of Khemaghali and Ghverki, Imereti, Georgia, due to landslides. This impacts approximately 239 individuals. Democracy & Freedom Watch - 18 September 2025",,Mass Movement
