id,country,iso3,latitude,longitude,centroid,role,displacement_type,qualifier,figure,displacement_date,displacement_start_date,displacement_end_date,year,event_id,event_name,event_codes,event_code_types,event_start_date,event_end_date,category,subcategory,type,subtype,old_id,sources,source_url,locations_name,locations_coordinates,locations_accuracy,locations_type,displacement_occurred,created_at,description,link,combined_type
240709,North Macedonia,MKD,41.896427800000005,21.118487799999997,"[41.896427800000005, 21.118487799999997]",Recommended figure,Disaster,total,270,2026-02-16,2026-02-14,2026-02-16,2026,40353,"North Macedonia: Flood - Southwestern (Kičevo), Skopje (Tetovo, Gostivar, Lipkovo, Saraj)- 14/02/2026",FL-2026-000005-MKD,Glide Number,2026-02-14,2026-02-16,Weather related,Hydrological,Flood,Flood,,International Federation of the Red Cross (IFRC),,"Kichevo, Municipality of Kichevo, Southwestern Region, North Macedonia; Municipality of Gostivar, Polog Region, North Macedonia; Municipality of Lipkovo, Northeastern Region, North Macedonia; Municipality of Saraj, City of Skopje, Skopje Region, North Macedonia; Municipality of Tetovo, Polog Region, North Macedonia","41.509571, 20.957911; 41.75951, 20.91501; 42.165058, 21.584339; 42.00246, 21.25164; 42.04554, 20.883539",County/City/town/Village/Woreda (ADM3); County/City/town/Village/Woreda (ADM3); County/City/town/Village/Woreda (ADM3); County/City/town/Village/Woreda (ADM3); County/City/town/Village/Woreda (ADM3),Origin; Origin; Origin; Origin; Origin,Displacement without preventive evacuations reported,2026-02-23T08:37:43.336510Z,"North Macedonia: 270 displacements, 14 February - 16 February. According to the International Federation of the Red Cross, 270 people were displaced in Kičevo and municipalities in the Skopje region due to floods between 14-16 February. International Federation of the Red Cross (IFRC) - 16 February 2026",,Flood
