id,country,iso3,latitude,longitude,centroid,role,displacement_type,qualifier,figure,displacement_date,displacement_start_date,displacement_end_date,year,event_id,event_name,event_codes,event_code_types,event_start_date,event_end_date,category,subcategory,type,subtype,old_id,sources,source_url,locations_name,locations_coordinates,locations_accuracy,locations_type,displacement_occurred,created_at,description,link,combined_type
226247,Yemen,YEM,15.665845000000001,46.29043,"[15.665845000000001, 46.29043]",Triangulation,Conflict,total,24,2025-12-29,2025-12-29,2025-12-29,2025,39293,Yemen: Non-International armed conflict (NIAC) - Hadramawt - 12/2025,,,2025-12-01,2025-12-31,,,,,,IOM DTM Yemen,,"Al Abar District, Hadramaut Governorate, Yemen; Madinat Marib, Marib Governorate, Yemen","15.91602, 47.277439; 15.41567, 45.303421",District/Zone/Department (ADM2); District/Zone/Department (ADM2),Origin; Destination,Displacement without preventive evacuations reported,2026-02-05T18:28:20.077084Z,"Yemen: 24 displacements, 29 December - 29 December. According to IOM DTM Yemen, a total of 4 households were displaced from Al Abar District, Hadramaut Governorate to Madinat Marib, Marib Governorate due to conflict reasons between 29 December 2025 and 29 December 2025. IOM DTM Yemen - 07 October 2025",,Conflict
226253,Yemen,YEM,15.79646,47.04591,"[15.79646, 47.04591]",Triangulation,Conflict,total,12,2025-12-29,2025-12-29,2025-12-29,2025,39293,Yemen: Non-International armed conflict (NIAC) - Hadramawt - 12/2025,,,2025-12-01,2025-12-31,,,,,,IOM DTM Yemen,,"Marib, Marib Governorate, Yemen; Seiyun District, Hadramaut Governorate, Yemen","15.45788, 45.323021; 16.13504, 48.768799",District/Zone/Department (ADM2); District/Zone/Department (ADM2),Destination; Origin,Displacement without preventive evacuations reported,2026-02-05T18:28:25.275431Z,"Yemen: 12 displacements, 29 December - 29 December. According to IOM DTM Yemen, a total of 2 households were displaced from Seiyun District, Hadramaut Governorate to Marib, Marib Governorate due to conflict reasons between 29 December 2025 and 29 December 2025. IOM DTM Yemen - 07 October 2025",,Conflict
226252,Yemen,YEM,13.773485,44.5741005,"[13.773485, 44.5741005]",Triangulation,Conflict,total,6,2025-12-29,2025-12-29,2025-12-29,2025,39302,Yemen: Non-International armed conflict (NIAC) - Ad Dali - 12/2025,,,2025-12-01,2025-12-31,,,,,,IOM DTM Yemen,,"Ad Dala, Ad Dali' Governorate, Yemen; Al Husha, Ad Dali' Governorate, Yemen","13.79697, 44.6982; 13.75, 44.450001",District/Zone/Department (ADM2); District/Zone/Department (ADM2),Destination; Origin,Displacement without preventive evacuations reported,2026-02-05T18:28:25.219810Z,"Yemen: 6 displacements, 29 December - 29 December. According to IOM DTM Yemen, one household was displaced from Al Husha, Ad Dali' Governorate to Ad Dala, Ad Dali' Governorate due to conflict reasons between 29 December 2025 and 29 December 2025. IOM DTM Yemen - 07 October 2025",,Conflict
226241,Yemen,YEM,14.992809999999999,46.084199999999996,"[14.992809999999999, 46.084199999999996]",Triangulation,Conflict,total,6,2025-12-28,2025-12-28,2025-12-28,2025,39294,Yemen: Non-International armed conflict (NIAC) - Shabwah - 12/2025,,,2025-12-01,2025-12-31,,,,,,IOM DTM Yemen,,"Ataq, Shabwah Governorate, Yemen; Marib, Marib Governorate, Yemen","14.52774, 46.845379; 15.45788, 45.323021",District/Zone/Department (ADM2); District/Zone/Department (ADM2),Origin; Destination,Displacement without preventive evacuations reported,2026-02-05T18:28:19.767161Z,"Yemen: 6 displacements, 28 December - 28 December. According to IOM DTM Yemen, one household was displaced from Ataq, Shabwah Governorate to Marib, Marib Governorate due to conflict reasons between 28 December 2025 and 28 December 2025. IOM DTM Yemen - 07 October 2025",,Conflict
226242,Yemen,YEM,14.14344,45.157495499999996,"[14.14344, 45.157495499999996]",Triangulation,Conflict,total,6,2025-12-28,2025-12-28,2025-12-28,2025,39300,Yemen: Non-International armed conflict (NIAC) - Aden - 12/2025,,,2025-12-01,2025-12-31,,,,,,IOM DTM Yemen,,"Madinat Marib, Marib Governorate, Yemen; Sheik Othman District, Aden Governorate, Yemen","15.41567, 45.303421; 12.87121, 45.01157",District/Zone/Department (ADM2); District/Zone/Department (ADM2),Destination; Origin,Displacement without preventive evacuations reported,2026-02-05T18:28:19.815320Z,"Yemen: 6 displacements, 28 December - 28 December. According to IOM DTM Yemen, one household was displaced from Sheik Othman District, Aden Governorate to Madinat Marib, Marib Governorate due to conflict reasons between 28 December 2025 and 28 December 2025. IOM DTM Yemen - 07 October 2025",,Conflict
226240,Yemen,YEM,15.70696,46.7735215,"[15.70696, 46.7735215]",Triangulation,Conflict,total,24,2025-12-28,2025-12-28,2025-12-28,2025,39293,Yemen: Non-International armed conflict (NIAC) - Hadramawt - 12/2025,,,2025-12-01,2025-12-31,,,,,,IOM DTM Yemen,,"Al Qatn District, Hadramaut Governorate, Yemen; Madinat Marib, Marib Governorate, Yemen","15.99825, 48.243622; 15.41567, 45.303421",District/Zone/Department (ADM2); District/Zone/Department (ADM2),Origin; Destination,Displacement without preventive evacuations reported,2026-02-05T18:28:19.720870Z,"Yemen: 24 displacements, 28 December - 28 December. According to IOM DTM Yemen, a total of 4 households were displaced from Al Qatn District, Hadramaut Governorate to Madinat Marib, Marib Governorate due to conflict reasons between 28 December 2025 and 28 December 2025. IOM DTM Yemen - 07 October 2025",,Conflict
226243,Yemen,YEM,13.96899,43.367990500000005,"[13.96899, 43.367990500000005]",Triangulation,Conflict,total,12,2025-12-28,2025-12-28,2025-12-28,2025,39287,Yemen: Non-International armed conflict (NIAC) - Al Hodeidah - 12/2025,,,2025-12-01,2025-12-31,,,,,,IOM DTM Yemen,,"Al Jarrahi, Al Hudaydah Governorate, Yemen; Al Khawkhah, Al Hudaydah Governorate, Yemen","14.13242, 43.388599; 13.80556, 43.347382",District/Zone/Department (ADM2); District/Zone/Department (ADM2),Origin; Destination,Displacement without preventive evacuations reported,2026-02-05T18:28:19.862486Z,"Yemen: 12 displacements, 28 December - 28 December. According to IOM DTM Yemen, a total of 2 households were displaced from Al Jarrahi, Al Hudaydah Governorate to Al Khawkhah, Al Hudaydah Governorate due to conflict reasons between 28 December 2025 and 28 December 2025. IOM DTM Yemen - 07 October 2025",,Conflict
226239,Yemen,YEM,15.728065,46.7833215,"[15.728065, 46.7833215]",Triangulation,Conflict,total,18,2025-12-28,2025-12-28,2025-12-28,2025,39293,Yemen: Non-International armed conflict (NIAC) - Hadramawt - 12/2025,,,2025-12-01,2025-12-31,,,,,,IOM DTM Yemen,,"Al Qatn District, Hadramaut Governorate, Yemen; Marib, Marib Governorate, Yemen","15.99825, 48.243622; 15.45788, 45.323021",District/Zone/Department (ADM2); District/Zone/Department (ADM2),Origin; Destination,Displacement without preventive evacuations reported,2026-02-05T18:28:19.673359Z,"Yemen: 18 displacements, 28 December - 28 December. According to IOM DTM Yemen, a total of 3 households were displaced from Al Qatn District, Hadramaut Governorate to Marib, Marib Governorate due to conflict reasons between 28 December 2025 and 28 December 2025. IOM DTM Yemen - 07 October 2025",,Conflict
226238,Yemen,YEM,15.775355000000001,47.03611,"[15.775355000000001, 47.03611]",Triangulation,Conflict,total,24,2025-12-28,2025-12-28,2025-12-28,2025,39293,Yemen: Non-International armed conflict (NIAC) - Hadramawt - 12/2025,,,2025-12-01,2025-12-31,,,,,,IOM DTM Yemen,,"Madinat Marib, Marib Governorate, Yemen; Seiyun District, Hadramaut Governorate, Yemen","15.41567, 45.303421; 16.13504, 48.768799",District/Zone/Department (ADM2); District/Zone/Department (ADM2),Destination; Origin,Displacement without preventive evacuations reported,2026-02-05T18:28:19.625219Z,"Yemen: 24 displacements, 28 December - 28 December. According to IOM DTM Yemen, a total of 4 households were displaced from Seiyun District, Hadramaut Governorate to Madinat Marib, Marib Governorate due to conflict reasons between 28 December 2025 and 28 December 2025. IOM DTM Yemen - 07 October 2025",,Conflict
226237,Yemen,YEM,15.665845000000001,46.29043,"[15.665845000000001, 46.29043]",Triangulation,Conflict,total,24,2025-12-28,2025-12-28,2025-12-28,2025,39293,Yemen: Non-International armed conflict (NIAC) - Hadramawt - 12/2025,,,2025-12-01,2025-12-31,,,,,,IOM DTM Yemen,,"Al Abar District, Hadramaut Governorate, Yemen; Madinat Marib, Marib Governorate, Yemen","15.91602, 47.277439; 15.41567, 45.303421",District/Zone/Department (ADM2); District/Zone/Department (ADM2),Origin; Destination,Displacement without preventive evacuations reported,2026-02-05T18:28:19.577524Z,"Yemen: 24 displacements, 28 December - 28 December. According to IOM DTM Yemen, a total of 4 households were displaced from Al Abar District, Hadramaut Governorate to Madinat Marib, Marib Governorate due to conflict reasons between 28 December 2025 and 28 December 2025. IOM DTM Yemen - 07 October 2025",,Conflict
