id,country,iso3,latitude,longitude,centroid,role,displacement_type,qualifier,figure,displacement_date,displacement_start_date,displacement_end_date,year,event_id,event_name,event_codes,event_code_types,event_start_date,event_end_date,category,subcategory,type,subtype,old_id,sources,source_url,locations_name,locations_coordinates,locations_accuracy,locations_type,displacement_occurred,created_at,description,link,combined_type
218917,Russia,RUS,50.449848,37.798721,"[50.449848, 37.798721]",Recommended figure,Conflict,total,3,2025-12-28,2025-12-28,2025-12-28,2025,36952,Russia: International armed conflict (IAC) - Belgorod Oblast - 2025,,,2025-01-01,2025-12-31,,,,,,Regional Government Russia ,,"Volokonovsky District, Belgorod Oblast, Central Federal District, Russia","50.449848, 37.798721",District/Zone/Department (ADM2),Origin,,2026-01-05T14:26:44.218715Z,"Russia: 3 displacements (destroyed housing), 28 December - 28 December. According to the regional government of Belgorod, 1 private home was destroyed in Konovalovo (Belgorod Oblast) due to military operations on 28 December. Regional Government Russia - 28 December 2025",,Conflict
219141,Russia,RUS,51.67873,39.186001,"[51.67873, 39.186001]",Recommended figure,Conflict,total,80,2025-12-11,2025-12-10,2025-12-11,2025,29574,Russia: International armed conflict (IAC) - Voronezh Oblast - 2025,,,2025-01-01,2025-12-31,,,,,,Regional Government Russia ,,"Voronezh, Voronezh, Voronezh Oblast, Central Federal District, Russia","51.67873, 39.186001",County/City/town/Village/Woreda (ADM3),Origin,Displacement without preventive evacuations reported,2026-01-06T13:16:22.884425Z,"Russia: 80 displacements (evacuated), 10 December - 11 December. According to the regional government, 80 people were evacuated from their homes in Voronezh on 10 December due to military operations in the context of the International Armed Conflict (IAC). Regional Government Russia - 11 December 2025",,Conflict
192883,Russia,RUS,47.62225,40.795792,"[47.62225, 40.795792]",Recommended figure,Disaster,total,13,2025-09-17,2025-09-17,2025-09-17,2025,33245,Russia: Wildfire - Rostov Oblast - 17/09/2025,,,2025-09-17,2025-09-17,Weather related,Climatological,Wildfire,Wildfire,,"Ministry of the Russian Federation for Civil Defence, Emergencies and Elimination of Consequences of Natural Disasters (EMERCOM)",,"Rostov oblast, South federal district, Russia","47.62225, 40.795792",State/Region/Province (ADM1),Origin,,2025-09-19T19:33:18.289712Z,"Russia: 13 displacements (destroyed housing), 17 September - 17 September. According to national/regional disaster authorities, a total of 5 households were displaced due to destroyed housing in Rostov oblast, South federal district, Russia due to wildfire on 17 September. Ministry of the Russian Federation for Civil Defence, Emergencies and Elimination of Consequences of Natural Disasters (EMERCOM) - 17 September 2025",,Wildfire
