id,country,iso3,latitude,longitude,centroid,role,displacement_type,qualifier,figure,displacement_date,displacement_start_date,displacement_end_date,year,event_id,event_name,event_codes,event_code_types,event_start_date,event_end_date,category,subcategory,type,subtype,old_id,sources,source_url,locations_name,locations_coordinates,locations_accuracy,locations_type,displacement_occurred,created_at,description,link,combined_type
224477,Chad,TCD,13.86815,14.26455,"[13.86815, 14.26455]",Triangulation,Conflict,approximately,1070,2025-12-11,2025-12-07,2025-12-11,2025,30614,Chad: Non-International armed conflict (NIAC) - Lac - 2025,,,2025-01-01,2025-12-31,,,,,,IOM DTM - Chad,,"Liwa, Lac, Chad","13.86815, 14.26455",County/City/town/Village/Woreda (ADM3),Origin and destination,Displacement without preventive evacuations reported,2026-01-28T12:39:46.670929Z,"Chad: 1,070 displacements, 07 December - 11 December. According to the IOM DTM, 1070 new internal displacements were recorded between 7 and 11 Decmber 2025, from Mellom (Liwa sub-prefecture, Fouli Department, Lake Chad province) towards Hakadoua (Liwa sub-prefecture, Fouli Department, Lake Chad province), due to an armed attack. IOM DTM - Chad - 26 January 2026",,Conflict
224478,Chad,TCD,13.916184999999999,13.980515,"[13.916184999999999, 13.980515]",Triangulation,Conflict,approximately,650,2025-12-11,2025-12-07,2025-12-11,2025,30614,Chad: Non-International armed conflict (NIAC) - Lac - 2025,,,2025-01-01,2025-12-31,,,,,,IOM DTM - Chad,,"Kaiga Kindjiria, Lac, Chad; Liwa, Lac, Chad","13.96422, 13.69648; 13.86815, 14.26455",County/City/town/Village/Woreda (ADM3); County/City/town/Village/Woreda (ADM3),Origin; Destination,Displacement without preventive evacuations reported,2026-01-28T12:50:46.736078Z,"Chad: 650 displacements, 07 December - 11 December. According to the IOM DTM, 650 new internal displacements were recorded between 7 and 11 Decmber 2025, from Birmya (Kaiga-Kindjiria sub-prefecture, Fouli Department, Lake Chad province) towards Aloumi (Liwa sub-prefecture, Fouli Department, Lake Chad province), due to an armed attack. IOM DTM - Chad - 26 January 2026",,Conflict
200960,Chad,TCD,9.015175,18.226641,"[9.015175, 18.226641]",Recommended figure,Disaster,total,719,2025-09-15,2025-08-15,2025-09-15,2025,36463,"Chad: Flood - Mandoul, Moyen-Chari - 15/08/2025",,,2025-08-15,2025-09-15,Weather related,Hydrological,Flood,Flood,,Office for the Coordination of Humanitarian Affairs (OCHA),,"Mandoul, Chad; Moyen-Chari, Chad","8.72751, 17.584181; 9.30284, 18.869101",State/Region/Province (ADM1); State/Region/Province (ADM1),Origin; Origin,Displacement without preventive evacuations reported,2025-10-31T09:36:29.334068Z,"Chad: 719 displacements, 15 August - 15 September. A total of 720 people were displaced due to flood between 15 août and 15 September in Mandoul and Moyen-Chari in Chad, according to OCHA. Office for the Coordination of Humanitarian Affairs (OCHA) - 07 October 2025",,Flood
