id,country,iso3,centroid,latitude,longitude,displacement_type,qualifier,figure,displacement_date,displacement_start_date,displacement_end_date,year,event_name,event_start_date,event_end_date,category,subcategory,type,subtype,standard_popup_text,standard_info_text
67105,Ethiopia,ETH,"[10.263214999999999, 39.7753795]",10.263215,39.7753795,Conflict,,5778,2022-06-30,2021-05-01,2022-06-30,2022,Ethiopia: Conflict/Violence - Countrywide - 01/01/2022,2022-01-01,2022-12-31,,,,,"<b> Ethiopia:            5,778 displacements, 01 May       - 30 June      </b> <br> According to preliminary estimates by IOM DTM, 5,778 people were displaced by conflict in Tigray and Oromia, Ethiopia in the month of May.  <br> <a href=""https://dtm.iom.int/ethiopia""target=""_blank"">IOM Displacement Tracking Matrix (IOM DTM) - 	 10 June      2022</a>","<b> Ethiopia:            5,778 displacements, 01 May       - 30 June      </b>"
