id,country,iso3,latitude,longitude,centroid,role,displacement_type,qualifier,figure,displacement_date,displacement_start_date,displacement_end_date,year,event_id,event_name,event_codes,event_code_types,event_start_date,event_end_date,category,subcategory,type,subtype,old_id,sources,source_url,locations_name,locations_coordinates,locations_accuracy,locations_type,displacement_occurred,created_at,description,link,combined_type
193763,Sierra Leone,SLE,8.48366,-11.601831428571428,"[8.48366, -11.601831428571428]",Recommended figure,Disaster,more than or equal to,4000,2025-09-05,2025-08-31,2025-09-05,2025,33330,Sierra Leone: Flood - 7 Districts - 31/08/2025,,,2025-08-31,2025-09-05,Weather related,Hydrological,Flood,Flood,,International Federation of the Red Cross (IFRC),,"Bo District, Southern Province, Sierra Leone; Bonthe District, Sierra Leone; Falaba, Koinadugu, Northern Province, Sierra Leone; Kenema District, Eastern Province, Sierra Leone; Koinadugu, Northern Province, Sierra Leone; Kono District, Eastern Province, Sierra Leone; Moyamba District, Sierra Leone","7.9972, -11.59611; 7.52928, -12.51319; 9.85546, -11.32114; 7.94082, -11.21706; 9.33, -11.26557; 8.70461, -10.91557; 8.02825, -12.38418",District/Zone/Department (ADM2); State/Region/Province (ADM1); County/City/town/Village/Woreda (ADM3); District/Zone/Department (ADM2); District/Zone/Department (ADM2); District/Zone/Department (ADM2); District/Zone/Department (ADM2),Origin; Origin; Origin; Origin; Origin; Origin; Origin,Displacement without preventive evacuations reported,2025-10-01T10:17:36.143651Z,"Sierra Leone: 4,000 displacements, 31 August - 05 September. According to IFRC, over 4000 people were displaced due to flood between 31 August and 05 September 2025 in Bonthe, Kenema, Bo, Moyamba, Kono, Falaba and Koinadugu Districts. International Federation of the Red Cross (IFRC) - 22 September 2025",,Flood
