id,country,iso3,latitude,longitude,centroid,role,displacement_type,qualifier,figure,displacement_date,displacement_start_date,displacement_end_date,year,event_id,event_name,event_codes,event_code_types,event_start_date,event_end_date,category,subcategory,type,subtype,old_id,sources,source_url,locations_name,locations_coordinates,locations_accuracy,locations_type,displacement_occurred,created_at,description,link,combined_type
215647,Thailand,THA,14.914534999999999,103.99404899999999,"[14.914534999999999, 103.99404899999999]",Triangulation,Conflict,approximately,400000,2025-12-08,2025-12-07,2025-12-08,2025,37423,"Cambodia, Thailand: International armed conflict (IAC) - KHM (17 Provinces), THA (8 Provinces) - 07/12/2025",,,2025-12-07,2025-12-27,,,,,,The Government Public Relations Department (PRD),,"Buri Ram Province, Thailand; Si Sa Ket Province, Thailand; Surin Province, Thailand; Ubon Ratchathani Province, Thailand","14.61071, 102.645317; 14.95288, 104.33419; 14.90658, 103.669739; 15.18797, 105.32695",State/Region/Province (ADM1); State/Region/Province (ADM1); State/Region/Province (ADM1); State/Region/Province (ADM1),Origin; Origin; Origin; Origin,Displacement without preventive evacuations reported,2025-12-11T10:43:37.027338Z,"Thailand: 400,000 displacements (in relief camp), 07 December - 08 December. According to government, approximately 400000 people were in relief camp in Buri Ram Province, Surin Province, Si Sa Ket Province, and Ubon Ratchathani Province, Thailand due to international armed conflict (iac) on 7 December The Government Public Relations Department (PRD) - 08 December 2025",,Conflict
218121,Thailand,THA,7.575855833333333,99.91748158333333,"[7.575855833333333, 99.91748158333333]",Recommended figure,Disaster,approximately,219000,2025-12-03,2025-11-17,2025-12-03,2025,37641,Thailand: Flood - 12 Provinces - 17/11/2025,,,2025-11-17,2025-12-03,Weather related,Hydrological,Flood,Flood,,Department  of Disaster Prevention and Mitigation (DDPM),,"Krabi Province, Thailand; Nakhon Si Thammarat Province, Thailand; Narathiwat Province, Thailand; Pattani Province, Thailand; Phangnga Province, Thailand; Phatthalung Province, Thailand; Phuket Province, Thailand; Satun Province, Thailand; Songkhla Province, Thailand; Surat Thani Province, Thailand; Trang Province, Thailand; Yala Province, Thailand","8.11117, 99.109734; 8.67723, 99.730957; 6.30208, 101.761772; 7.25053, 101.64537; 8.50583, 98.568031; 7.49945, 100.049026; 7.9366, 98.352928; 6.70888, 99.614723; 6.87902, 100.54985; 9.46747, 98.83004; 7.42555, 99.559486; 6.14646, 101.237862",State/Region/Province (ADM1); State/Region/Province (ADM1); State/Region/Province (ADM1); State/Region/Province (ADM1); State/Region/Province (ADM1); State/Region/Province (ADM1); State/Region/Province (ADM1); State/Region/Province (ADM1); State/Region/Province (ADM1); State/Region/Province (ADM1); State/Region/Province (ADM1); State/Region/Province (ADM1),Origin; Origin; Origin; Origin; Origin; Origin; Origin; Origin; Origin; Origin; Origin; Origin,Displacement without preventive evacuations reported,2025-12-16T11:01:53.006458Z,"Thailand: 219,000 displacements, 17 November - 03 December. Flood resulted in approximately 219000 people being displaced in Narathiwat Province, Yala Province, Pattani Province, Songkhla Province, Satun Province, Trang Province, Phatthalung Province, Nakhon Si Thammarat Province, Krabi Province, Surat Thani Province, Phuket Province, Phangnga Province, Thailand on 17 November, according to national/regional disaster authorities. Office for the Coordination of Humanitarian Affairs (OCHA) - 03 December 2025",,Flood
193955,Thailand,THA,15.22643,104.85817,"[15.22643, 104.85817]",Recommended figure,Disaster,total,615,2025-09-30,2025-09-30,2025-09-30,2025,33372,Thailand: Flood - Ubon Ratchathani (Mueang Ubon Ratchathani) - 30/09/2025,,,2025-09-30,2025-09-30,Weather related,Hydrological,Flood,Flood,,Local Authorities,,"Ubon Ratchathani, Ubon Ratchathani Province, Thailand","15.22643, 104.85817",County/City/town/Village/Woreda (ADM3),Origin,Displacement without preventive evacuations reported,2025-10-07T10:39:37.885034Z,"Thailand: 615 displacements (in relief camp), 30 September - 30 September. According to local authority, a total of 615 people were in relief camp in Mueang Ubon Ratchathani district, Ubon Ratchathani Province, Thailand due to flood on 30 September The Government Public Relations Department (PRD) - 30 September 2025",,Flood
