Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"FS","Suite of Food Security Indicators","352","Iceland","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20222024","2022-2024","%","<2.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","352","Iceland","6132","Value","210011","Number of people undernourished (million) (3-year average)","20222024","2022-2024","million No","","Q","Missing value; suppressed",""
"FS","Suite of Food Security Indicators","356","India","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20222024","2022-2024","%","12","E","Estimated value",""
"FS","Suite of Food Security Indicators","356","India","6132","Value","210011","Number of people undernourished (million) (3-year average)","20222024","2022-2024","million No","172.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20222024","2022-2024","%","6.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6132","Value","210011","Number of people undernourished (million) (3-year average)","20222024","2022-2024","million No","17.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","364","Iran (Islamic Republic of)","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20222024","2022-2024","%","6.8","E","Estimated value",""
"FS","Suite of Food Security Indicators","364","Iran (Islamic Republic of)","6132","Value","210011","Number of people undernourished (million) (3-year average)","20222024","2022-2024","million No","6.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","368","Iraq","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20222024","2022-2024","%","14.9","E","Estimated value",""
"FS","Suite of Food Security Indicators","368","Iraq","6132","Value","210011","Number of people undernourished (million) (3-year average)","20222024","2022-2024","million No","6.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","372","Ireland","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20222024","2022-2024","%","<2.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","372","Ireland","6132","Value","210011","Number of people undernourished (million) (3-year average)","20222024","2022-2024","million No","","Q","Missing value; suppressed",""
"FS","Suite of Food Security Indicators","376","Israel","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20222024","2022-2024","%","<2.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","376","Israel","6132","Value","210011","Number of people undernourished (million) (3-year average)","20222024","2022-2024","million No","","Q","Missing value; suppressed",""
"FS","Suite of Food Security Indicators","380","Italy","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20222024","2022-2024","%","<2.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","380","Italy","6132","Value","210011","Number of people undernourished (million) (3-year average)","20222024","2022-2024","million No","","Q","Missing value; suppressed",""
"FS","Suite of Food Security Indicators","388","Jamaica","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20222024","2022-2024","%","7.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","388","Jamaica","6132","Value","210011","Number of people undernourished (million) (3-year average)","20222024","2022-2024","million No","0.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","392","Japan","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20222024","2022-2024","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","392","Japan","6132","Value","210011","Number of people undernourished (million) (3-year average)","20222024","2022-2024","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","400","Jordan","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20222024","2022-2024","%","14.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","400","Jordan","6132","Value","210011","Number of people undernourished (million) (3-year average)","20222024","2022-2024","million No","1.6","E","Estimated value",""
"FS","Suite of Food Security Indicators","398","Kazakhstan","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20222024","2022-2024","%","<2.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","398","Kazakhstan","6132","Value","210011","Number of people undernourished (million) (3-year average)","20222024","2022-2024","million No","","Q","Missing value; suppressed",""
"FS","Suite of Food Security Indicators","404","Kenya","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20222024","2022-2024","%","36.8","E","Estimated value",""
"FS","Suite of Food Security Indicators","404","Kenya","6132","Value","210011","Number of people undernourished (million) (3-year average)","20222024","2022-2024","million No","20.4","E","Estimated value",""
"FS","Suite of Food Security Indicators","296","Kiribati","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20222024","2022-2024","%","4.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","296","Kiribati","6132","Value","210011","Number of people undernourished (million) (3-year average)","20222024","2022-2024","million No","<0.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","414","Kuwait","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20222024","2022-2024","%","<2.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","414","Kuwait","6132","Value","210011","Number of people undernourished (million) (3-year average)","20222024","2022-2024","million No","","Q","Missing value; suppressed",""
"FS","Suite of Food Security Indicators","417","Kyrgyzstan","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20222024","2022-2024","%","5.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","417","Kyrgyzstan","6132","Value","210011","Number of people undernourished (million) (3-year average)","20222024","2022-2024","million No","0.4","E","Estimated value",""
"FS","Suite of Food Security Indicators","418","Lao People's Democratic Republic","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20222024","2022-2024","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","418","Lao People's Democratic Republic","6132","Value","210011","Number of people undernourished (million) (3-year average)","20222024","2022-2024","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","428","Latvia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20222024","2022-2024","%","<2.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","428","Latvia","6132","Value","210011","Number of people undernourished (million) (3-year average)","20222024","2022-2024","million No","","Q","Missing value; suppressed",""
"FS","Suite of Food Security Indicators","422","Lebanon","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20222024","2022-2024","%","8.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","422","Lebanon","6132","Value","210011","Number of people undernourished (million) (3-year average)","20222024","2022-2024","million No","0.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","426","Lesotho","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20222024","2022-2024","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","426","Lesotho","6132","Value","210011","Number of people undernourished (million) (3-year average)","20222024","2022-2024","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","430","Liberia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20222024","2022-2024","%","35.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","430","Liberia","6132","Value","210011","Number of people undernourished (million) (3-year average)","20222024","2022-2024","million No","2","E","Estimated value",""
"FS","Suite of Food Security Indicators","434","Libya","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20222024","2022-2024","%","16.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","434","Libya","6132","Value","210011","Number of people undernourished (million) (3-year average)","20222024","2022-2024","million No","1.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","440","Lithuania","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20222024","2022-2024","%","<2.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","440","Lithuania","6132","Value","210011","Number of people undernourished (million) (3-year average)","20222024","2022-2024","million No","","Q","Missing value; suppressed",""
"FS","Suite of Food Security Indicators","442","Luxembourg","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20222024","2022-2024","%","<2.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","442","Luxembourg","6132","Value","210011","Number of people undernourished (million) (3-year average)","20222024","2022-2024","million No","","Q","Missing value; suppressed",""
"FS","Suite of Food Security Indicators","450","Madagascar","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20222024","2022-2024","%","39.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","450","Madagascar","6132","Value","210011","Number of people undernourished (million) (3-year average)","20222024","2022-2024","million No","12.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","454","Malawi","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20222024","2022-2024","%","21.4","E","Estimated value",""
"FS","Suite of Food Security Indicators","454","Malawi","6132","Value","210011","Number of people undernourished (million) (3-year average)","20222024","2022-2024","million No","4.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","458","Malaysia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20222024","2022-2024","%","<2.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","458","Malaysia","6132","Value","210011","Number of people undernourished (million) (3-year average)","20222024","2022-2024","million No","","Q","Missing value; suppressed",""
"FS","Suite of Food Security Indicators","462","Maldives","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20222024","2022-2024","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","462","Maldives","6132","Value","210011","Number of people undernourished (million) (3-year average)","20222024","2022-2024","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","466","Mali","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20222024","2022-2024","%","12.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","466","Mali","6132","Value","210011","Number of people undernourished (million) (3-year average)","20222024","2022-2024","million No","2.9","E","Estimated value",""
"FS","Suite of Food Security Indicators","470","Malta","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20222024","2022-2024","%","<2.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","470","Malta","6132","Value","210011","Number of people undernourished (million) (3-year average)","20222024","2022-2024","million No","","Q","Missing value; suppressed",""
"FS","Suite of Food Security Indicators","584","Marshall Islands","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20222024","2022-2024","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","584","Marshall Islands","6132","Value","210011","Number of people undernourished (million) (3-year average)","20222024","2022-2024","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","478","Mauritania","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20222024","2022-2024","%","8.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","478","Mauritania","6132","Value","210011","Number of people undernourished (million) (3-year average)","20222024","2022-2024","million No","0.4","E","Estimated value",""
"FS","Suite of Food Security Indicators","480","Mauritius","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20222024","2022-2024","%","8.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","480","Mauritius","6132","Value","210011","Number of people undernourished (million) (3-year average)","20222024","2022-2024","million No","0.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","484","Mexico","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20222024","2022-2024","%","2.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","484","Mexico","6132","Value","210011","Number of people undernourished (million) (3-year average)","20222024","2022-2024","million No","3.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","583","Micronesia (Federated States of)","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20222024","2022-2024","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","583","Micronesia (Federated States of)","6132","Value","210011","Number of people undernourished (million) (3-year average)","20222024","2022-2024","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","496","Mongolia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20222024","2022-2024","%","<2.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","496","Mongolia","6132","Value","210011","Number of people undernourished (million) (3-year average)","20222024","2022-2024","million No","","Q","Missing value; suppressed",""
"FS","Suite of Food Security Indicators","499","Montenegro","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20222024","2022-2024","%","<2.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","499","Montenegro","6132","Value","210011","Number of people undernourished (million) (3-year average)","20222024","2022-2024","million No","","Q","Missing value; suppressed",""
"FS","Suite of Food Security Indicators","504","Morocco","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20222024","2022-2024","%","7","E","Estimated value",""
"FS","Suite of Food Security Indicators","504","Morocco","6132","Value","210011","Number of people undernourished (million) (3-year average)","20222024","2022-2024","million No","2.6","E","Estimated value",""
"FS","Suite of Food Security Indicators","508","Mozambique","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20222024","2022-2024","%","21.8","E","Estimated value",""
"FS","Suite of Food Security Indicators","508","Mozambique","6132","Value","210011","Number of people undernourished (million) (3-year average)","20222024","2022-2024","million No","7.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","104","Myanmar","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20222024","2022-2024","%","5.4","E","Estimated value",""
"FS","Suite of Food Security Indicators","104","Myanmar","6132","Value","210011","Number of people undernourished (million) (3-year average)","20222024","2022-2024","million No","2.9","E","Estimated value",""
"FS","Suite of Food Security Indicators","516","Namibia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20222024","2022-2024","%","18.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","516","Namibia","6132","Value","210011","Number of people undernourished (million) (3-year average)","20222024","2022-2024","million No","0.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","520","Nauru","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20222024","2022-2024","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","520","Nauru","6132","Value","210011","Number of people undernourished (million) (3-year average)","20222024","2022-2024","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","524","Nepal","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20222024","2022-2024","%","5.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","524","Nepal","6132","Value","210011","Number of people undernourished (million) (3-year average)","20222024","2022-2024","million No","1.6","E","Estimated value",""
"FS","Suite of Food Security Indicators","528","Netherlands (Kingdom of the)","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20222024","2022-2024","%","<2.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","528","Netherlands (Kingdom of the)","6132","Value","210011","Number of people undernourished (million) (3-year average)","20222024","2022-2024","million No","","Q","Missing value; suppressed",""
"FS","Suite of Food Security Indicators","540","New Caledonia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20222024","2022-2024","%","4.9","E","Estimated value",""
"FS","Suite of Food Security Indicators","540","New Caledonia","6132","Value","210011","Number of people undernourished (million) (3-year average)","20222024","2022-2024","million No","<0.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","554","New Zealand","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20222024","2022-2024","%","<2.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","554","New Zealand","6132","Value","210011","Number of people undernourished (million) (3-year average)","20222024","2022-2024","million No","","Q","Missing value; suppressed",""
"FS","Suite of Food Security Indicators","558","Nicaragua","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20222024","2022-2024","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","558","Nicaragua","6132","Value","210011","Number of people undernourished (million) (3-year average)","20222024","2022-2024","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","562","Niger","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20222024","2022-2024","%","12.9","E","Estimated value",""
"FS","Suite of Food Security Indicators","562","Niger","6132","Value","210011","Number of people undernourished (million) (3-year average)","20222024","2022-2024","million No","3.4","E","Estimated value",""
"FS","Suite of Food Security Indicators","566","Nigeria","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20222024","2022-2024","%","19.9","E","Estimated value",""
"FS","Suite of Food Security Indicators","566","Nigeria","6132","Value","210011","Number of people undernourished (million) (3-year average)","20222024","2022-2024","million No","45.4","E","Estimated value",""
"FS","Suite of Food Security Indicators","570","Niue","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20222024","2022-2024","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","570","Niue","6132","Value","210011","Number of people undernourished (million) (3-year average)","20222024","2022-2024","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","807","North Macedonia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20222024","2022-2024","%","<2.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","807","North Macedonia","6132","Value","210011","Number of people undernourished (million) (3-year average)","20222024","2022-2024","million No","","Q","Missing value; suppressed",""
"FS","Suite of Food Security Indicators","578","Norway","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20222024","2022-2024","%","<2.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","578","Norway","6132","Value","210011","Number of people undernourished (million) (3-year average)","20222024","2022-2024","million No","","Q","Missing value; suppressed",""
"FS","Suite of Food Security Indicators","512","Oman","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20222024","2022-2024","%","5.9","E","Estimated value",""
"FS","Suite of Food Security Indicators","512","Oman","6132","Value","210011","Number of people undernourished (million) (3-year average)","20222024","2022-2024","million No","0.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","586","Pakistan","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20222024","2022-2024","%","16.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","586","Pakistan","6132","Value","210011","Number of people undernourished (million) (3-year average)","20222024","2022-2024","million No","40.9","E","Estimated value",""
"FS","Suite of Food Security Indicators","585","Palau","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20222024","2022-2024","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","585","Palau","6132","Value","210011","Number of people undernourished (million) (3-year average)","20222024","2022-2024","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","275","Palestine","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20222024","2022-2024","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","275","Palestine","6132","Value","210011","Number of people undernourished (million) (3-year average)","20222024","2022-2024","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","591","Panama","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20222024","2022-2024","%","5.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","591","Panama","6132","Value","210011","Number of people undernourished (million) (3-year average)","20222024","2022-2024","million No","0.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","598","Papua New Guinea","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20222024","2022-2024","%","28.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","598","Papua New Guinea","6132","Value","210011","Number of people undernourished (million) (3-year average)","20222024","2022-2024","million No","3","E","Estimated value",""
"FS","Suite of Food Security Indicators","600","Paraguay","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20222024","2022-2024","%","5.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","600","Paraguay","6132","Value","210011","Number of people undernourished (million) (3-year average)","20222024","2022-2024","million No","0.4","E","Estimated value",""
"FS","Suite of Food Security Indicators","604","Peru","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20222024","2022-2024","%","6.9","E","Estimated value",""
"FS","Suite of Food Security Indicators","604","Peru","6132","Value","210011","Number of people undernourished (million) (3-year average)","20222024","2022-2024","million No","2.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","608","Philippines","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20222024","2022-2024","%","3","E","Estimated value",""
"FS","Suite of Food Security Indicators","608","Philippines","6132","Value","210011","Number of people undernourished (million) (3-year average)","20222024","2022-2024","million No","3.4","E","Estimated value",""
"FS","Suite of Food Security Indicators","616","Poland","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20222024","2022-2024","%","<2.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","616","Poland","6132","Value","210011","Number of people undernourished (million) (3-year average)","20222024","2022-2024","million No","","Q","Missing value; suppressed",""
"FS","Suite of Food Security Indicators","620","Portugal","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20222024","2022-2024","%","<2.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","620","Portugal","6132","Value","210011","Number of people undernourished (million) (3-year average)","20222024","2022-2024","million No","","Q","Missing value; suppressed",""
"FS","Suite of Food Security Indicators","630","Puerto Rico","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20222024","2022-2024","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","630","Puerto Rico","6132","Value","210011","Number of people undernourished (million) (3-year average)","20222024","2022-2024","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","634","Qatar","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20222024","2022-2024","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","634","Qatar","6132","Value","210011","Number of people undernourished (million) (3-year average)","20222024","2022-2024","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","410","Republic of Korea","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20222024","2022-2024","%","<2.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","410","Republic of Korea","6132","Value","210011","Number of people undernourished (million) (3-year average)","20222024","2022-2024","million No","","Q","Missing value; suppressed",""
"FS","Suite of Food Security Indicators","498","Republic of Moldova","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20222024","2022-2024","%","<2.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","498","Republic of Moldova","6132","Value","210011","Number of people undernourished (million) (3-year average)","20222024","2022-2024","million No","","Q","Missing value; suppressed",""
"FS","Suite of Food Security Indicators","642","Romania","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20222024","2022-2024","%","<2.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","642","Romania","6132","Value","210011","Number of people undernourished (million) (3-year average)","20222024","2022-2024","million No","","Q","Missing value; suppressed",""
"FS","Suite of Food Security Indicators","643","Russian Federation","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20222024","2022-2024","%","<2.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","643","Russian Federation","6132","Value","210011","Number of people undernourished (million) (3-year average)","20222024","2022-2024","million No","","Q","Missing value; suppressed",""
"FS","Suite of Food Security Indicators","646","Rwanda","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20222024","2022-2024","%","24.4","E","Estimated value",""
"FS","Suite of Food Security Indicators","646","Rwanda","6132","Value","210011","Number of people undernourished (million) (3-year average)","20222024","2022-2024","million No","3.4","E","Estimated value",""
"FS","Suite of Food Security Indicators","659","Saint Kitts and Nevis","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20222024","2022-2024","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","659","Saint Kitts and Nevis","6132","Value","210011","Number of people undernourished (million) (3-year average)","20222024","2022-2024","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","662","Saint Lucia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20222024","2022-2024","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","662","Saint Lucia","6132","Value","210011","Number of people undernourished (million) (3-year average)","20222024","2022-2024","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","670","Saint Vincent and the Grenadines","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20222024","2022-2024","%","6.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","670","Saint Vincent and the Grenadines","6132","Value","210011","Number of people undernourished (million) (3-year average)","20222024","2022-2024","million No","<0.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","882","Samoa","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20222024","2022-2024","%","3.6","E","Estimated value",""
"FS","Suite of Food Security Indicators","882","Samoa","6132","Value","210011","Number of people undernourished (million) (3-year average)","20222024","2022-2024","million No","<0.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","678","Sao Tome and Principe","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20222024","2022-2024","%","17.4","E","Estimated value",""
"FS","Suite of Food Security Indicators","678","Sao Tome and Principe","6132","Value","210011","Number of people undernourished (million) (3-year average)","20222024","2022-2024","million No","<0.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","682","Saudi Arabia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20222024","2022-2024","%","<2.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","682","Saudi Arabia","6132","Value","210011","Number of people undernourished (million) (3-year average)","20222024","2022-2024","million No","","Q","Missing value; suppressed",""
"FS","Suite of Food Security Indicators","686","Senegal","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20222024","2022-2024","%","5.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","686","Senegal","6132","Value","210011","Number of people undernourished (million) (3-year average)","20222024","2022-2024","million No","0.9","E","Estimated value",""
"FS","Suite of Food Security Indicators","688","Serbia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20222024","2022-2024","%","<2.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","688","Serbia","6132","Value","210011","Number of people undernourished (million) (3-year average)","20222024","2022-2024","million No","","Q","Missing value; suppressed",""
"FS","Suite of Food Security Indicators","690","Seychelles","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20222024","2022-2024","%","<2.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","690","Seychelles","6132","Value","210011","Number of people undernourished (million) (3-year average)","20222024","2022-2024","million No","","Q","Missing value; suppressed",""
"FS","Suite of Food Security Indicators","694","Sierra Leone","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20222024","2022-2024","%","24.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","694","Sierra Leone","6132","Value","210011","Number of people undernourished (million) (3-year average)","20222024","2022-2024","million No","2","E","Estimated value",""
"FS","Suite of Food Security Indicators","702","Singapore","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20222024","2022-2024","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","702","Singapore","6132","Value","210011","Number of people undernourished (million) (3-year average)","20222024","2022-2024","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","703","Slovakia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20222024","2022-2024","%","3.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","703","Slovakia","6132","Value","210011","Number of people undernourished (million) (3-year average)","20222024","2022-2024","million No","0.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","705","Slovenia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20222024","2022-2024","%","<2.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","705","Slovenia","6132","Value","210011","Number of people undernourished (million) (3-year average)","20222024","2022-2024","million No","","Q","Missing value; suppressed",""
"FS","Suite of Food Security Indicators","090","Solomon Islands","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20222024","2022-2024","%","20","E","Estimated value",""
"FS","Suite of Food Security Indicators","090","Solomon Islands","6132","Value","210011","Number of people undernourished (million) (3-year average)","20222024","2022-2024","million No","0.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","706","Somalia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20222024","2022-2024","%","53.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","706","Somalia","6132","Value","210011","Number of people undernourished (million) (3-year average)","20222024","2022-2024","million No","9.8","E","Estimated value",""
"FS","Suite of Food Security Indicators","710","South Africa","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20222024","2022-2024","%","10","E","Estimated value",""
"FS","Suite of Food Security Indicators","710","South Africa","6132","Value","210011","Number of people undernourished (million) (3-year average)","20222024","2022-2024","million No","6.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","728","South Sudan","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20222024","2022-2024","%","22.3","E","Estimated value",""
