iso3,year,undernourishment,vulnerability,ln_gdp_pcap
GHA,2002,14.8,0.533147924730423,5.695285291254727
GRC,2002,2.5,0.340893976995347,9.53113286721206
GTM,2002,22.4,0.4762372399226,7.420180727164561
GIN,2002,18.0,0.551165350981368,6.206406705874155
GNB,2002,15.6,0.65569237666488,5.891739717127851
GUY,2002,5.7,0.477313471837062,6.857374128960183
HTI,2002,48.0,0.526598786729757,6.58059692840876
HND,2002,21.1,0.470011263568359,7.032182551355526
HUN,2002,2.5,0.367786568043639,8.803581168377747
ISL,2002,2.5,0.340246960638816,10.38619811038108
IND,2002,18.1,0.540696684849198,6.150922395342947
IDN,2002,18.1,0.478667325654648,6.781060933046637
IRQ,2002,20.1,0.447357928797624,7.143743671179701
IRL,2002,2.5,0.332248082541093,10.3952965374671
ISR,2002,2.5,0.323601480716114,9.85621031088822
ITA,2002,2.5,0.345579776717405,10.019108093371198
JAM,2002,7.2,0.440422287684225,8.210843428083635
JOR,2002,9.0,0.407586146248595,7.442063482379331
KAZ,2002,6.5,0.332790723729476,7.361090889975983
KEN,2002,31.8,0.523792552095884,5.998778697390903
KIR,2002,4.3,0.602523333642557,6.6971684366558755
KWT,2002,2.5,0.387816884199734,9.826215087306204
LVA,2002,5.2,0.379145220706289,8.294951572697357
LBN,2002,7.4,0.43564737021024,8.364240788908818
LBR,2002,34.9,0.556299430656899,5.702236098097439
LBY,2002,3.7,0.407719061251736,8.221020333240164
LTU,2002,2.5,0.382390691297344,8.330413129808505
LUX,2002,2.5,0.313911072753298,10.878155373869577
MDG,2002,33.4,0.57831197254961,5.720120864609286
MWI,2002,23.2,0.604250403645556,6.059614756611291
MYS,2002,2.5,0.396713753138164,8.339030567316406
MLI,2002,14.2,0.613740313173059,5.762184807964244
MLT,2002,2.5,0.327038670393576,9.328230289719565
MRT,2002,9.8,0.580051699763032,6.475247251023901
MUS,2002,5.9,0.447228832204673,8.312149968956845
MEX,2002,2.8,0.399859423793856,8.985073816660112
MNG,2002,30.1,0.432422423906685,6.346073481502693
MNE,2002,9.4,0.394314088201256,7.6528471992079155
MAR,2002,5.8,0.432048159716637,7.37526870391795
MOZ,2002,36.4,0.509319375124642,5.749031970817656
MMR,2002,38.6,0.529963900535736,4.987696809613617
NAM,2002,15.7,0.491475303577355,7.47990682516047
NPL,2002,23.7,0.552391133973852,5.476009067753154
NZL,2002,2.5,0.313671667800182,9.733540365948635
NIC,2002,25.8,0.466331420420438,6.921987424086836
NER,2002,23.1,0.645821895977837,5.41740795208809
NGA,2002,8.7,0.515655850178669,6.568309418429133
MKD,2002,6.7,0.380373449623755,7.5954553371973725
NOR,2002,2.5,0.261448020850785,10.672913994986944
OMN,2002,16.3,0.435718148373617,9.197167033531166
PAK,2002,20.4,0.544420701931502,6.396825225970147
PAN,2002,23.2,0.422111300219669,8.316443557587073
PNG,2002,26.7,0.581918317892381,6.227192164945692
PRY,2002,10.3,0.39988926710554,7.22093335051071
PER,2002,20.4,0.449346187639454,7.604580784336899
PHL,2002,18.5,0.489171786015559,6.9225540285231215
POL,2002,2.5,0.309725855214253,8.560913724728092
PRT,2002,2.5,0.352787108021866,9.46782295737135
ROU,2002,2.5,0.432057197805434,7.659103014785496
RUS,2002,4.2,0.344151041081035,7.77381721958552
RWA,2002,37.6,0.602421936814023,5.455504930752074
WSM,2002,3.8,0.502643769864188,7.331425598385765
STP,2002,15.5,0.555888735318748,6.3423019878448725
SAU,2002,4.6,0.439149481269123,9.267292786273666
SEN,2002,21.1,0.549857972903737,6.506427272235233
SRB,2002,4.8,0.42482695732131,7.779355959403001
SYC,2002,2.5,0.462330041114692,9.089772496683354
SLE,2002,50.0,0.611953770383309,5.9635667759735
SVN,2002,2.5,0.329102556639853,9.362127957154552
SLB,2002,11.2,0.675043155361104,6.629218324165289
ZAF,2002,3.6,0.406861418111267,7.896640778243372
ESP,2002,2.5,0.311545940591964,9.747480814141166
LKA,2002,16.8,0.466711033584472,6.727355093058832
SUR,2002,11.5,0.40672696903644,7.697276020209244
SWE,2002,2.5,0.3146883417407,10.307549635707002
CHE,2002,2.5,0.292490148691814,10.656288023744708
SYR,2002,7.5,0.438019606266256,7.076017925051155
TJK,2002,40.0,0.404452918181955,5.230849964611375
THA,2002,17.3,0.438708693189278,7.644800596815532
TLS,2002,54.9,0.542126314251246,6.280363022756704
TGO,2002,28.8,0.522132996699678,6.0986105237313994
TTO,2002,10.3,0.387928350866586,8.819211626571985
TUN,2002,4.0,0.366353649472584,7.749655331917049
TKM,2002,6.0,0.3828492747262,6.841124759384611
UGA,2002,21.2,0.572870176517517,5.488874453115051
UKR,2002,2.7,0.409697196905948,6.805735733679482
ARE,2002,2.5,0.40329138811867,10.2311211630657
URY,2002,3.6,0.413073241252383,8.330806118349505
UZB,2002,19.0,0.36325239442394,5.943873068562165
VUT,2002,9.2,0.609317700419704,7.200958612642652
VNM,2002,19.5,0.503106558810067,6.098372803485919
ZMB,2002,50.3,0.519132620256951,5.9760072602030725
ZWE,2002,32.8,0.523741279709608,6.2627833708762815
AFG,2003,43.5,0.59345123684489,5.29265695524774
ALB,2003,5.9,0.454570901651314,7.554177140721403
DZA,2003,6.7,0.389523497262013,7.733584175933271
ARG,2003,3.7,0.40226721997832,8.107863952563509
ARM,2003,26.9,0.371794728647145,6.782226259158222
AUT,2003,2.5,0.304641058529751,10.376926398604366
AZE,2003,14.4,0.423938920105322,6.784109242817396
BRB,2003,6.4,0.367252319596187,9.39897187098525
BEL,2003,2.5,0.355704316168553,10.330557886723884
BLZ,2003,5.4,0.467504434521806,8.50958222538207
BEN,2003,12.8,0.575902809887557,6.516197333555028
BIH,2003,3.3,0.368269171455607,7.617733523839754
BWA,2003,28.5,0.476122448647649,8.349986413246745
BRA,2003,9.1,0.38905754975968,8.036122793882669
BGR,2003,5.2,0.366777847032076,7.90820124810995
BFA,2003,20.4,0.581019805080309,5.892676551699311
CPV,2003,16.1,0.428243170121325,7.448901931137937
KHM,2003,17.8,0.525072527969855,5.957626244979708
CMR,2003,22.0,0.492135194127287,6.89592687521332
CAN,2003,2.5,0.287336642302083,10.250682968165588
CAF,2003,36.9,0.570718725133131,5.629073267980086
TCD,2003,33.4,0.659376230866948,5.666729829434396
CHL,2003,2.8,0.359878912476054,8.470814490125202
CHN,2003,9.2,0.409591175530475,7.175468637721614
COL,2003,8.9,0.439055646188743,7.745843224117566
COM,2003,20.7,0.549340812045842,6.8667123168262005
CRI,2003,4.8,0.414079457627427,8.336426081241125
HRV,2003,7.1,0.385294825237862,9.01068277284002
CUB,2003,2.5,0.434521868288507,8.071774804674998
CYP,2003,6.4,0.359822052516182,9.916020984593592
CZE,2003,2.5,0.25951881439065,9.195476122300644
DNK,2003,2.5,0.33527785161041,10.609528684930767
DJI,2003,39.4,0.52063558413146,6.639397896396814
DMA,2003,4.1,0.464296061453304,8.60290107363542
DOM,2003,21.7,0.442464037802467,7.776225298094603
ECU,2003,21.8,0.484069242876965,7.747433678677548
SLV,2003,6.9,0.442095972715614,7.6997658171364405
EST,2003,3.5,0.344821252893314,8.882586999986096
SWZ,2003,9.2,0.502160205104874,7.630550666213092
ETH,2003,43.2,0.592588037004764,4.760467275289199
FJI,2003,3.5,0.518972918900501,7.8844186652555335
FIN,2003,2.5,0.280444053970029,10.401838258653253
FRA,2003,2.5,0.30861258819549,10.291451138916761
GAB,2003,12.0,0.447865137735404,8.457602118686209
GEO,2003,5.0,0.412945711617328,6.917736813614482
DEU,2003,2.5,0.308723565213352,10.332379505045171
GHA,2003,13.4,0.521935007679203,5.881647648232442
GRC,2003,2.5,0.338628841339759,9.79927149505636
GTM,2003,20.1,0.475311215729481,7.45155929952991
GIN,2003,17.8,0.547834328243251,6.339451318230974
GNB,2003,16.0,0.649343733460495,6.039742356517722
GUY,2003,5.7,0.481159119243307,6.881146995671279
HTI,2003,50.1,0.526756934748083,6.3612943446896795
HND,2003,20.4,0.474698258193354,7.052791658169877
HUN,2003,2.5,0.368980806035599,9.037187749575352
ISL,2003,2.5,0.337907526820194,10.583465848931484
IND,2003,19.7,0.537322932731408,6.299212325381947
IDN,2003,18.1,0.479535262718489,6.950058336699048
IRQ,2003,19.5,0.448974407560229,6.706725239796635
IRL,2003,2.5,0.332453080779166,10.626279201201125
ISR,2003,2.5,0.32169000852099,9.885500197577498
ITA,2003,2.5,0.345430401660809,10.224758041301303
JAM,2003,6.7,0.440048749023509,8.174620508357421
JOR,2003,7.2,0.408293084721045,7.481936618542729
KAZ,2003,6.6,0.331593674429834,7.579689294161839
KEN,2003,33.3,0.523238642809421,6.093340527638834
KIR,2003,4.4,0.598566284744368,6.928048313963651
KWT,2003,2.5,0.387221180573692,10.029708452418447
LVA,2003,3.7,0.378635277722721,8.499961561643484
LBN,2003,8.1,0.434874981867128,8.397895082758096
LBR,2003,36.2,0.563858748663138,5.47971998740421
LBY,2003,4.0,0.408037319132086,8.449791788300685
LTU,2003,2.5,0.381913582223269,8.613861419905142
LUX,2003,2.5,0.312894136015528,11.092691656311036
MDG,2003,34.8,0.568433729097204,5.865391261674723
MWI,2003,23.4,0.597924011393041,5.948944749772933
MYS,2003,2.8,0.395590886659911,8.404096595005068
MLI,2003,13.3,0.60472676929864,5.917890707175749
MLT,2003,2.5,0.328268755027532,9.517382232383083
MRT,2003,9.2,0.584919122906463,6.595804859037474
MUS,2003,5.8,0.443377123479088,8.488436812779224
MEX,2003,3.2,0.399244681554684,8.913829392549532
MNG,2003,29.5,0.424305078213076,6.466406072542986
MNE,2003,9.0,0.394200226878752,7.9334954189287785
MAR,2003,5.4,0.430883738621952,7.5714080229048095
MOZ,2003,34.9,0.508008176248244,5.827440773549101
MMR,2003,35.8,0.531429847304512,5.4129518458652335
NAM,2003,16.5,0.492739320168792,7.8513682918812675
NPL,2003,22.0,0.551034714506654,5.507076786842106
NZL,2003,2.5,0.312356198228773,9.994867663910165
NIC,2003,23.6,0.471171006187319,6.9288826819909675
NER,2003,22.2,0.642366180769726,5.580579892699638
NGA,2003,8.7,0.506717380992885,6.637767397429625
MKD,2003,6.8,0.371531711179828,7.8019488015312035
NOR,2003,2.5,0.260707229713438,10.824772389510418
OMN,2003,15.1,0.426211462658911,9.255652359363665
PAK,2003,21.0,0.543298869416633,6.510915545199785
PAN,2003,19.4,0.41985397115998,8.35811874368972
PNG,2003,27.4,0.58477716027127,6.3586528952034636
PRY,2003,9.1,0.397011581794746,7.275171524689332
PER,2003,21.8,0.450622411669067,7.663614849618223
PHL,2003,18.3,0.487295805957329,6.934621254238981
POL,2003,2.5,0.309635172990478,8.651866322820595
PRT,2003,2.5,0.353028381356803,9.667624837898014
ROU,2003,2.5,0.432372369028678,7.893350504244403
RUS,2003,3.3,0.339243509128076,7.998040677418534
RWA,2003,34.3,0.596892991448856,5.517502192367123
WSM,2003,3.7,0.5109653305273,7.494499343421054
STP,2003,13.8,0.550417323016328,6.49782453245214
SAU,2003,4.8,0.438867467804399,9.348990427799137
SEN,2003,20.0,0.548882758540166,6.70672544975427
SRB,2003,4.6,0.424961237784113,8.056395419940785
SYC,2003,2.5,0.460842291107976,9.112758921621296
SLE,2003,49.2,0.601429229539303,6.025425314785434
SVN,2003,2.5,0.327791621685709,9.5963966666825
SLB,2003,11.5,0.656059465853262,6.797928440427496
ZAF,2003,3.5,0.409466291055405,8.309484300513505
ESP,2003,2.5,0.30917986477077,9.9768317412506
LKA,2003,16.1,0.470581608636225,6.852646562623722
SUR,2003,10.9,0.406305760116649,7.830466968400026
SWE,2003,2.5,0.315882510099369,10.526545406283235
CHE,2003,2.5,0.291405472241629,10.806404160769977
SYR,2003,7.1,0.43711209056144,7.106752911591557
TJK,2003,41.3,0.40689334740279,5.453529975698238
THA,2003,16.3,0.437069774295799,7.761123255819226
TLS,2003,43.4,0.543012994551744,6.282081970382246
TGO,2003,28.8,0.519319061819565,6.28816590654926
TTO,2003,10.9,0.387880029681844,9.041335339609546
TUN,2003,4.1,0.365969372675056,7.910540836581116
TKM,2003,5.2,0.381617892970858,7.113914369796684
UGA,2003,19.5,0.567932260905828,5.524318577448173
UKR,2003,2.5,0.409797421149601,6.98145319392936
ARE,2003,2.5,0.402303043344332,10.297539202787613
URY,2003,3.3,0.415537647560714,8.208252968486878
UZB,2003,20.4,0.367633984368523,5.976767139660115
VUT,2003,9.1,0.591827762120497,7.3566080269873995
VNM,2003,17.7,0.50243238268826,6.2088255903999965
ZMB,2003,50.1,0.517032520445362,6.100969199843479
ZWE,2003,31.8,0.526667786260722,6.148968648227035
AFG,2004,38.7,0.595817105304166,5.401612192565894
ALB,2004,7.3,0.449381951787582,7.802581078483289
DZA,2004,6.4,0.386709023202543,7.943425584560376
AGO,2004,57.5,0.493046485385661,7.143784148157216
ARM,2004,23.5,0.373608808738997,7.0300507090708715
AUT,2004,2.5,0.304329440225116,10.508192805721654
AZE,2004,11.4,0.420691354048815,6.951785210065586
BRB,2004,6.0,0.356995605168985,9.463925173128207
BLR,2004,4.4,0.363414968942477,7.774156784914218
BEL,2004,2.5,0.351743227187686,10.475297482883086
BLZ,2004,5.2,0.479494678963815,8.54793540410899
BEN,2004,11.2,0.574004015599738,6.631600911534442
BIH,2004,2.8,0.366870401300289,7.804939098199269
BWA,2004,29.0,0.472629791942631,8.508494038738245
BRA,2004,7.6,0.38807771036019,8.206262468096886
BGR,2004,5.6,0.364910157970245,8.128492993646518
BFA,2004,18.5,0.571127829649335,6.000951496940038
CPV,2004,14.8,0.429509581503168,7.565011420503948
KHM,2004,16.6,0.527988912540331,6.096272812243988
CMR,2004,19.6,0.491601975902587,7.032971303623232
CAN,2004,2.5,0.28649449012547,10.378029034574382
CAF,2004,37.1,0.563570761328724,5.71525415971835
TCD,2004,33.9,0.652433132329856,6.099984293241261
CHL,2004,2.7,0.358910980447264,8.719414024520908
CHN,2004,8.5,0.407065800123566,7.333628884507642
COL,2004,9.6,0.43681737006347,7.943985636424234
COM,2004,18.0,0.551020088469342,6.995099417714341
CRI,2004,4.9,0.410282278960462,8.396383216374122
HRV,2004,5.4,0.384935411929457,9.181835256897317
CUB,2004,2.5,0.434742417506601,8.131301163358541
CYP,2004,6.3,0.360412129220688,10.077130691420564
CZE,2004,2.5,0.258866636696629,9.374375298516526
DNK,2004,2.5,0.33474061239909,10.749893231433711
DJI,2004,36.5,0.507315617197752,6.692408321270606
DMA,2004,4.6,0.459824914361334,8.66195704949548
DOM,2004,23.1,0.435898259248532,7.804533520861816
ECU,2004,21.2,0.481004261970647,7.857948432563203
SLV,2004,7.6,0.44252920464299,7.734422822150927
EST,2004,3.4,0.344891426656766,9.095610862648735
SWZ,2004,8.8,0.495494967486159,7.8560258520283535
ETH,2004,41.6,0.596920471780147,4.891625099824364
FJI,2004,3.6,0.520818960998191,8.038250839847327
FIN,2004,2.5,0.286962029283842,10.539220994845463
FRA,2004,2.5,0.308031898074153,10.423617602228447
GAB,2004,13.1,0.450329584912781,8.606264300616624
GEO,2004,4.3,0.41140871721014,7.173994706506344
DEU,2004,2.5,0.308242864524596,10.450647108856282
GHA,2004,12.6,0.525316541275794,6.006678489261435
GRC,2004,2.5,0.339171464329318,9.973445204705634
GTM,2004,19.2,0.473880503486753,7.518016297870501
GIN,2004,16.9,0.541368060058848,6.371437029453112
GNB,2004,16.9,0.637810869982543,6.066981392352556
GUY,2004,6.1,0.478701534081569,6.94052281996516
HTI,2004,50.2,0.52588170614642,6.526766123149251
HND,2004,20.0,0.475664893065065,7.1026145377233485
HUN,2004,2.5,0.368323924497602,9.239051190717335
ISL,2004,2.5,0.338105406970697,10.765003793552355
IND,2004,21.2,0.535252930739761,6.436565068443288
IDN,2004,18.0,0.481749714238726,7.027172573595572
IRQ,2004,18.4,0.452013433315816,7.191709092317124
IRL,2004,2.5,0.333209434268673,10.77382234872603
ISR,2004,2.5,0.320293653627995,9.931495123545409
ITA,2004,2.5,0.345568025935163,10.352911815021281
JAM,2004,6.8,0.441448333091719,8.244744612865299
JOR,2004,6.0,0.420896387933947,7.570487794069513
KAZ,2004,7.1,0.330730128498722,7.909296333202197
KEN,2004,34.5,0.523716710773412,6.139157523565561
KIR,2004,4.6,0.59358868361972,6.987738506779857
KWT,2004,2.5,0.387168431254238,10.223840669223971
LVA,2004,3.0,0.379086540821845,8.717638295376604
LBN,2004,8.5,0.433181320315769,8.433960204938828
LBR,2004,35.9,0.558884794951577,5.649467862760852
LBY,2004,4.3,0.407492296945363,8.66107937087275
LTU,2004,2.5,0.381124191177555,8.815009964449706
LUX,2004,2.5,0.309593506800357,11.245632998970708
MDG,2004,36.1,0.57956001193534,5.606539840355245
MWI,2004,24.1,0.594734550533172,6.003082418637669
MYS,2004,2.9,0.394800007831878,8.504968476858108
MLI,2004,13.2,0.602579006112848,6.296901835502358
MLT,2004,2.5,0.326298072328416,9.629848500123728
MRT,2004,9.5,0.575395266180026,6.713629676322464
MUS,2004,5.6,0.441968644162139,8.605315418188084
MEX,2004,3.8,0.398210765891782,8.968226465484447
MNG,2004,29.6,0.421918750834796,6.6772780921816475
MNE,2004,7.5,0.394015543049886,8.125679839756778
MAR,2004,5.1,0.424427339752129,7.688709753836346
MOZ,2004,32.8,0.503657815790071,5.991606969869242
MMR,2004,32.6,0.531428731255843,5.413914955469221
NAM,2004,17.7,0.501356409650483,8.132458210322657
NPL,2004,20.0,0.551435329057066,5.633316196969347
NZL,2004,2.5,0.311660362936374,10.143300784785099
NIC,2004,23.4,0.472313761927171,7.001811205833934
NER,2004,21.1,0.640185094455985,5.6471002361266605
NGA,2004,8.8,0.50638117513677,6.869514369289859
MKD,2004,5.3,0.372028809504829,7.943989007627062
NOR,2004,2.5,0.259262574846228,10.964202352531172
OMN,2004,14.2,0.428209562130224,9.375926904559753
PAK,2004,20.2,0.536182010155985,6.6488579194024755
PAN,2004,17.4,0.420004973126934,8.443453175088093
PNG,2004,28.1,0.578270014522787,6.430680544583736
PRY,2004,8.6,0.39508842134982,7.487854324932893
PER,2004,22.1,0.449146173614033,7.782078140394699
PHL,2004,17.8,0.484411808068319,7.002729157004793
POL,2004,2.5,0.308953507404722,8.811611596639862
PRT,2004,2.5,0.350803468766367,9.80168503819452
ROU,2004,2.5,0.431616513320347,8.159085954947399
RUS,2004,2.7,0.335145580983756,8.319318853765985
RWA,2004,33.6,0.596211522979412,5.5967184582474925
WSM,2004,3.7,0.511096216175868,7.691319060789039
STP,2004,12.3,0.550772627975099,6.588322281468101
SAU,2004,4.7,0.437888638636014,9.484519024668787
SEN,2004,18.6,0.545985622492391,6.822308582175033
SRB,2004,3.9,0.425727613177579,8.187879902826603
SYC,2004,2.5,0.461183678035539,9.289860324824883
SLE,2004,47.0,0.60486955773423,6.034883127569403
SVN,2004,2.5,0.325678933068019,9.747057681063204
SLB,2004,11.4,0.665433822382648,6.893739418116882
ZAF,2004,3.4,0.407513079979406,8.56053297441017
ESP,2004,2.5,0.309532228768276,10.123627669431572
LKA,2004,15.9,0.469403004818799,6.935974039424464
SUR,2004,10.1,0.401632882307354,7.968240609395532
SWE,2004,2.5,0.314201332078684,10.663316305095016
CHE,2004,2.5,0.291745315659154,10.908877528017142
SYR,2004,6.8,0.435863941590372,7.221189029603723
TJK,2004,41.7,0.406187686999613,5.722751939895723
THA,2004,14.9,0.435389596170798,7.8791259479822795
TLS,2004,35.6,0.562493984857986,6.162094622747062
TGO,2004,27.7,0.518536899036852,6.328412221643144
TTO,2004,11.6,0.387122437659814,9.19735990892418
TUN,2004,4.2,0.363327185624398,8.028591888959925
TKM,2004,4.5,0.381031024931202,7.229280721616606
UGA,2004,18.4,0.578384444788107,5.678060680679258
UKR,2004,2.5,0.405154787100736,7.2449544416187805
ARE,2004,2.5,0.402031281943074,10.415613787026816
URY,2004,3.0,0.419161506791893,8.335350077202506
UZB,2004,18.9,0.368319832684567,6.135936018889027
VUT,2004,8.9,0.598192232618749,7.481171783635813
VNM,2004,16.0,0.500367330511279,6.337625914606657
ZMB,2004,50.1,0.511033646884036,6.307526282532253
ZWE,2004,31.4,0.527278962444413,6.151635691942145
AFG,2005,34.6,0.602123845251527,5.538059394401834
ALB,2005,8.5,0.445477981646448,7.916341237707155
DZA,2005,6.4,0.383821075398653,8.081207037728579
ARG,2005,3.9,0.402375656409618,8.53063315373026
ARM,2005,18.4,0.378909855376541,7.350827355965176
AUT,2005,2.5,0.304438612882453,10.549474208843181
AZE,2005,8.2,0.417584202165285,7.3641462565131235
BRB,2005,5.3,0.359752260581963,9.562012236855647
BLR,2005,4.5,0.360203099936418,8.047532468700132
BEL,2005,2.5,0.350568617650558,10.513516712793885
BLZ,2005,5.1,0.474322444090025,8.570306221774631
BEN,2005,10.4,0.577165667200976,6.65857286203182
BIH,2005,2.5,0.36580743952613,7.915571134057947
BWA,2005,28.1,0.471771062227888,8.59249930209457
BRA,2005,6.3,0.385046386841539,8.48214237215386
BGR,2005,6.0,0.361750014883773,8.26868720633453
BFA,2005,17.4,0.570111426138937,6.089417023914398
CPV,2005,13.0,0.43086624987396,7.602973715098359
KHM,2005,16.3,0.520857076599179,6.2649158250270895
CMR,2005,16.8,0.492798780234306,7.041083230619873
CAN,2005,2.5,0.285686920672616,10.501875051926827
CAF,2005,36.7,0.577679893480224,5.742842992731138
TCD,2005,32.4,0.651673787860327,6.7311280081801455
CHL,2005,2.7,0.356231621276745,8.920031293294633
CHN,2005,7.7,0.406391542814289,7.483044715755226
COL,2005,10.4,0.434064639774885,8.14788625842882
COM,2005,16.6,0.54017428692085,7.005976295446067
CRI,2005,4.5,0.408830338100747,8.455957416676547
HRV,2005,4.3,0.384563288077107,9.253737719617563
CUB,2005,2.5,0.436246691680239,8.23915460201935
CYP,2005,5.7,0.362226468043202,10.125000243470188
CZE,2005,2.5,0.259353966895138,9.506175985914876
DNK,2005,2.5,0.334263016848643,10.798060300454607
DJI,2005,32.7,0.516171064431481,6.73868358267973
DMA,2005,4.8,0.45086017639807,8.647383282294786
DOM,2005,23.9,0.434757148463165,8.263155303774978
ECU,2005,20.0,0.477308008443338,7.975573616909485
SLV,2005,8.4,0.441327035843719,7.802778005066506
EST,2005,2.9,0.343091662561354,9.250967606894243
SWZ,2005,9.7,0.490366075581265,7.9879876703594475
ETH,2005,39.1,0.590113557563335,5.0641347210384575
FJI,2005,4.0,0.511243319926776,8.124947698737179
FIN,2005,2.5,0.285166580164629,10.57259483587749
FRA,2005,2.5,0.307594723249661,10.454390402304016
GAB,2005,13.8,0.448453374637991,8.78689602254423
GEO,2005,4.3,0.409816699784714,7.4041473955143795
DEU,2005,2.5,0.307765033328912,10.465512902419162
GHA,2005,12.0,0.517937826980959,6.1708900585558855
GRC,2005,2.5,0.337500021952316,10.001255236369957
GTM,2005,19.5,0.474321039191354,7.623869738994796
GIN,2005,16.4,0.535627516525923,6.138110753360537
GNB,2005,18.0,0.646145532378549,6.1378867878733665
GUY,2005,6.6,0.488094347887306,6.9884735250949985
HTI,2005,49.7,0.525837583303478,6.653953665434723
HND,2005,19.3,0.473814129592957,7.173728708369963
HUN,2005,2.5,0.36842501303264,9.324758169065882
ISL,2005,2.5,0.335441019276619,10.947200934382181
IND,2005,21.7,0.531487592740426,6.565952171054347
IDN,2005,18.2,0.479714819986965,7.121425682419534
IRQ,2005,17.8,0.454941283148103,7.474428166472362
IRL,2005,2.5,0.330640159766523,10.838266746796545
ISR,2005,2.5,0.319587362339404,9.96584426699761
ITA,2005,2.5,0.345366321508079,10.375449383055821
JAM,2005,6.9,0.440948325843114,8.339128102677659
JOR,2005,5.4,0.406724056782132,7.643900066214433
KAZ,2005,7.4,0.331052803678764,8.182379829306543
KEN,2005,31.6,0.519940367455903,6.2604535739798095
KIR,2005,4.6,0.593680060936617,7.057711532259607
KWT,2005,2.5,0.387013084764283,10.494674382379205
LVA,2005,2.5,0.37609291378253,8.893406250591184
LBN,2005,8.2,0.433398074715949,8.434289304519284
LBR,2005,36.0,0.566577551763671,5.661178801671644
LBY,2005,4.6,0.408274739066975,8.997054272609208
LTU,2005,2.5,0.382420394803656,8.969164140787102
LUX,2005,2.5,0.308840318140307,11.302057973832154
MDG,2005,34.6,0.579120899606813,5.722970779060681
MWI,2005,23.2,0.58987579435837,6.026737868939096
MYS,2005,3.1,0.392930049557538,8.622558430975078
MLI,2005,12.4,0.603322132064684,6.382882104557062
MLT,2005,2.5,0.324618719237279,9.669747050109821
MRT,2005,9.5,0.576125123904548,6.906720578031156
MUS,2005,5.6,0.439631688324301,8.585604779277125
MEX,2005,4.1,0.395691600985669,9.06782692334508
MNG,2005,29.5,0.404709806534258,6.902642339287146
MNE,2005,5.7,0.393432326428319,8.209204440059684
MAR,2005,4.9,0.420183234493,7.715564309918954
MOZ,2005,30.9,0.500765763923089,6.079415569542779
MMR,2005,28.8,0.528382952346967,5.532144417745574
NAM,2005,18.4,0.507664505137568,8.212235551937244
NPL,2005,17.8,0.544844156777818,5.733419488529661
NZL,2005,2.5,0.309837055733074,10.231029513784737
NIC,2005,22.6,0.471298209210827,7.076064232976514
NER,2005,19.1,0.640370253330974,5.764071736459942
NGA,2005,8.9,0.502593798972538,7.099513036998704
MKD,2005,5.0,0.371326547006799,8.045903620162926
NOR,2005,2.5,0.258438181318393,11.113151687309685
OMN,2005,12.3,0.426219717064508,9.577401240470033
PAK,2005,18.3,0.534469830518449,6.718553944121279
PAN,2005,16.2,0.418952051064355,8.520735129796615
PNG,2005,29.0,0.57620051205289,6.612694705522119
PRY,2005,7.9,0.392096424267945,7.58623121042402
PER,2005,20.7,0.445150810784917,7.903474181300899
PHL,2005,17.6,0.48444398784707,7.106983267915158
POL,2005,2.5,0.308418299164702,8.99267221859171
PRT,2005,2.5,0.351669292131555,9.840554542537394
ROU,2005,2.5,0.429309416945104,8.437717749556667
RUS,2005,2.5,0.333558279335486,8.579877822309177
RWA,2005,36.0,0.593288918260981,5.780795563348909
WSM,2005,3.6,0.507556435515833,7.843865192672351
STP,2005,11.1,0.552206074260847,6.738352926977564
SAU,2005,4.5,0.436122574407472,9.678827062390873
SEN,2005,17.1,0.546202985406413,6.887395520067529
SRB,2005,3.1,0.425787502217718,8.244852613645048
SYC,2005,2.5,0.460737831502458,9.376033762888552
SLE,2005,44.4,0.607475725243042,6.13693478444434
SVN,2005,2.5,0.325987160510692,9.796442818863273
SLB,2005,11.9,0.661051046189147,7.042686078970218
ZAF,2005,3.3,0.411870793335461,8.671951109679986
ESP,2005,2.5,0.312232662684727,10.183047467376038
LKA,2005,15.2,0.472220850832846,7.096075431208481
SUR,2005,9.4,0.398274345108253,8.147122830831266
SWE,2005,2.5,0.313143984125234,10.67772186159644
CHE,2005,2.5,0.292778717484656,10.937434971899542
SYR,2005,6.5,0.436003292306926,7.335569876460286
TJK,2005,40.3,0.408861664112762,5.810922858234005
THA,2005,13.6,0.434250204168399,7.961266930822618
TLS,2005,32.4,0.564912125538902,6.189217580931639
TGO,2005,26.2,0.515880805681788,6.31220629511312
TTO,2005,11.7,0.387554191907929,9.421122823467584
TUN,2005,4.1,0.361326434386052,8.05414962842327
TKM,2005,4.2,0.380484592252858,7.380265878477251
UGA,2005,18.1,0.579389217977661,5.800320393531971
UKR,2005,2.5,0.400856568476572,7.536542633375112
ARE,2005,2.5,0.402501088309128,10.564093819920531
URY,2005,2.6,0.414615597464269,8.57248726019791
UZB,2005,16.0,0.367805942923728,6.2968068961093975
VUT,2005,8.7,0.594770353477192,7.535825887764524
VNM,2005,15.3,0.494486885523639,6.566316191948593
ZMB,2005,49.5,0.506803596307428,6.56664720891093
ZWE,2005,30.6,0.523748547646841,6.13345946941032
AFG,2006,30.6,0.604628709316117,5.613925429177434
ALB,2006,8.8,0.443758190000366,8.025442011709254
DZA,2006,6.1,0.38122678303087,8.205399024144914
ARG,2006,3.6,0.4013090965324,8.677504334796174
